# x + y
2*(z^(x|(~y|z))) - (~(x&y)&(x^(y^z))) - 3*~(x|(y^z)) - (z^(x&(~y|z))) - 3*(y^~(x&(y|z))) + ~(x&(y^z)) + 3*(~(x^y)|(x^z)) + (z|~(x|~y)), x + y
14265922155392292899*~(~x|(y|z)) - 2*(~y&(x^z)) + (~x&(y^z)) + 4180821918317258717*((x^y)&~(x^z)) + ~(~x|(y&z)) + (z^(x&(y|z))) + 4180821918317258719*~(~x|(y^z)) + 14265922155392292899*(z^(~x&(y|z))), x + y
-2*~(x|(y^z)) + 5767838929150138507*(y^~(~x|(~y&z))) + 12107291501429845059*(x^(y|z)) + 6339452572279706556*(~z|(x^y)) + 5767838929150138505*(y^(~x|(~y&z))) + 6339452572279706557*(y^~(x|(y&z))) + 12107291501429845061*(z&(x|y)) + 12678905144559413111*(z|(x^y)), x + y
-3*((y&z)^~(x&(y^z))) + 2*(~(x&~y)&(y^z)) + ~y + (y&(x^z)) + 3*(z^~(x&y)) - (y^~(x|(y^z))), x + y
10259857752277868217*(~y&(x^z)) + 10259857752277868218*((x&y)^~(x^(~y|z))) + 16373772642863366796*(y^~(~x&(~y|z))) + 8186886321431683397*(~(x&~y)&(x^(y^z))) + 2*((x&y)|(x^(y^z))) + 8186886321431683398*(x&(y|z)) + 2072971430846184821*(z&(x|y)), x + y
~(~x|(y|z)) - (z^(x|(y&z))) + (y^(~x|(y|z))) - ((x|~y)&~(y^z)) + 2*~(~x|(~y&z)) + y, x + y
-2*((y&z)^~(x&(y^z))) + (z^~(~x&(y|z))) - (z&(x^y)) + (x|(y^z)) + ((x&~y)|~(y^z)) - 2*~(~x&(y^z)) + 2*~(~x&(~y&z)), x + y
(z^(~x|(y|z))) - 2*(y^~(~x&(y^z))) - 2*(y^~(x|(y^z))) + 3*(x|~z) + (y&~(x&~z)), x + y
6148914691236517202*(y^~(~x&(y^z))) + 6148914691236517202*~(x|~z) + 12297829382473034412*(~z|(x^y)) + 6148914691236517207*(~y|(x^z)) - (y^~(x|(~y&z))) + 6148914691236517207*(~(x&~y)&(x^(y^z))) + 12297829382473034412*((x^y)|~(x^z)), x + y
(x&~z) + 3*(z^(~x|(y&z))) - 2*(y^~(~x&(y^z))) - 3*((x|~y)&~(x^(y^z))) - (z&(x^y)) + 2*((x&~y)|~(x^(y^z))) + 2*(x&(y|z)), x + y
((x^y)&~(x^z)) + (x&y) + ((x&z)^(x^(y&z))), x + y
6*(y^(x|(y|z))) - 4*(y^~(x&~z)) - 5*((x^y)&(x^z)) - ~(x&(~y|z)) + 2*(z^(x&y)) - 3*(z^~(x|~y)) + 5*(y|~(x|z)), x + y
5*((y&~z)|~(x|(~y&z))) - 2*~(x^(y^z)) - 5*(y^~(x|~z)) + 8*(x&z) + ((x&~y)|(x^(y^z))) + 4*(y^~(x|(y&z))) + (z&(x|y)) - 7*(z^~(x|y)), x + y
3*(x&~z) - 8*(y&~z) - 5*(y^~(x&~z)) - 4*(z^(x&(y|z))) + 6*~(x&(y&z)) - 7*(x^(y^z)) + 10*(y^~(x|~z)) - ~(y^z), x + y
-((y&~z)|~(x|(~y&z))) - 4*(z&(x^y)) + 3*(~(x|~y)|~(x^(y^z))) + (z^(~x&(y|z))) - 2*(z^~(x&(y|z))) + 3*((x&y)^(x^(y&z))), x + y
(~(x^y)&(x^z)) + (~(x&~y)&(x^(y^z))) + 3*(x|(y&z)) - 2*(x|z), x + y
9*~(x|(~y|z)) - 9*((x^y)&~(x^z)) - ((x&y)^(y|~z)) - 3*~(x&(~y|z)) + 5*((y&~z)^(~x|(y^z))) - ((x|~y)&~(y^z)) - 2*((x|~y)&(x^(y^z))) + 5*~(~x&(~y|z)), x + y
6148914691236517205*(z^(~x|(~y|z))) + 6148914691236517207*(y&~z) + 12297829382473034411*(y^(~x|(y&z))) - 2*(~x&(~y|z)) + 12297829382473034412*(y^~(~x&(~y|z))) + 6148914691236517205*((x&y)^(y|z)) + 2*((x&y)^(x^(~y|z))), x + y
-4*~(x&(y|z)) + 6*(z^~(~x&(~y|z))) - 2*(z&(x^y)) - (y^(~x&(~y|z))) + 2*(x&(~y|z)) + 5*(z^~(x|y)) - 3*(x|(y&z)) - z, x + y
2*~(~x|(~y|z)) + (~x|(~y&z)) - ~(x&(y&z)) + ~(~x|(y^z)) + (x|y), x + y
~(x^z) - (y&~(x&~z)) + ((x&z)^(x^(y&z))) + y + (y^~(~x|(y&z))) - ((x^y)|~(x^z)), x + y
-2*(~(x&y)&(y^z)) - 3*(~(x&y)&~(y^z)) + ((x&z)^~(y&~z)) + (y^(x&(~y|z))) + ((x&z)^~(x^(~y&z))) - ~(x&~y) - 2, x + y
-3*(y^(x|z)) + 2*(y^(~x|(~y|z))) - 3*(~(x&y)&~(y^z)) - ~x + 2*(y^(x|(~y&z))) - (~(x^y)&~(x^z)) + 3*(~(x|~y)|~(y^z)), x + y
2*((x&z)^(x^(~y&z))) - 2*(~(x&~y)&~(x^(y^z))) + 2*~(x&(~y|z)) - ~(x&(y&z)) + 5*(y&z) - 4*(z&~(x&~y)) + (y^~(x|(y&z))), x + y
(x&(~y&z)) - (y^(x|(~y|z))) + ~(~x&(~y|z)) + ~(x&(~y&z)), x + y
-(y^~(x&(~y&z))) - (~(x&y)&~(x^(y^z))) + (z^(x&y)) + ((x|~y)&~(y^z)) + ~(~x&(~y&z)), x + y
-4*((x&z)^~(y&~z)) + 3*(x^z) + 2*(z^~(~x&(y|z))) - 2*(y^(x&z)) - (y^~(x|(y&z))) + 3*(z^~(x|(y&z))), x + y
-6*(~(x&~y)&(y^z)) + 4*(z^(x|y)) - 4*~(x|(y^z)) - 4*((x|y)&(x^(y^z))) + 4*~(~x&(y|z)) - 3*((y&~z)^(x|(y^z))) - 2*(z&~(x&~y)) + 7*((y&z)|(~x&(y|z))), x + y
9010793909378136399*(~y&~(x^z)) + 18021587818756272799*((x^y)&(x^z)) + 9435950164331415217*(y^(x|(y^z))) + 13728768991543844007*~(x&y) + 4292818827212428792*(y^(~x&(y|z))) + 9435950164331415216*(~(x^y)|(x^z)) + 4717975082165707610*~(~x&(~y&z)), x + y
-(~(x&y)&(y^z)) + 17854531126970929354*(y^~(x&~z)) + 888319420107933394*(z^~(~x&(y&z))) + 18150637600340240484*(z^(~x|(~y&z))) + 296106473369311130*(y^(~x&(y|z))) + 296106473369311133*(y^~(x|~z)) + 592212946738622264*(x&z) + 17558424653601618223*(y|(x&~z)), x + y
2*~(~x|(y&z)) + 5*(~(x&y)&~(y^z)) - 5*(z^~(~x&(y|z))) - 3*(z&(x^y)) + 2*(~(x|~y)|(y^z)) - (y^(x&~z)) + 3*(y^(~x&(y^z))), x + y
(y^(x|(y&z))) + (x&y) + (y&(x|z)), x + y
-2*~(x|~z) - (~x&(y|z)) + 3*(y^(x|(y^z))) - 2*(y^~(~x&(y&z))) - (y^(~x&(~y|z))) + 3*~(x&~y), x + y
-~(x|~y) + (y&~(x&z)) + (y^(x&(~y|z))) + 2*(x&(y&z)), x + y
-~(x|(y|z)) - (y^(x|(y&z))) + (z^~(~x|(~y&z))) + 2*(z^~(x&y)) - (y^~(x&z)) + (x&(y|z)), x + y
~(~x&(y|z)) + (z^~(~x|(y&z))) + (y|(x&z)) - (x|(~y|z)), x + y
13553492008213864246*(y^(x|(~y|z))) + ~(x|~y) + 13553492008213864247*(y^(~x&(~y|z))) + 8660239942718176877*(x&z) + 4893252065495687371*x + 9786504130991374739*(z^~(x|(~y&z))), x + y
12297829382473034410*~(x|~z) + (x^y) + 12297829382473034412*(~(x|y)|~(x^(y^z))) + 12297829382473034410*(~y|(x^z)) + 6148914691236517204*(~(x|~y)|(y^z)) + 12297829382473034410*((x&z)|~(y|z)) + 12297829382473034412*x + 12297829382473034412*(y|~(x|~z)), x + y
-(z^(x|y)) - (y^(x|~z)) + 2*(y^(x&z)) - (x&(y&z)) + 3*(y^~(x&(y|z))) + 2*(y&z) - 2*(y^~(x|(y&z))), x + y
(y^(x&z)) - (~(x|y)|~(x^(y^z))) - (y^~(x&z)) + 2*(x|(~y&z)) + (y|~(x|z)) + (~(x|y)|~(y^z)) - (x|(y|z)), x + y
-(z^(~x|(~y|z))) - 2*(z^(x|(~y|z))) + 3*~z - ~(x|~y) + (y&(x|z)) + ((x&y)^(x^(y&z))), x + y
-3*(y^~(x&(~y&z))) + ~(x&(y|z)) + 2*(x|~y) + (y^(x&~z)) - (y^(x&(y^z))), x + y
((x|y)&(y^z)) + ~(x&(~y|z)) + 2*~(~x|(y^z)) + (z^(~x&(~y|z))) + ((x&~y)|(x^(y^z))) - 2*(~y|~(x^z)), x + y
12297829382473034411*(z^(x|y)) + 6148914691236517204*~x + 6148914691236517205*(~z|(x^y)) + 6148914691236517206*(y^(x|(y^z))) + 12297829382473034411*((x&y)^(y|z)) + 12297829382473034411*~(~x&(~y|z)) + 6148914691236517207*(y|~(x|z)), x + y
12297829382473034408*(~(x|y)|(y^z)) + 6148914691236517206*(y^~(~x|(~y&z))) + 12297829382473034413*(~(x|y)|~(x^(y^z))) + 6148914691236517207*(y&~(x^z)) - (y^~(x&(y|z))) + 12297829382473034414*~(~x&(y&z)) - 2*(~x|(~y|z)), x + y
-~(~x|(y|z)) - 3*~(x|z) + 4*(z^(x|(y|z))) - 4*((x&~y)|~(x^(y^z))) + 5*(~x|(~y&z)) + 2*((x&y)|~(y|z)) + 5*(x&(~y|z)) - 5*((x&~y)|(x^(y^z))), x + y
6148914691236517204*(~y&~(x^z)) + 6148914691236517206*((x^y)&~(x^z)) + (~(x&y)&~(y^z)) + 12297829382473034409*~(x|~z) + 6148914691236517204*(y^~(x|(y^z))) + 6148914691236517207*((x&y)|(y^z)) + 6148914691236517207*(y^~(x|z)), x + y
(x&(y^z)) - (x^(~y|z)) + (x^z) + (z^~(~x&(y|z))) - (~y|(x^z)) + (x&(y&z)) + (y|~(x^z)), x + y
4*(x&~z) - (z^(x|(~y|z))) - 2*(z^(x|(y|z))) + 2*(y^(x&(y|z))) + (~(x|~y)|~(x^(y^z))) - 2*(z&~(x&y)) + 2*(z&~(x^y)), x + y
((x|y)&(y^z)) - ((x|y)&~(x^(y^z))) + (x^(y&z)) + (~(x^y)&~(x^z)) + ((x|y)&~(y^z)) - ~(x&(y^z)) + (y|~(x|~z)), x + y
2*~(~x|(~y|z)) - 2*((x&z)^(x^(~y&z))) + 3*(~x&(y&z)) - (y^~(x|~z)) + 3*(x|(~y&z)) + 2*(~(x^y)|~(x^z)) - 2*(z|~(x^y)), x + y
2*(z^(x|y)) + (~(x&y)&~(x^(y^z))) - ((x&~y)|~(x^(y^z))) + (y^(x&z)) + 2*(x&y) + 2*(z&(x|y)) - 2*(y|z), x + y
-(~y&(x^z)) - ~(x|(y&z)) + 12297829382473034411*~(x&y) + 12297829382473034412*(~(x^y)|~(x^z)) + 12297829382473034412*(y|(x^z)) + 12297829382473034411*~(~x&(y^z)) - (~x|(y|z)), x + y
2*(y&(x^z)) - 2*(z^~(~x&(~y|z))) + (y^~(~x&(~y|z))) - 3*~(x^(y^z)) - (x|(~y&z)) - ~(x&(y^z)) - 2*(~x|(~y|z)) - 6, x + y
-2*(~z&~(x^y)) + 5*((x^y)&(x^z)) + 2*~(x|(~y&z)) - 2*~(x&(~y|z)) + (y^(~x&(~y|z))) + 5*(y^(~x|(~y&z))) - 4*~(y&~z), x + y
8629583201197879247*(~x&(y&z)) + 14131952473110611990*~(x&(y|z)) + 2*~(x&(y&z)) + 4314791600598939625*(y^~(x&z)) + 9817160872511672368*(y^(~x|(y^z))) + 8629583201197879247*(z^~(x|(~y&z))) + 14131952473110611994*(y&~(x&~z)), x + y
-4*(x&~z) + 8*(y^~(~x&(y^z))) - 4*(~(x&y)&(y^z)) - (y&(x^z)) - 3*((x&z)^(y|z)) + 5*(y^(x|(y^z))) + 10*(y^(~x&(y|z))) - 8*(y^~(x&(y&z))), x + y
-3*~(x|(y|z)) + (x&(~y&z)) + 3*(z^~(~x&(y&z))) - 2*(x^(y|z)) + 3*((x&y)^(y|z)) + 2*(z^(x&y)) - 5*(~(x|~y)|(y^z)) + 2*(y^~(x|~z)), x + y
12297829382473034410*(x^(y|z)) + 6148914691236517207*(x^(y&z)) + 12297829382473034409*(y^(x|(y^z))) + 12297829382473034411*~(x^y) + 6148914691236517206*(~(x|~y)|~(y^z)) - ((x^y)|~(x^z)) + 2*(z|(x^y)), x + y
2*((y&z)^~(x&(y^z))) + 5*(y^(x|(y|z))) - 6*(y^(~x|(~y|z))) + ~(x|(y^z)) + 3*(z^(~x&(~y|z))) - ((x&y)|(y^z)) - 9*(z^~(x|(y&z))) + 9*(y|~(x^z)), x + y
3*(y^(x|(y|z))) - 2*~(x&y) + 3*(y^~(x|(~y&z))) - 4*~(x^y) + 3*~(x&~y), x + y
(z^(~x|(y&z))) - 3*(~(x&y)&~(y^z)) + 4*(~(x&y)&~(x^(y^z))) + 2*(~(x|y)|(x^(y^z))) + 2*(~(x|~y)|(x^(y^z))) + 2*(y^(~x&(y^z))) + 2*(z^~(x|(y&z))) - 6*~(x&~z), x + y
-2*((y&z)^~(x&(y^z))) - 2*~(y|~z) + ((x&z)^~(x^(y&z))) - ((x&z)^~(y&~z)) + 2*~(x&(y&z)) + 2*((x|~y)&(x^(y^z))), x + y
7378697629483820649*(~z&~(x^y)) + 11068046444225730968*(z^(x|(y&z))) + 14757395258967641292*(z^(~x|(y&z))) + 7378697629483820650*(z^~(~x&(~y|z))) + 7378697629483820644*~(x&z) + 3689348814741910323*(z^(x&y)) + 11068046444225730971*(x&(~y|z)) + 7378697629483820647*(z^~(x|(~y&z))), x + y
9035790670765946233*(z^(~x|(y|z))) + 18071581341531892467*(z^(x|y)) + 9410953402943605381*(y^~(~x&(~y&z))) + 9410953402943605385*((x&y)^~(x^(~y|z))) + 375162732177659147*(z^(x&y)) + 1125488196532977444*(y^(~x&(~y|z))) + 17696418609354233320*(~(x^y)|~(x^z)) + 18071581341531892470*(y^~(x|(y&z))), x + y
7378697629483820646*(x&~z) + 11068046444225730968*(~(x&y)&(x^(y^z))) - (y^~(~x&(y^z))) + 3689348814741910325*((x&y)^~(x^(~y|z))) + 14757395258967641294*(z^~(x&y)) + 7378697629483820647*(y^(~x&(~y|z))) + 14757395258967641292*(z^(~x&(~y|z))) + (z|(x&~y)), x + y
-~(y|z) - (~x&(~y&z)) + ~(~x|(~y&z)) - 1, x + y
2*(~z|(x^y)) + 4*(x&(y&z)) - (z^~(x&(y|z))) - (~(x&~y)&~(y^z)), x + y
~(~x|(y|z)) + (x&(y|z)) + (y|~(x|z)) + ((y&z)|(~x&(y|z))) - (~x|(y&z)), x + y
3*(z^(~x|(~y|z))) - (~z&~(x^y)) - 2*(z^(x&(~y|z))) - (y^~(~x&(~y|z))) - 2*(~y|~(x^z)) + z + 3*(x|z), x + y
(y&~z) + (z^~(~x&(~y&z))) - 3*((x^y)&(x^z)) - (z^~(x&y)) - (z&~(x^y)) + 3*((x|y)&~(y^z)) + ((x&y)^(x^(y&z))), x + y
2*~(~x|(~y|z)) - ((y&z)^~(x&(y^z))) + (z^~(x&y)) + (x&(~y|z)) - ((x&z)|~(y|z)) + (~x|(~y|z)), x + y
12297829382473034413*~(y|~z) - 2*(z^(x&(y|z))) + 12297829382473034410*(y^(x|(y^z))) + 12297829382473034409*(z^(~x&(~y|z))) + (y&~(x&~z)) + 6148914691236517207*(~(x^y)|(x^z)) + 12297829382473034413*((y&z)|(x&(y|z))) + 6148914691236517204*z, x + y
-2*~(y|z) + 3*~(y|~z) + (y^z) + 3*(x^(y&z)) - 4*((x&y)^(y|z)) + 6*((x&z)^~(x^(~y&z))) - 2*(y|~(x|z)) - 2*(z^~(x|y)), x + y
4*(~(x^y)&(x^z)) - (z^(x|y)) - 2*~(~x|(y&z)) - (z^(x&y)) - 2*(z&~(x&~y)) + 2*(y^~(~x|(y&z))) + 2*(x|(y&z)), x + y
13*(y^~(~x&(~y&z))) + 3*((x|y)&(y^z)) - 12*(y^(x|(~y|z))) + 6*~(x&(~y|z)) - 9*(~(x|~y)|~(x^(y^z))) - 7*(z&~(x&y)) + 11*((x&y)^(y|z)) + 2*(~(x^y)|~(x^z)), x + y
(~x&(y^z)) - (x&~y) + 3*~(~x|(~y&z)) - 2*((x|~y)&(x^(y^z))) - (z^~(~x|(y&z))) + 2*(z|(x&~y)), x + y
((y&z)^~(x&(y^z))) + ((y&~z)^(x|(y^z))) + 3*~(y^z) - 4*(~(x|y)|~(y^z)) + 2*(y^(~x&(y^z))), x + y
-3*(~(x&~y)&(y^z)) + ((x&~y)|(y^z)) + (y^~(~x&(y&z))) - (~(x|y)|~(x^(y^z))) + 3*(y^~(x|~z)) - 2*(x&z) - (z^(x&~y)) + 2*((y&z)|(x&(y|z))), x + y
7905747460161236408*(z^(~x|(y|z))) + 10540996613548315210*~(x|~y) + 15811494920322472813*~(x|(~y&z)) + 10540996613548315209*(x^z) + 15811494920322472813*(~z|(x^y)) + 15811494920322472814*(z^~(x&y)) + 13176245766935394013*(x|(y&z)) + 7905747460161236407*(y|z), x + y
-2*(x&~y) - 2*(z^(x&y)) - 2*(z^(~x&(~y|z))) + 5*(x|~z) - 4*((x&~y)|(x^(y^z))) - 3*(y^~(x|z)) + 4*z + 2*(x|z), x + y
4*(~y&(x^z)) + (y&(x^z)) + 2*(y^(x&(~y|z))) - 4*~(x&y) - ((x|y)&~(y^z)) + 4*(z^~(x|(y&z))) - (y|(x&z)), x + y
-2*(~x&(~y&z)) - (~(x^y)&(x^z)) - (~(x&y)&(y^z)) + (z^~(~x&(y|z))) - (z^~(x&(~y|z))) + 3*((x&y)|(y^z)), x + y
17989814148253752423*~(y&z) + 17989814148253752425*((x&y)|(x^(y^z))) + 17989814148253752424*(z^(~x&(~y|z))) + 913859850911598384*(x|(y^z)) + 17532884222797953232*(y^(x&~z)) + 913859850911598383*(~(x|~y)|~(y^z)) + 2*~(~x&(~y&z)), x + y
((x&y)^~(x^(~y|z))) - ((x|y)&~(x^(y^z))) - ((x&y)^(y|z)) - (x^(y^z)) + ((x|y)&~(y^z)) + 2*(y|z), x + y
-2*(~y&~(x^z)) + 5*(y^(x|(y|z))) + 6*(~(x&~y)&~(x^(y^z))) - 4*(z^(x&(y|z))) - 4*(y^(x|~z)) - (x|~y) + 2*(z&(x|y)) + ~(~x&(~y&z)), x + y
12297829382473034410*(~z&(x^y)) + 12297829382473034411*(y^~(x&(y^z))) - 3*(~x&(~y|z)) + 12297829382473034412*~(x&z) + ((y&~z)^(~x|(y^z))) + 12297829382473034411*(y^(~x&(~y|z))) + 6148914691236517207*(y&z), x + y
(~(x^y)&(x^z)) + (y&(x^z)) + 2*((y&~z)^(~x|(y^z))) - 3*(~y|(x^z)) + (y^~(x&(y&z))) + 2*(y|(x&~z)) - 2*((y&z)|(~x&(y|z))) + (x|(y|z)), x + y
-(y^~(x&(~y&z))) - ((x|~y)&~(x^(y^z))) - ((x&~y)|(x^(y^z))) + 2*~(~x&(y&z)) + (x|(y&z)), x + y
-2*(y^~(~x&(y&z))) - ((x&z)|~(y|z)) - 2*(y&z) + (y^(~x&(y^z))) + 3*((x&~y)|~(y^z)) + (x|(y|z)), x + y
12297829382473034411*(x&(~y&z)) + 12297829382473034409*(~y&~(x^z)) + 6148914691236517205*(y^(x|(~y|z))) + 6148914691236517206*(y^~(~x&(~y|z))) + 6148914691236517207*~(~x&(y|z)) - ((y&~z)^(x|(y^z))) + (z^~(x|~y)) + 12297829382473034411*(~x|(y|z)), x + y
14757395258967641293*(y&~z) + 11068046444225730970*(z^~(~x&(y|z))) + 11068046444225730970*~(x^(~y&z)) + 3689348814741910323*~(x&y) + 14757395258967641295*x + 11068046444225730969*(~y|~(x^z)) + 14757395258967641294*((y&z)|(~x&(y|z))) + 14757395258967641292*(x|z), x + y
4*(y^~(~x&(y^z))) - 3*~(x|(~y&z)) + 3*(z^(x&(y|z))) - 3*(~y|(x^z)) + 2*(y^~(x|(~y&z))) - 4*((x&y)|~(y|~z)) + 4*(z|(x&y)), x + y
(z^(x|(y&z))) - ((x&z)^~(x^(y&z))) + (y^z) - 3*(~x&(~y|z)) + (~(x&~y)&(x^(y^z))) - 3*(z&(x|~y)) + 4*(z|~(x|y)), x + y
4816226022461523089*(~x&(y^z)) + 13630518051248028526*(~(x&~y)&(y^z)) + (y^(~x|(y|z))) + 13630518051248028520*~(x|(y^z)) + 4816226022461523093*(~(x&y)&~(y^z)) - 2*(z^~(x&(y&z))) + 13630518051248028526*(~(x|~y)|~(y^z)) + 4816226022461523094*(y|~(x|z)), x + y
-(z^(~x|(~y|z))) + 3*~(~x|(~y|z)) + 2*(~x|(~y&z)) - 3*(z^(x&y)) + (z&(x|y)) - (z|~(x|y)) + 2*(x|z), x + y
2*~(~x|(~y|z)) + 6148914691236517205*(z^~(~x&(~y&z))) + (y^(x&(y|z))) + 12297829382473034412*~(~x|(y^z)) + 12297829382473034411*(z^(~x|(~y&z))) + 12297829382473034411*(y^(~x&(y|z))), x + y
11608189861166464196*(y^(x|(y&z))) + 12642649143126319518*(y^(x|z)) + 2902047465291616050*(~x&(y|z)) + 9740601677834703469*(x^y) + 2902047465291616048*((x&y)^(y|z)) + 15544696608417935568*((x&z)|(y&~z)) + 2902047465291616050*(x|(y&z)), x + y
-((x|~y)&~(x^(y^z))) - ((x&z)^~(y&~z)) + 2*((x^y)|(x^z)) + 2*(~(x^y)&~(x^z)) + (x|(y&z)) - (z|(x^y)), x + y
-((x|~y)&~(x^(y^z))) - 4*(y^(x|z)) - 6*(x&(y&z)) + 2*((x|y)&(x^(y^z))) + 2*(x&(~y|z)) + 3*((x&y)|(y^z)) + ~(y&~z), x + y
5410273160697902180*(~x&(y&z)) + 15741607493360600526*((y&~z)^(~x|(y^z))) + (x&(y|z)) + 2705136580348951090*~(~x&(y&z)) + 15741607493360600527*(y|(x&~z)), x + y
5270498306774157606*(z^(x|(y|z))) + 5270498306774157602*(y^~(x&~z)) + 10540996613548315210*(~(x|~y)|(y^z)) + 2635249153387078802*(z^(~x|(~y&z))) + 5270498306774157604*(y^~(x|~z)) + 2635249153387078805*(y^(~x|(~y&z))) + 13176245766935394012*(y^~(x|z)) + 13176245766935394011*~(x&(~y&z)), x + y
2*(~x&(~y|z)) - 2*(z&~(x&y)) + (z^~(~x|(~y&z))) + ((x&z)|(y&~z)) + (z&(x|~y)) + 2*((y&z)|(x&(y|z))) - 2*(z|~(x^y)), x + y
12028127435261337607*(z^(x|(~y|z))) + 3209308319224107004*(z^~(~x&(~y&z))) + 3209308319224107003*(z^~(x&(~y&z))) + 15237435754485444611*(~(x|y)|(y^z)) + 15237435754485444610*(y^(x|(y^z))) + 3209308319224107007*(~y|(x^z)) + 3209308319224107003*x + 15237435754485444615*~(~x&(~y|z)), x + y
7905747460161236408*(x&~z) + 10540996613548315209*(y^(~x|(y&z))) + 5270498306774157604*(y^~(~x&(~y&z))) + 15811494920322472814*(y^(x&(~y|z))) + 10540996613548315211*(z^(~x|(~y&z))) + 5270498306774157604*((y&~z)^(x|(y^z))) + 10540996613548315208*~(x&(~y&z)) + 10540996613548315211*(x|z), x + y
11068046444225730969*(~(x^y)&(x^z)) + 14757395258967641295*((x^y)&(x^z)) - (z^~(~x&(y&z))) + 14757395258967641294*((x&z)^(y|z)) + 7378697629483820645*(y^~(~x&(y&z))) + 7378697629483820646*(~(x&~y)&(x^(y^z))) + 14757395258967641294*(x|~z) + 14757395258967641294*(y^(~x|(~y&z))), x + y
(x^y) + 2*(x^(~y&z)) + 2*((y&z)|(x&(y|z))) - 2*(x|z), x + y
3*(x&~z) - 3*(~y&(x^z)) + 3*(z^~(~x&(~y&z))) - 2*~(x&z) + (~(x|~y)|~(x^(y^z))) + 5*(z&~(x&~y)) - 2*(y^~(x|(y&z))) - (y|~(x|~z)), x + y
(~(x&~y)&(y^z)) - 3*~(x|(~y&z)) - 2*((x|~y)&(x^(y^z))) + 2*(~(x|~y)|~(y^z)) + ((y&z)|(~x&(y|z))) + ~(~x&(y^z)), x + y
9703439983025077908*~(~x|(y|z)) + 18126698776262683548*(~y&(x^z)) + 9063349388131341775*(~(x|y)|~(x^(y^z))) + 9063349388131341776*((y&~z)|~(~x|(~y&z))) + 18126698776262683549*((x&~y)|~(y^z)) + (z|(x&~y)) + 9383394685578209841*~(x&~z) + 320045297446868067*(x|(~y|z)), x + y
(~z&~(x^y)) + 3*~(x|~y) - 2*(y^(x&(~y|z))) - (y^~(x&(~y|z))) + 2*x + (x|(~y&z)), x + y
(y&~(x^z)) + 3*((x&z)|~(y|z)) - 2*(y^~(x&(y&z))) - ~(~x&(y&z)) - 2*(y^~(~x|(y&z))) + 3*(x|(y|z)), x + y
2*~(y|z) + 2*~(~x|(~y|z)) + 6148914691236517207*(~(x&~y)&(y^z)) + 12297829382473034410*(x^(~y|z)) + 12297829382473034410*(z^~(~x&(~y|z))) + (x^(~y&z)) + 6148914691236517204*(x|~y) + 12297829382473034413*(z&(x|y)), x + y
-2*(~(x&~y)&(y^z)) - 5*(~x&(y&z)) + (x^(y|z)) + (z^~(~x&(y|z))) + (z^(x&y)) + 3*((x&y)|(x^(y^z))) - 4*(~z|~(x^y)) + 3*(y|~(x|z)), x + y
12*(y^~(~x&(y^z))) - 6*~(y|~z) - 4*(z^~(~x|(~y&z))) - 3*(z^~(x&(y&z))) - 4*(y|~(x|z)) - 4*~(x&(y^z)) + 14*(y^(~x&(y^z))) - ((x&y)|~(x^(y^z))), x + y
17531688649216446911*~(x|y) + 915055424493104704*(~x&(y^z)) + 915055424493104704*((x|~y)&(y^z)) + 915055424493104704*(z^(x|(~y&z))) + 16616633224723342208*(z^(x&y)) + 17531688649216446913*((y&~z)|~(~x|(~y&z))) + 915055424493104705*(z|~(x^y)), x + y
-2*(z^~(x&(~y&z))) + (z^(x&y)) + 5*~(~x|(~y&z)) - (~(x&~y)&(x^(y^z))) - 2*(y^~(x&(y|z))) - 4*((x&z)^(x^(y&z))) + 2*~(x&(~y&z)) + 2*~(~x&(~y&z)), x + y
16028868881519021712*(x&(~y&z)) + 2417875192190529903*(x&~y) + (y^~(~x&(~y&z))) + 2417875192190529904*(y^(~x|(y|z))) + 16028868881519021711*~y - ((x|~y)&~(y^z)) + 2*x + ~(x&(y^z)), x + y
12297829382473034410*~(y&z) + 6148914691236517206*(z^(x&(y|z))) + 12297829382473034411*(z^~(x&(~y|z))) + 12297829382473034412*~(~x&(~y|z)) + 12297829382473034411*((x&y)|~(y^z)), x + y
2*(~(x&y)&(y^z)) + 2*(z^(x&(y|z))) - 2*(z&(x^y)) + 4*((x|y)&~(x^(y^z))) - 4*(z^(x&y)) + 2*(x&z) - (z^~(x&(~y|z))) + ((x&y)|~(y^z)), x + y
6148914691236517205*((x|y)&(y^z)) + 2*(y^~(x&~z)) + 6148914691236517203*(y^(x|~z)) - (y^~(x|(~y&z))) - 2*(y^(~x&(~y|z))) + 6148914691236517207*(x&z) + 12297829382473034414*(y|~z), x + y
2*~(~x|(~y|z)) + 5783061095004504118*(z^(x|(y&z))) + 12663682978705047497*(z^(x|y)) + 5783061095004504120*(z^(~x|(y&z))) + 12663682978705047496*((x&~y)|~(x^(y^z))) - (z^(x&y)) + 12663682978705047496*(z&(x|~y)) + 5783061095004504122*(x|z), x + y
2*~(~x|(y&z)) - 2*(~(x&y)&(y^z)) + ~(~x|(y^z)) - 2*(x&(~y|z)) + 2*(z^~(x|~y)) + (y^(x&(y^z))), x + y
