# x + y
13664254869414482676*((~(x^y)&~t)|(~(x|(y|z))&t)) + 6832127434707241344*((~(y^z)&~t)|((~z&(x^y))&t)) + 15713893099826655077*(((z^~(x|(y&z)))&~t)|(~(~x|(~y|z))&t)) + 10248191152060862011*((~(x^(y&z))&~t)|(((x^y)&~(x^z))&t)) + 3416063717353620669*(((z&(x|y))&~t)|((y^(x|z))&t)) + 10248191152060862013*(((z^~(x|(~y&z)))&~t)|((y^(~x|(~y|z)))&t)) + 1366425486941448269*((~(x&(y&z))&~t)|((x^z)&t)) + 4099276460824344790*(((z&~(x&~y))&~t)|((y^(x&z))&t)) + 6148914691236517211*(((y^(x&(y|z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 12297829382473034411*(((y^~(x&~z))&~t)|((x&(y&z))&t)) + 15030680356355930937*((~(x^(~y&z))&~t)|(((x|~y)&~(y^z))&t)) + 17763531330238827490*((((y&z)|(x&(y|z)))&~t)|(((x&z)|(y&~z))&t)) + 15030680356355930947*(((~x|(y&z))&~t)|(((y&~z)^(x|(y^z)))&t)) + 6832127434707241334*((~(~x&(y|z))&~t)|((z^~(x|(~y&z)))&t)) + 3416063717353620677*((((x&y)^(x^(~y|z)))&~t)|((~(x&~y)&~(y^z))&t)) + 3416063717353620670*(((x|z)&~t)|(((x|y)&~(y^z))&t)), x + y
9492013940840837239*(((z^(x|(y|z)))&~t)|((z^~(~x&(y&z)))&t)) + 12715716788673574415*((~(~x|(~y&z))&~t)|((y^(x|~z))&t)) + 179094602657374288*((((x&y)^(y|z))&~t)|((y^(x&(y|z)))&t)) + 3402797450490111463*((((x|y)&~(x^(y^z)))&~t)|(~(x^(y^z))&t)) + 11999338378044077266*(((z^~(~x|(~y&z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 16297608841821060165*(((~(x&y)&(y^z))&~t)|((~z|(x^y))&t)) + 1253662218601620013*(((y&~(x&z))&~t)|((~z|(x^y))&t)) + 12715716788673574414*~(x&(y|(z^t))) + 3940081258462234325*(((~z&(x^y))&~t)|(~(x&y)&t)) + 17551271060422680179*((((y&z)^~(x&(y^z)))&~t)|((~(x^y)&~(x^z))&t)) + 1074567615944245724*(((~(x&~y)&(x^(y^z)))&~t)|((~(x^y)&~(x^z))&t)) + 6626500298322848639*((~(y&z)&~t)|((y&~(x^z))&t)) + 9850203146155585815*((~(~x&(~y|z))&~t)|(~(x^(~y|z))&t)) + 358189205314748576*(((~(x|~y)|(x^(y^z)))&~t)|((~(x|y)|~(y^z))&t)) + 6984689503637597213*(((y^(x|(y^z)))&~t)|((~x|(~y|z))&t)) + 12894811391330948704*(((y&~(x^z))&~t)|(~(x&~x)&t)), x + y
14563219005560172326*((~z&~t)|(~(x|(~y|z))&t)) + 5825287602224068939*((~(x|y)&~t)|((z^(~x|(~y|z)))&t)) + 9708812670373448220*((~(x|~z)&~t)|(((x&y)^~(x^(~y|z)))&t)) - ((((x&y)^(x^(~y|z)))&~t)|((~(x|y)|(y^z))&t)) + 17475862806672206792*((~(~x&(~y&z))&~t)|((~z|(x^y))&t)) + 17475862806672206800*((y&~t)|((~x|(~y&z))&t)) + 1941762534074689642*(((z^(x|(y&z)))&~t)|((~x|(y^z))&t)) + 11650575204448137874*((((x&z)|(y&~z))&~t)|((y&~(x^z))&t)) + 5825287602224068937*(((z^(x|(~y|z)))&~t)|((y^~(x|(~y&z)))&t)) + 3883525068149379286*(((x&(~y|z))&~t)|((y^~(x|(y^z)))&t)) + 970881267037344817*((~(~x&(y&z))&~t)|((y^~(x&(~y|z)))&t)) + 16504981539634861963*((~(x^(y^z))&~t)|(~(x^z)&t)) + 16504981539634861974*(((x&(~y|z))&~t)|((x|~y)&t)) + 12621456471485482684*(((z&(x|~y))&~t)|(((x|y)&~(y^z))&t)) + 11650575204448137856*(((y^~(x|~z))&~t)|((~(x|~y)|~(y^z))&t)) + 12621456471485482691*(((~y|(x^z))&~t)|((z^~(x|y))&t)), x + y
-74*((((x&~y)|(x^(y^z)))&~t)|((z^(x|(y|z)))&t)) - 49*(((z^(~x|(y|z)))&~t)|(((x&z)^(x^(~y&z)))&t)) - 74*((~(y&~z)&~t)|((z^(x|(~y&z)))&t)) + 77*((((y&~z)^(~x|(y^z)))&~t)|((z^(x|~y))&t)) + 3*((~(x|(~y&z))&~t)|(((x&z)^~(y&~z))&t)) + 56*((((x&~y)|~(y^z))&~t)|((y^(x|~z))&t)) - 26*((((y&~z)^(~x|(y^z)))&~t)|((z&~(x&y))&t)) + 7*(((z^(x|y))&~t)|((y^(x|(~y&z)))&t)) + 22*((~(~x&(y&z))&~t)|((z^~(~x|(~y&z)))&t)) - 6*((((x^y)|(x^z))&~t)|(((x|y)&(x^(y^z)))&t)) + 72*(((~x&(y^z))&~t)|(((x&y)|(x^(y^z)))&t)) - 35*((((x|y)&(y^z))&~t)|(((x&y)|~(y^z))&t)) - 92*(((~x&(y&z))&~t)|(((x&y)^(x^(~y|z)))&t)) + 70*(((x|y)&~t)|((y^(~x&(y^z)))&t)) + 2*(((y^(~x&(y^z)))&~t)|((y|(x^z))&t)) - 9*(((~(x|~y)|~(x^(y^z)))&~t)|((z|~(x^y))&t)), x + y
10051818626991432316*(((y|~z)&~t)|((~z&(x^y))&t)) + 8063546810663456695*(((x&~z)&~t)|(((y&z)^~(x&(y^z)))&t)) + 3534705451249734443*(((y^~(x|(~y&z)))&~t)|(((x&z)^(x^(~y&z)))&t)) + 13144685896834949951*(((x&~x)&~t)|((y^(~x|(~y|z)))&t)) + 9168142264178998708*(((x^(y|z))&~t)|((z^(x|~y))&t)) + 11708711807264745337*(((~x&(~y|z))&~t)|((z&(x^y))&t)) + 4860219995468384856*((~(x&(y^z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 10051818626991432317*(((y^~(~x|(y^z)))&~t)|((~(x|y)|(x^(y^z)))&t)) + 5191598631523047462*(((y|~(x|~z))&~t)|((x|~z)&t)) + 2209190907031084026*(((~(x&~y)&~(y^z))&~t)|((y^(~x|(~y&z)))&t)) + 17010769984139347001*((~(~x&(~y&z))&~t)|((x|(y^z))&t)) + 13476064532889612559*(((y^~(~x|(~y&z)))&~t)|(~(x&(y^z))&t)) + 4528841359413722253*((((x&z)^~(y&~z))&~t)|((x|y)&t)) + 15022498167811371376*((~(~x|(y^z))&~t)|(~(~x&(~y&z))&t)) + 15906174530623804986*(((y^(~x|(~y&z)))&~t)|(~(y&~z)&t)) + 3976543632655951246*(((~x|(y^z))&~t)|((x|(y|z))&t)), x + y
(((x^(y|z))&~t)|(~(~x|(y|z))&t)) + 11738837137815169210*(((z&~(x^y))&~t)|((~z&(x^y))&t)) + 3353953467947191202*((((x&y)^(y|z))&~t)|(~(x|y)&t)) + 8384883669867978006*(((y^(x|(y&z)))&~t)|(((x^y)&~(x^z))&t)) + 15092790605762360411*((~(x^(y&z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 13415813871788764811*(((y^~(x&~z))&~t)|((y^~(~x|(~y&z)))&t)) + 11738837137815169210*(((x&~z)&~t)|(~(x|~z)&t)) + 6707906935894382409*((((x&y)|(x^(y^z)))&~t)|(~(x^(~y&z))&t)) + 1676976733973595597*(((y^(~x&(y|z)))&~t)|((x^y)&t)) + 6707906935894382409*(((y^(~x|(~y&z)))&~t)|(~(x&y)&t)) + 16769767339735956017*((~(x^(~y|z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 3353953467947191203*(((z^~(~x&(y|z)))&~t)|((y^~(x&z))&t)) + 1676976733973595601*(((~(x|y)|~(x^(y^z)))&~t)|((x|~z)&t)) + 8384883669867978003*(((z^~(x&(y|z)))&~t)|(((x&y)^(x^(~y|z)))&t)) + 10061860403841573610*(((y^~(x|(y&z)))&~t)|((~x|(y&z))&t)) + 15092790605762360416*~((x|t)^z), x + y
-((((x&y)|(y^z))&~t)|((~y&~(x^z))&t)) - ((((x^y)|~(x^z))&~t)|(((x|~y)&(y^z))&t)) - 3*(((~x&(~y|z))&~t)|(((x&~y)|(y^z))&t)) + (((y^(x|(~y&z)))&~t)|((z^(x&(y|z)))&t)) - ((((x|~y)&(y^z))&~t)|((y^(x|~z))&t)) + 2*(((z|~(x|y))&~t)|((y^(x|~z))&t)) + (((y&~z)&~t)|((x^y)&t)) - ((~(x^(~y&z))&~t)|(~(~x|(y^z))&t)) + 3*(((z^(x|~y))&~t)|(((x&y)|(x^(y^z)))&t)) + 2*(((~(x^y)&(x^z))&~t)|((x|(~y&z))&t)) - 2*(((x&~z)&~t)|((z^(x&~y))&t)) - 2*(((~x&(~y&z))&~t)|(~(x&(~y&z))&t)) + 2*(((z^~(x|~y))&~t)|(~(x&~x)&t)), x + y
17905960045490053361*(((y&(x|z))&~t)|((~z&~(x^y))&t)) + 5107404710961927973*(((y^(x|(y^z)))&~t)|((~x&(y^z))&t)) + 13399426476994234562*((((x&~y)|~(x^(y^z)))&~t)|((x&(~y&z))&t)) + 12858642448774736307*((((y&~z)^(x|(y^z)))&~t)|(((x^y)&(x^z))&t)) + 8171847537539084754*(((z|~(x|y))&~t)|(((x^y)&(x^z))&t)) + 8171847537539084758*((~(x|z)&~t)|((y^~(~x|(y^z)))&t)) + 8832805794251804846*(((x^(y|z))&~t)|(((x&z)^~(y&~z))&t)) + 781132485205941923*((~y&~t)|((z^~(~x&(~y|z)))&t)) + 9013067136991637596*(((~(x|~y)|~(y^z))&~t)|(~(x&z)&t)) + 7510889280826364665*(((z&~(x&y))&~t)|((z^~(x&y))&t)) + 12377945534801848967*(((z^~(x&(~y|z)))&~t)|((y&(x|~z))&t)) + 18026134273983275196*(((y^~(x|(~y&z)))&~t)|((y^(~x&(y|z)))&t)) + 9914373850690801357*(((~(x&y)&~(y^z))&~t)|((x&z)&t)) + 13880123390967121901*~((z|t)^y) + 16944566217544278682*((~(x&(~y|z))&~t)|((y|~(x|z))&t)) + 13579687819734067314*((((x|~y)&(y^z))&~t)|((z|~(x^y))&t)), x + y
2330115040889627572*(((y^~(x&z))&~t)|((z^(~x|(~y|z)))&t)) + 3300996307926972393*(((x&z)&~t)|(((y&z)^~(~x&(y^z)))&t)) + 1553410027259751714*(((z^~(~x&(~y|z)))&~t)|((z^~(x&~y))&t)) + 12038927711263075791*(((~z|~(x^y))&~t)|((y^(x|(~y|z)))&t)) + 8155402643113696504*(((y&(x|z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 3689348814741910324*(((y&z)&~t)|((y&~(x&z))&t)) + 5242758842001662037*((~(x&y)&~t)|((z^(x&(y|z)))&t)) + 776705013629875858*(((y^(x|(y|z)))&~t)|((y^(x&(~y|z)))&t)) + 15728276526004986113*(((~(x&y)&~(y^z))&~t)|(((x|y)&(x^(y^z)))&t)) + 5048582588594193073*((~(x&(~y|z))&~t)|(~(x^(y&z))&t)) + 15728276526004986114*(((y^~(x&(~y|z)))&~t)|((z&(x|~y))&t)) + 10097165177188386152*~(~x&(y&(z&t))) + 5048582588594193075*(((z^(~x|(~y|z)))&~t)|((y|(x&~z))&t)) + 4660230081779255146*((((x&z)^~(y&~z))&~t)|((z^~(x|y))&t)) + 1165057520444813786*(((z&(x^y))&~t)|((y|z)&t)) + 16310805286227393007*(((y^(x|(~y|z)))&~t)|(~(x&~x)&t)), x + y
1272189246462727700*((~(~x&(~y|z))&~t)|((x&~x)&t)) + 2162721718986637085*(((y^~(~x&(y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 12085797841395913129*(((y|~(x|z))&~t)|(~(y&z)&t)) + 3180473116156819244*((~(~x&(y^z))&~t)|((~x&(y&z))&t)) + 636094623231363850*((~(x|~y)&~t)|(((x^y)&(x^z))&t)) + 15902365580784096219*(((~(x|y)|(x^(y^z)))&~t)|(((x&z)^~(y&~z))&t)) + 6997040855545002337*(((y&z)&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 16411241279369187299*(((y^~(x|z))&~t)|(((x|y)&(x^(y^z)))&t)) + 8650886875946548344*(((x&y)&~t)|(~(x^(~y|z))&t)) + 11704141067457094820*((((x|~y)&~(y^z))&~t)|((z^~(x&(y|z)))&t)) + 9032543649885366652*(((x|y)&~t)|((z^~(x&(y|z)))&t)) + 8905324725239093884*((((x&y)|(y^z))&~t)|(~(~x&(y|z))&t)) + 8905324725239093884*((((x|~y)&~(x^(y^z)))&~t)|((y^(~x|(y^z)))&t)) + 16538460204015460070*(((z^~(x|y))&~t)|((~(x&~y)&~(y^z))&t)) + 6742603006252456799*(((z^(x&(~y|z)))&~t)|((y|(x&~z))&t)) + 5343194835143456330*((~(y&z)&~t)|((z&(x|y))&t)), x + y
8287667627318784059*(((z^(x&~y))&~t)|((z^(~x|(~y|z)))&t)) + 14703926435565584620*((((x^y)&~(x^z))&~t)|((~(x&y)&(x^(y^z)))&t)) + 11228452914431900984*((~(x|(~y&z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 8555011744329067417*((((x&~y)|(x^(y^z)))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 1336720585051416784*(((z^~(x&(~y|z)))&~t)|((z^~(~x&(~y|z)))&t)) + 16842679371647851475*(((z^~(x&~y))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 5079538223195383779*(((x&z)&~t)|((y^~(~x&(~y|z)))&t)) + 4010161755154250351*((((x&y)^(x^(~y|z)))&~t)|((~y|(x^z))&t)) + 13099861733503884481*((~(y|~z)&~t)|((x^(y^z))&t)) + 4544849989174817066*(((y&(x|~z))&~t)|(((x&y)|(x^(y^z)))&t)) + 14971270552575867978*(((~x|(y&z))&~t)|((x&z)&t)) + 2138752936082266854*(((y&z)&~t)|((x&(~y|z))&t)) + 534688234020566714*(((~(x|y)|~(x^(y^z)))&~t)|((z^~(x&(y|z)))&t)) + 534688234020566714*(((~(x|~y)|~(y^z))&~t)|(((x&~y)|(x^(y^z)))&t)) + 13634549967524451195*(((y^(x&(~y|z)))&~t)|((y^(x&~z))&t)) + 5881570574226233848*(((~(x|y)|(x^(y^z)))&~t)|(~(x&(y^z))&t)), x + y
9040126234798058409*(((z&~(x&~y))&~t)|(~(x|(y|z))&t)) + 7451995950306507605*((((x&z)^~(y&~z))&~t)|(~(y|z)&t)) + 13193697748083652804*(((z&(x|~y))&~t)|(~(y|z)&t)) + 5497374061701522010*(((y^(~x|(y^z)))&~t)|((z^(~x|(~y|z)))&t)) + 13193697748083652809*(((~(x|y)|~(x^(y^z)))&~t)|((~(x&y)&(x^(y^z)))&t)) + 5619537929739333603*(((x^(~y|z))&~t)|((z^(~x|(y&z)))&t)) + 16247794449028942814*(((x|(~y|z))&~t)|((x&(y^z))&t)) + 10872584255365232408*(((y^~(x|(y^z)))&~t)|((y^(~x|(y|z)))&t)) + 3787079909172159607*(((x|(y|z))&~t)|((y^(~x|(~y|z)))&t)) + 2321113492718420404*((~(~x&(y|z))&~t)|((~(x&y)&~(y^z))&t)) + 7085504346193072805*(((x&(y^z))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 3054096700945290002*((((x|~y)&~(y^z))&~t)|((y^(x|(~y&z)))&t)) + 3787079909172159602*(((~x|(~y|z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 8673634630684623610*(((z^(x&y))&~t)|(((x&z)|~(y|z))&t)) + 244327736075623199*((((x&z)^(x^(y&z)))&~t)|((y^~(x|(y&z)))&t)) + 5741701797777145207*(((y^~(x|(y&z)))&~t)|((y|(x^z))&t)), x + y
3689348814741910324*(((z^(x|(y|z)))&~t)|(~(x|(y|z))&t)) + 12297829382473034411*(((y^~(x&(y^z)))&~t)|((~x&(y^z))&t)) + 8608480567731124088*(((y^~(x|(~y&z)))&~t)|((z^(x|y))&t)) + 2459565876494606883*(((~z&(x^y))&~t)|((z^~(x&~y))&t)) + 11068046444225730967*(((y^(x|z))&~t)|(~y&t)) + 3689348814741910324*((~(x^z)&~t)|((z&(x^y))&t)) + 13527612320720337853*((~(x|(~y|z))&~t)|((y^~(~x&(~y|z)))&t)) + 3689348814741910324*(((z|(x^y))&~t)|((y^(x|(y^z)))&t)) + 6148914691236517205*(((y^(~x&(~y|z)))&~t)|((y^~(~x&(y&z)))&t)) + 7378697629483820646*((~(x&(y^z))&~t)|((y^(x|(~y&z)))&t)) + 1229782938247303441*((((y&z)|(~x&(y|z)))&~t)|((~x|(y^z))&t)) + 11068046444225730972*(((z^(x&y))&~t)|((y^~(x&(y|z)))&t)) + 12297829382473034412*((((x&z)|~(y|z))&~t)|((z^(~x&(y|z)))&t)) + 12297829382473034410*((~(x&~x)&~t)|((x|(~y&z))&t)) + 8608480567731124088*((((x^y)|(x^z))&~t)|((y^~(x|z))&t)) + 11068046444225730968*((~(x^(y^z))&~t)|((y|~(x|z))&t)), x + y
17196117356847887099*(((x&z)&~t)|(~(x|z)&t)) + 8441730338816235485*((((x&z)^(y|z))&~t)|(~z&t)) + 14382207243909141938*((~(x&(y^z))&~t)|((y^~(x&(~y&z)))&t)) + 11880953810185812905*(((x&y)&~t)|((z^(x|(y&z)))&t)) + 16258147319201638713*((~(x|(y^z))&~t)|((~y&~(x^z))&t)) + 6878446942739154841*((~(x|~y)&~t)|(~(~x|(y&z))&t)) + 7191103621954570968*(((y^~(~x&(~y&z)))&~t)|((z^~(x&~y))&t)) + 7191103621954570970*(((y^~(~x&(y^z)))&~t)|(~(x|~z)&t)) + 11880953810185812905*(((y&z)&~t)|(((x&y)^(y|z))&t)) + 16258147319201638712*((((x&z)^(y|z))&~t)|(((x&z)|~(y|z))&t)) + 312656679215416129*((~(x&z)&~t)|((z^(~x&(y|z)))&t)) + 2501253433723329035*(((x&y)&~t)|((z^~(x&(~y|z)))&t)) + 7816416980385403228*(((x^y)&~t)|((y&~(x&~z))&t)) + 15945490639986222584*(((z|~(x^y))&~t)|((~(x|y)|~(y^z))&t)) + 12506267168616645162*((~(x|(~y&z))&~t)|((z|~(x|y))&t)), x + y
7378697629483820645*(((~(x|y)|(x^(y^z)))&~t)|((x&~z)&t)) - 3*((y&~t)|((~y&(x^z))&t)) + 7378697629483820646*(((x^(y^z))&~t)|((y^~(x&(y^z)))&t)) + 11068046444225730970*(((y|~(x^z))&~t)|((~x&(~y|z))&t)) + 11068046444225730973*(((y^(~x&(y^z)))&~t)|(~(x&(y&z))&t)) + 3689348814741910325*(((y^(x|(y^z)))&~t)|((x&(y&z))&t)) + 3689348814741910329*(((z^~(x&y))&~t)|((x&(y&z))&t)) + 3689348814741910319*(((~(x|y)|~(y^z))&~t)|((x&(y&z))&t)) + 3689348814741910324*(((y^~(~x|(~y&z)))&~t)|((x^(y^z))&t)) + 11068046444225730973*(((~(x|y)|~(x^(y^z)))&~t)|((~z|~(x^y))&t)) + 7378697629483820647*(((x|~y)&~t)|((z^(~x&(~y|z)))&t)) + 3689348814741910324*(((y^(x&~z))&~t)|(((x&z)|(y&~z))&t)) + 7378697629483820644*(((y^(x&(y|z)))&~t)|((z^~(x&(~y|z)))&t)) + 14757395258967641291*((~(x|(y|z))&~t)|(~(~x&(y&z))&t)) + 3689348814741910320*(((y^(~x|(~y|z)))&~t)|((~x|(y&z))&t)) + 11068046444225730970*(((z^~(x&(~y&z)))&~t)|((z|(x&y))&t)), x + y
399014430878908771*(((~(x|~y)|(y^z))&~t)|(~(y|z)&t)) + 4481238992947744652*(((~(x|y)|(x^(y^z)))&~t)|((z^(~x|(y|z)))&t)) + 7366420262379854222*((~(y&z)&~t)|((y^~(x&(y^z)))&t)) + 11909046090847430994*((((x&y)^(x^(y&z)))&~t)|(((x|~y)&(y^z))&t)) + 17587328376431901956*(((z^(x&(y|z)))&~t)|((~(x|y)|(y^z))&t)) + 6107990134223295794*(((~(x|y)|~(y^z))&~t)|(~(y&z)&t)) + 6077296716463379733*((~(x|~y)&~t)|((y&(x^z))&t)) + 6322844058542708208*(((~x|(y|z))&~t)|(~(x&(y|z))&t)) + 9361492416774398074*(((~x|(y&z))&~t)|((x^y)&t)) + 12921928876924660948*(((y^(x|~z))&~t)|(((x|~y)&~(y^z))&t)) + 8839704314855825068*(((y^~(~x|(y^z)))&~t)|((z^~(x&(y&z)))&t)) + 3713903548949843171*((((x&~y)|(y^z))&~t)|(~(y^z)&t)) + 11111017229089613454*(((y^~(x|(y^z)))&~t)|((y&(x|z))&t)) + 8379303048457084178*(((x&(y&z))&~t)|(~(x&(~y&z))&t)) + 12707074952605248535*(((z&(x^y))&~t)|((x|y)&t)) + 16114044323955931112*(((z^(~x|(~y&z)))&~t)|((x|(~y|z))&t)), x + y
12297829382473034431*(((y^~(~x&(y|z)))&~t)|((z^(~x|(~y|z)))&t)) + 6148914691236517211*(((y^z)&~t)|((y&~z)&t)) + 12297829382473034405*((((x&~y)|(y^z))&~t)|((z^(~x|(y|z)))&t)) + 6148914691236517203*((((x&~y)|~(y^z))&~t)|(((y&z)^~(x&(y^z)))&t)) + 12297829382473034388*((~y&~t)|((y^(x|(y&z)))&t)) + 12297829382473034407*((((x^y)|~(x^z))&~t)|((~x&(y&z))&t)) + 15*((~y&~t)|((~(x|~y)|(y^z))&t)) + 12297829382473034408*((((x&y)|~(y|z))&~t)|(((x&y)|(x^(y^z)))&t)) + 12297829382473034405*(((y|(x&~z))&~t)|((x&z)&t)) + 12297829382473034425*((((x&y)|~(x^(y^z)))&~t)|((x&(y|z))&t)) + 12297829382473034417*(((z^(~x|(~y|z)))&~t)|(((y&~z)^(x|(y^z)))&t)) - 4*~(x&(~y&(z&t))) + 12297829382473034425*((((y&~z)^(x|(y^z)))&~t)|(((x&y)^(x^(y&z)))&t)) - 18*((((x&~y)|~(y^z))&~t)|(~(~x&(y^z))&t)) + 6148914691236517215*(((y^~(x&z))&~t)|(~(~x&(~y&z))&t)) + 6148914691236517193*((((x&z)^~(x^(y&z)))&~t)|((y|z)&t)), x + y
3353953467947191200*((x|~y)&~z) + 5030930201920786793*(((z^(x|(~y&z)))&~t)|((z^(x|(y|z)))&t)) + 13415813871788764824*(((y^~(~x&(~y|z)))&~t)|((z^(x|(y|z)))&t)) + 10061860403841573607*(((x|z)&~t)|((z^(x|(y|z)))&t)) + 10061860403841573600*(((y^(x&(y|z)))&~t)|((~x&(~y&z))&t)) + 10061860403841573615*(((y^~(x|~z))&~t)|((y^~(x&(~y&z)))&t)) + 5030930201920786802*((((x|~y)&~(y^z))&~t)|((~(x&y)&(x^(y^z)))&t)) + 8384883669867978003*(((y^~(x&z))&~t)|((y^~(~x&(~y&z)))&t)) + 16769767339735956025*(((y&(x^z))&~t)|((x&(y^z))&t)) + 10061860403841573613*(((y^~(~x&(y^z)))&~t)|(((x&z)^~(y&~z))&t)) + 13415813871788764816*(((z^~(x&(y&z)))&~t)|((z^(~x|(~y&z)))&t)) + 10061860403841573606*(((y^~(x&z))&~t)|((z^~(x&(y&z)))&t)) + 1676976733973595607*(((y^~(x&z))&~t)|((x^(y^z))&t)) + 3353953467947191201*(((z^(~x|(y&z)))&~t)|((x|~y)&t)) + 11738837137815169210*(((y^(x|(y&z)))&~t)|((x|(y&z))&t)) + 15092790605762360410*((((x&y)|(y^z))&~t)|(~(x&~z)&t)), x + y
376464164769582680*(((x|(y&z))&~t)|(~(x|(y|z))&t)) + 7152819130622071041*((~(x&(~y|z))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 12423317437396228646*(((y&(x^z))&~t)|(((x|y)&(y^z))&t)) + 3388177482926244184*(((y^~(~x&(y^z)))&~t)|(~(x|~y)&t)) + 18070279908939968935*(((y^~(x&~z))&~t)|((z^(x&(~y|z)))&t)) + 13552709931704976688*((((x&z)^~(x^(y&z)))&~t)|((~z|(x^y))&t)) + 12046853272626645947*(((x^y)&~t)|((z^~(~x|(~y&z)))&t)) + 9788068284009149845*(((y^~(~x&(~y&z)))&~t)|(~(~x|(y^z))&t)) + 13176245766935394000*(((y^~(x&~z))&~t)|(((x|y)&(x^(y^z)))&t)) + 8658675789700401784*((((x&~y)|(y^z))&~t)|((y^~(x&z))&t)) + 15435030755552890126*(((z^(x&~y))&~t)|(~(~x&(y|z))&t)) + 13552709931704976694*(((~y|(x^z))&~t)|((y^(~x&(y^z)))&t)) + 15811494920322472814*((~z&~t)|((z^~(x|y))&t)) + 13176245766935394007*((((x&y)^(y|~z))&~t)|(((x^y)|~(x^z))&t)) + 18070279908939968940*((z&~t)|(~(~x&(~y&z))&t)) + 3011713318156661488*((~(x^y)&~t)|(z&t)), x + y
2993974169031393192*(((y&(x|~z))&~t)|((z^(~x|(~y|z)))&t)) + 96579811904238488*(((y^(x|(~y|z)))&~t)|((~(x^y)&(x^z))&t)) + 8112704199956033169*(((y&~(x&~z))&~t)|(((x&y)^~(x^(y&z)))&t)) + 6277687773775501860*(((y&~(x&z))&~t)|((z^(x|y))&t)) + 3766612664265301118*((((x&y)^(x^(y&z)))&~t)|((x&~y)&t)) + 7340065704722125253*((((x&z)^(x^(y&z)))&~t)|((z^~(x&(~y&z)))&t)) + 7050326269009409778*((((x&z)^~(y&~z))&~t)|((y^(x|(y|z)))&t)) + 13231434230880673146*((~(~x|(y|z))&~t)|((y^(x|z))&t)) + 14004072726114581072*(((~x|(y&z))&~t)|((y^(x|z))&t)) + 5794788714254309412*(((y^~(~x&(y^z)))&~t)|(~(x|~y)&t)) + 2704234733318677725*(((z|(x^y))&~t)|((x^(y|z))&t)) + 16418568023720543321*(((z|~(x^y))&~t)|((x^y)&t)) + 8112704199956033167*((((y&~z)^(~x|(y^z)))&~t)|(((x|y)&~(x^(y^z)))&t)) + 15356190092773919929*((~z&~t)|(((x&y)^(y|z))&t)) + 6953746457105171295*(((y^(~x|(y&z)))&~t)|((z^(x&y))&t)) + 2*(((~x|(~y&z))&~t)|((~(x^y)|~(x^z))&t)), x + y
(((~z|~(x^y))&~t)|(~(x|(~y|z))&t)) - 2*(((~y|~(x^z))&~t)|(~(x|(y&z))&t)) - (((y|~(x|~z))&~t)|((~(x&~y)&(y^z))&t)) + 2*(((z&(x|y))&~t)|((z^(x|y))&t)) - 3*(((x&~y)&~t)|((y^~(~x|(~y&z)))&t)) + 2*(((z^~(x&y))&~t)|(((x&y)^(y|~z))&t)) - (((~x|(y&z))&~t)|((z^(x&(y|z)))&t)) + (((~z&~(x^y))&~t)|((~z|(x^y))&t)) + 3*((((x&~y)|(x^(y^z)))&~t)|((z&~(x&~y))&t)) - 2*(((z^(~x|(~y&z)))&~t)|((~(x|y)|~(y^z))&t)) + (((~(x|~y)|~(x^(y^z)))&~t)|(~(x&(~y&z))&t)), x + y
17644711722678701550*(((y^~(~x|(~y&z)))&~t)|(~(x|(y|z))&t)) + 1604064702061700133*~((z&~t)^y) + 16040647020617001404*((~(~x|(~y|z))&~t)|((y^~(x&~z))&t)) + 2406097053092550203*(((y^(x&z))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 4010161755154250353*(((y^(x&z))&~t)|((y^~(~x&(y|z)))&t)) + 6416258808246800570*((((x&y)|~(y^z))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 11228452914431900985*(((y|(x&z))&~t)|((z&~(x^y))&t)) + 3208129404123400282*((~(x&(~y|z))&~t)|((y^~(x&(y|z)))&t)) + 16842679371647851476*(((x&(y^z))&~t)|((~z|~(x^y))&t)) + 4812194106185100419*(((z^(x&~y))&~t)|((y&z)&t)) + 13634549967524451195*(((z^~(~x|(~y&z)))&~t)|((y^(~x&(y^z)))&t)) + 16842679371647851478*(((y^(x|z))&~t)|((~(x^y)|(x^z))&t)) + 16842679371647851474*(((y^~(x&(~y|z)))&~t)|(~(x&(~y&z))&t)) + 12832517616493601120*((~z&~t)|((z^~(x|(y&z)))&t)) + 5614226457215950494*(((y^~(x|(y^z)))&~t)|((~x|(~y|z))&t)) + 8822355861339350775*(((z^~(x|y))&~t)|((~x|(~y|z))&t)), x + y
