# 49374 + 3735936685*x
49374*(x&~y) + 18446744073709502242*~(x&y) + 3735887311*x, 49374 + 3735936685*x
16248305147429204050*(x&~y) + 18446744073709502242*~x + 16248305147429204050*(x&y) + 2198438930016234877*x, 49374 + 3735936685*x
18446744069973614931*~x + 14974038095336141511*(x^y) + 14974038095336141511*~(x^y) + 14974038091600254200, 49374 + 3735936685*x
14069696984395309031*~(x|y) + 14069696988131245716*x + 4377047089314242585*(x|~y) + 49374, 49374 + 3735936685*x
7136261614637548113*~(x|y) + 7136261618373435424*~(x|~y) + 11310482455336066818*~x + 3735887311*(x|~y), 49374 + 3735936685*x
12801469181802593709*(x&~y) + 12801469181802643083*(x&y) + 5645274895642845218*x + 18446744073709502242*~(x&~y), 49374 + 3735936685*x
12277235927483437175*~(x|~y) + 6169508146226065067*~x + 6169508149962001752*x + 12277235927483437175*(x|~y), 49374 + 3735936685*x
10848595513919465033*~y + 18446744069973614931*~x + 10848595513919465033*y + 10848595510183577722, 49374 + 3735936685*x
14894939615443273026*~(x|~y) + 3551804454530341905*~x + 3551804458266278590*(x|y) + 3551804454530391279, 49374 + 3735936685*x
18446744069973614931*~x + 4016845145520316256*(x^y) + 4016845145520316256*~(x^y) + 4016845141784428945, 49374 + 3735936685*x
14343826909345866271*~(x|y) + 3735936685*(x|~y) + 14343826913081802956*(x|y) + 14343826913081852330, 49374 + 3735936685*x
11121620039573085898*(x&~y) + 18446744073709502242*~x + 11121620039573085898*(x&y) + 7325124037872353029*x, 49374 + 3735936685*x
1573615986757163633*~x + 16873128086952338609*~(x&y) + 16873128086952338609*(x&y) + 1573615990493100318*x, 49374 + 3735936685*x
17722923337727991525*(x&~y) + 17722923333992054840*~x + 17722923337727991525*(x&y) + 17722923333992104214, 49374 + 3735936685*x
10897577360720385490*~x + 3774583356494558376*~(x&y) + 14672160720950880551*x + 3774583356494558376*~(x&~y), 49374 + 3735936685*x
5460749168054595210*~x + 5460749168054644584*(x&y) + 3735887311*x + 12985994905654907032*~(x&~y), 49374 + 3735936685*x
15828422778721858806*(x&~y) + 3735936685*x + 15828422778721858806*~(x&~y) + 15828422778721908180, 49374 + 3735936685*x
6382576696984944289*~(x|~y) + 18446744073709502242*~x + 6382576700720831600*x + 12064167376724607327*(x|y), 49374 + 3735936685*x
17488235112376750825*~(x|y) + 3735936685*x + 17488235112376750825*(x|y) + 17488235112376800199, 49374 + 3735936685*x
2960181860813861859*~x + 15486562212895640383*(x^y) + 15486562212895640383*~(x^y) + 2960181864549798544*x, 49374 + 3735936685*x
16340169757094428190*(x&~y) + 18446744073709502242*~(x&y) + 16340169757094378816*(x&y) + 2106574320351060111*x, 49374 + 3735936685*x
16925298654952482456*~(x|~y) + 16925298658688468515*x + 18446744073709502242*(x|~y) + 1521445418757019786*(x|y), 49374 + 3735936685*x
18446744069973614931*~x + 5054149521582007093*~(x&y) + 5054149521582007093*(x&y) + 5054149517846119782, 49374 + 3735936685*x
7197711506315940679*~x + 7197711506315990053*(x&y) + 3735887311*x + 11249032567393561563*~(x&~y), 49374 + 3735936685*x
5222679204290511742*~x + 5222679208026448427*x + 5222679204290561116, 49374 + 3735936685*x
18446744073709502242*~(x|y) + 4728184092267066624*~(x|~y) + 4728184096003003309*x + 13718559981442435618*(x|y), 49374 + 3735936685*x
13996099953567751473*(x&~y) + 4450644123877687454*~(x&y) + 4450644127613624139*(x&y) + 13996099949831814788*~(x&~y), 49374 + 3735936685*x
7909662436911918367*~(x|~y) + 18446744073709502242*~x + 7909662440647805678*x + 10537081636797633249*(x|y), 49374 + 3735936685*x
9060376104186674682*~x + 9060376107922611367*x + 9060376104186724056, 49374 + 3735936685*x
14712165857201239563*~(x|y) + 3734578212772325994*~(x|~y) + 3734578216508262679*(x|~y) + 14712165860937176248*(x|y), 49374 + 3735936685*x
17643198726599760713*~(x|~y) + 18446744073709502242*~x + 17643198730335648024*x + 803545347109790903*(x|y), 49374 + 3735936685*x
12660428248793605761*x + 5786315828651882540*(x|~y) + 5786315828651882540*(x|y) + 5786315828651931914, 49374 + 3735936685*x
17854979307195772934*~(x|y) + 18446744069973614931*~(x|~y) + 17854979310931709619*(x|y) + 17854979307195822308, 49374 + 3735936685*x
18047181298154633243*~x + 18047181301890569928*x + 18047181298154682617, 49374 + 3735936685*x
5937927484803306887*(x&~y) + 18446744073709502242*~(x&y) + 5937927484803257513*(x&y) + 12508816592642181414*x, 49374 + 3735936685*x
10549624944615222501*~(x|y) + 7897119125358343056*~(x|~y) + 7897119129094279741*(x|~y) + 10549624948351159186*(x|y), 49374 + 3735936685*x
11055183971026028701*~(x|~y) + 11055183974761965386*(x|~y) + 3735936685*(x|y) + 11055183974762014760, 49374 + 3735936685*x
14084118525361072022*~x + 14084118529097008707*x + 14084118525361121396, 49374 + 3735936685*x
3472255684726805659*~x + 3472255688462742344*x + 3472255684726855033, 49374 + 3735936685*x
16463749293009414229*~x + 16463749296745350914*x + 16463749293009463603, 49374 + 3735936685*x
6417936550669605319*~x + 6417936554405542004*x + 6417936550669654693, 49374 + 3735936685*x
9882119848380644461*~(x|~y) + 9882119852116581146*(x|~y) + 3735936685*(x|y) + 9882119852116630520, 49374 + 3735936685*x
14241533165061198257*(x&~y) + 18446744073709502242*~(x&y) + 14241533165061148883*(x&y) + 4205210912384290044*x, 49374 + 3735936685*x
5738484408837341495*~x + 5738484412573278180*x + 5738484408837390869, 49374 + 3735936685*x
13668153323978088556*~(x|~y) + 18446744069973614931*~x + 13668153323978088556*(x|~y) + 13668153320242201245, 49374 + 3735936685*x
5751762527434134163*~(x|y) + 18446744073709502242*~(x|~y) + 5751762531170070848*x + 12694981546275368079*(x|~y), 49374 + 3735936685*x
4247623964608631308*~(x&y) + 8495247929217311990*(x&y) + 14199120112836807619*x + 14199120109100870934*~(x&~y), 49374 + 3735936685*x
9235174812672708221*~(x&y) + 9235174816408644906*x + 9235174812672708221*~(x&~y) + 23605551635914200, 49374 + 3735936685*x
17794080834458850130*(x&~y) + 3735936685*(x&y) + 17794080830722913445*~(x&~y) + 17794080830722962819, 49374 + 3735936685*x
14957453732327740326*~x + 14957453736063677011*(x&y) + 3489290337645874605*~(x&~y) + 18446744069973664305, 49374 + 3735936685*x
18251111673220104563*(x&~y) + 195632400489397679*~x + 195632404225334364*x + 18251111673220104563*~(x&~y), 49374 + 3735936685*x
15036531906694956809*~(x&y) + 15036531910430893494*x + 15036531906694956809*~(x&~y) + 11626319739680411376, 49374 + 3735936685*x
8586735564496479429*~(x|y) + 18446744069973614931*~x + 8586735564496479429*(x|y) + 8586735560760592118, 49374 + 3735936685*x
2146802743346040232*~(x&y) + 4293605486692129838*(x&y) + 16299941334099398695*x + 16299941330363462010*~(x&~y), 49374 + 3735936685*x
6996580785608653869*~(x|y) + 6996580785608653869*~(x|~y) + 11450163284364961062*~x + 18446744069973664305, 49374 + 3735936685*x
18348582935268046076*~(x|y) + 18348582935268046076*~(x|~y) + 98161138441456166*~x + 3735887311*x, 49374 + 3735936685*x
2131237311063473723*~y + 3735936685*x + 2131237311063473723*y + 2131237311063523097, 49374 + 3735936685*x
7991804731032681868*~(x|y) + 7991804734768569179*~(x|~y) + 10454939338940933063*~x + 3735887311*(x|~y), 49374 + 3735936685*x
4235224446262497511*~(x|y) + 3735936685*x + 4235224446262497511*(x|y) + 4235224446262546885, 49374 + 3735936685*x
16108473565305809249*~(x|y) + 16108473565305809249*~(x|~y) + 16108473569041745934*x + 16108473565305858623, 49374 + 3735936685*x
14230064717092311818*~x + 2108339678308595212*~(x&y) + 16338404399136843715*x + 2108339678308595212*~(x&~y), 49374 + 3735936685*x
11295925011579080512*~x + 4145105953184595467*x + 7150819062130421730*(x|~y) + 7150819062130421730*(x|y), 49374 + 3735936685*x
12493941105426641556*~(x|y) + 12493941109162528867*~(x|~y) + 5952802964546973375*~x + 3735887311*(x|~y), 49374 + 3735936685*x
1199170405841661751*~(x|~y) + 1199170409577598436*(x|~y) + 3735936685*(x|y) + 1199170409577647810, 49374 + 3735936685*x
12907000913459724765*(x&~y) + 18446744073709502242*~x + 12907000913459724765*(x&y) + 5539743163985714162*x, 49374 + 3735936685*x
15234448546863960948*~(x|~y) + 15234448550599897633*(x|~y) + 3735936685*(x|y) + 15234448550599947007, 49374 + 3735936685*x
5079331962262497697*~(x|y) + 13367412111447004545*~x + 13367412115182941230*x + 5079331962262497697*(x|y), 49374 + 3735936685*x
5064063478031900107*(x&~y) + 5064063478031900107*(x&y) + 13382680599413588194*x + 49374, 49374 + 3735936685*x
5237460776584629261*~x + 5237460780320565946*x + 5237460776584678635, 49374 + 3735936685*x
5944415569714144563*(x&~y) + 3735936685*(x&y) + 5944415565978207878*~(x&~y) + 5944415565978257252, 49374 + 3735936685*x
12808224371868466715*~x + 12808224375604403400*x + 12808224371868516089, 49374 + 3735936685*x
18351723327108203864*~(x|y) + 18351723330844140549*x + 95020746601347752*(x|~y) + 49374, 49374 + 3735936685*x
10188702020022531692*~x + 10188702023758468377*(x&y) + 8258042049951083239*~(x&~y) + 18446744069973664305, 49374 + 3735936685*x
10223312903921532373*~x + 10223312907657469058*x + 10223312903921581747, 49374 + 3735936685*x
18446744069973614931*~x + 4167724055287158507*(x^y) + 4167724055287158507*~(x^y) + 4167724051551271196, 49374 + 3735936685*x
2119795708369449839*(x&~y) + 2119795700897625843*~x + 16326948369075989088*~(x&y) + 3735887311*~(x&~y), 49374 + 3735936685*x
7471823996*~y + 3735936685*(x^y) + 18446744066237678246*~(x&y) + 3735887311*y, 49374 + 3735936685*x
2072173306125275642*(x&~y) + 18446744069973614931*~x + 2072173306125275642*~(x&~y) + 2072173302389388331, 49374 + 3735936685*x
7671160499878828300*~(x|y) + 7671160503614814359*x + 10775583573830673942*(x|~y) + 18446744073709502242*(x|y), 49374 + 3735936685*x
10474314447764504605*~x + 10474314451500441290*x + 10474314447764553979, 49374 + 3735936685*x
12757686062705927038*~(x|y) + 12757686066441913097*x + 5689058011003575204*(x|~y) + 18446744073709502242*(x|y), 49374 + 3735936685*x
432333241999117414*~x + 432333245735054099*x + 432333241999166788, 49374 + 3735936685*x
17162790475761842939*(x&~y) + 18446744073709502242*~x + 17162790475761842939*(x&y) + 1283953601683595988*x, 49374 + 3735936685*x
10545625342059874639*~(x|~y) + 18446744069973614931*~x + 10545625342059874639*(x|~y) + 10545625338323987328, 49374 + 3735936685*x
10502559051371956204*~(x&y) + 10502559051371956204*(x&y) + 3735936685*x + 10502559051372005578, 49374 + 3735936685*x
5674689794206468013*~(x|~y) + 6386027137883548772*~x + 12060716935825953470*(x|~y) + 6386027141619485457*(x|y), 49374 + 3735936685*x
13351104799770639676*~x + 13351104803506576361*x + 13351104799770689050, 49374 + 3735936685*x
16245114826491650926*~(x|~y) + 2201629247217851316*~x + 2201629250953788001*x + 16245114826491650926*(x|~y), 49374 + 3735936685*x
15320383460551302022*(x&~y) + 10786552343433875918*~(x&y) + 10786552347169812603*x + 7660191730275626324*~(x&~y), 49374 + 3735936685*x
4127080491460521358*(x&y) + 14319663585984966943*x + 14319663582249030258*~(x&~y) + 14319663582249079632, 49374 + 3735936685*x
8408473538156312318*~(x|~y) + 10038270535553189924*~x + 10038270539289126609*x + 8408473538156312318*(x|~y), 49374 + 3735936685*x
4093041230855046946*~x + 4093041234590983631*x + 4093041230855096320, 49374 + 3735936685*x
15358833078332010050*(x&~y) + 15358833078332059424*(x&y) + 3087910999113428877*x + 18446744073709502242*~(x&~y), 49374 + 3735936685*x
18057266462904886423*~(x|~y) + 194738803534339567*~x + 18252005270175162675*(x|~y) + 194738807270276252*(x|y), 49374 + 3735936685*x
13417772302513819506*~y + 18446744069973614931*~x + 13417772302513819506*y + 13417772298777932195, 49374 + 3735936685*x
2786427760685432655*(x&~y) + 2786427756949495970*~x + 15660316313024118961*~(x&y) + 18446744069973664305, 49374 + 3735936685*x
2587962447430851803*~x + 2587962451166788488*x + 2587962447430901177, 49374 + 3735936685*x
6420348231861582861*~(x|y) + 18446744073709502242*~x + 6420348235597470172*x + 12026395841847968755*(x|~y), 49374 + 3735936685*x
7632318754231647021*~(x|y) + 5407212657870959268*~x + 5407212661606895953*(x|~y) + 13039531415838542974*(x|y), 49374 + 3735936685*x
