# 49374 + 3735936685*(x^y)
18446744066237678246*~(x|z) + 18446744069973614931*(z^~(~x&(~y&z))) + 14943697366*~(x|~y) + 18446744069973614931*~(x^(y^z)) + 18446744069973614931*~(~x|(y^z)) + 18446744069973614931*((x|~y)&(x^(y^z))) + 14943697366*(x|~y) + 18446744066237678246*(z|(x&y)), 49374 + 3735936685*(x^y)
18446744069973664305*~(x|(y&z)) + 3735887311*(y^(x|(~y|z))) + 3735936685*(y^~(~x|(~y&z))) + 18446744069973614931*(z^~(~x&(y|z))) + 18446744069973614931*(y&~(x^z)) + 3735887311*~(x&~y), 49374 + 3735936685*(x^y)
3735903769*(y^(x|z)) + 16458*~(y&z) + 3735969601*(~x&(y&z)) + 18446744073709502242*(z^~(~x&(y|z))) + 16458*(x^(y&z)) + 18446744073709535158*(z^~(x|y)) + 3735887311*(y|(x&z)) + 18446744069973631389*(y|z), 49374 + 3735936685*(x^y)
18446744069973565557*(y^~(x&(y^z))) + 3735936685*((x&y)^~(x^(~y|z))) + 3735936685*((x&z)^~(y&~z)) + 18446744073709502242*(y^(x&(y^z))), 49374 + 3735936685*(x^y)
18446744069973614931*(~(x&y)&~(y^z)) + 7471823996*(y^~(~x&(~y|z))) + 3735887311*(y^(~x&(~y|z))) + 18446744069973614931*((x&y)|~(y|~z)), 49374 + 3735936685*(x^y)
3735887311*(y^~(~x&(y^z))) + 12297829379982426412*((x|~y)&~(x^(y^z))) + 12297829383718363097*((x^y)&(x^z)) + 6148914689991188519*(z^(x&(~y|z))) + 12297829383718313723*(z^(x&(y|z))) + 6148914689991188519*(~(x^y)&~(x^z)) + 6148914689991188519*(x&y) + 6148914693727125204*((y&z)|(x&(y|z))), 49374 + 3735936685*(x^y)
7471873370*(y&~z) + 7471873370*(y^~(~x&(y&z))) + 3735936685*~(~x&(y|z)) + 3735936685*((x|y)&~(y^z)) + 3735936685*(z|~(x|~y)) + 18446744069973614931*(x|(~y|z)) + 7471922744, 49374 + 3735936685*(x^y)
18446744073709502242*(z^~(x&(~y&z))) + 49374*(y^(x|(y|z))) + 12297829383718330181*((x&z)^~(x^(y&z))) + 12297829383718280807*((x&z)^~(y&~z)) + 12297829379982344122*(y^~(x&(~y|z))) + 49374*~(x&(y^z)) + 6148914693727009998*(y^~(~x|(y&z))) + 98748*((x^y)|~(x^z)), 49374 + 3735936685*(x^y)
3735936685*~(y|z) + 18446744073709502242*((x|~y)&~(x^(y^z))) + 18446744069973614931*((y&~z)|~(~x|(~y&z))) + 18446744069973614931*((x&y)^(x^(~y|z))) + 3735887311*(~(x|~y)|(x^(y^z))) + 3735936685*(y|(x&z)), 49374 + 3735936685*(x^y)
18446744073709502242*(y^(~x|(y&z))) + 18446744073709502242*(y^(x|z)) + 18446744069973664305*(y^z) + 3735936685*~(y&z) + 18446744069973614931*(y^~(x|(~y&z))) + 3735887311*(y|(x&z)), 49374 + 3735936685*(x^y)
18446744066237579498*(~y&~(x^z)) + 3735986059*(y^~(x&~z)) + 18446744069973565557*(z^~(~x&(y&z))) + 11207908803*(~(x&y)&~(x^(y^z))) + 18446744062501692187*((y&~z)^(~x|(y^z))) + 7471873370*~(x&y) + 18446744073709502242*(z|(x&y)), 49374 + 3735936685*(x^y)
14757395258220444081*(y^(x|z)) + 14757395258220444081*~x + 11068046438995399861*(~y|(x^z)) + 7471873370*~(x&(y&z)) + 11068046442731336546*(y^~(x|(y^z))) + 14757395258220444081*(y^~(x|~z)) + 11068046446467273231*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 3735936685*(y&(x^z)) + 18446744069973565557*(y^(x|(y^z))) + 18446744069973614931*(y^~(x|(~y&z))) + 18446744073709502242*(y^~(x|(y^z))) + 18446744069973614931*(y&~(x&~z)) + 7471873370*(~x|(~y|z)), 49374 + 3735936685*(x^y)
18446744047558142943*(z^(x|(~y|z))) + 18446744062501790935*(z^~(~x&(~y&z))) + 18446744047558142943*(~(x^y)&~(x^z)) + 41095056665*(y^~(x&z)) + 18446744055029966939*((x&z)|(y&~z)) + 33623232669*y + 18446744021406734270*(z&~(x&~y)) + 22415471988*(z|~(x^y)), 49374 + 3735936685*(x^y)
18446744069973614931*(~x&(~y&z)) + 3735887311*~(~x|(y&z)) + 3735936685*((x&z)^(y|z)) + 7471823996*(~x|(y&z)) + 18446744066237678246*~(x&~y), 49374 + 3735936685*(x^y)
3735903769*(x&~z) + 18446744066237694704*~(x|y) + 3735920227*(~y&~(x^z)) + 3735903769*(~x&(y|z)) + 18446744073709535158*(y^~(x|(y^z))) + 18446744069973614931*x + 3735920227*(y^~(x&(y&z))) + 18446744073709535158*(z|~(x|y)), 49374 + 3735936685*(x^y)
18446744058765854250*~(x|(y|z)) + 7471823996*(y^~(~x&(~y&z))) + 18446744051294129002*(x&(y^z)) + 3735936685*(z^~(x&~y)) + 11207661933*((x|~y)&(y^z)) + 7471774622*((y&~z)|~(~x|(~y&z))) + 18446744062501840309*(x^(y^z)) + 3735887311*(z^~(x|(y&z))), 49374 + 3735936685*(x^y)
5242843976329172470*~z + 5242843976329172470*(y^(~x|(y&z))) + 13203900104852203142*(y^~(~x&(~y|z))) + 13203900097380379146*(z^~(~x|(~y&z))) + 3735936685*(~(x&~y)&(x^(y^z))) + 7961056121051157302*(y^(~x&(~y|z))) + 5242843972593235785*(z|(x&~y)) + 5242843976329172470*(y|z), 49374 + 3735936685*(x^y)
7471823996*(y&~(x&z)) + 18446744062501741561*((y&~z)|~(x|(~y&z))) + 3735986059*((x&y)^(y|z)) + 3735887311*~(x&y) + 7471873370*~(x^(y|z)) + 18446744066237628872*(z&(x|~y)) + 3735936685*((x&y)^(x^(~y|z))) + 18446744069973614931*(z|~(x^y)), 49374 + 3735936685*(x^y)
3735936685*~(x|z) + 18446744069973713679*~(x|(y^z)) + 18446744069973565557*(~(x&~y)&~(x^(y^z))) + 3735936685*(x^(y&z)) + 3735887311*~(x&y) + 18446744069973614931*(~y|~(x^z)) + 3735887311*(~(x&~y)&~(y^z)), 49374 + 3735936685*(x^y)
18446744069973664305*~(x|(y^z)) + 3735936685*~(x|(~y&z)) + 3735936685*(y^~(~x&(~y|z))) + 18446744073709502242*(y^(x&(~y|z))) + 49374*(z&~(x&~y)) + 18446744073709452868*((x&y)^(x^(~y|z))), 49374 + 3735936685*(x^y)
11207760681*(z^~(~x&(~y&z))) + 18446744055029917565*~(x&(y|z)) + 3735936685*(z^~(x&y)) + 18446744047558044195*(~(x&~y)&(x^(y^z))) + 18446744069973664305*(x^(y^z)) + 18446744062501741561*~(~x&(y|z)) + 14943697366*(z^~(x|(~y&z))) + 22415521362*(~(x|~y)|(x^(y^z))), 49374 + 3735936685*(x^y)
16458*(y^(~x|(y&z))) + 3735920227*(y^~(~x&(~y&z))) + 3735936685*(y&~(x&z)) + 18446744073709535158*(x^(y|z)) + 3735953143*(x^(y^z)) + 16458*(x^(~y&z)) + 18446744069973565557*(~z|~(x^y)) + 18446744073709518700*(z|(x&y)), 49374 + 3735936685*(x^y)
3735969601*~(y|~z) + 18446744069973582015*(y^(x|(y|z))) + 3735920227*~(y&z) + 7471906286*((x^y)&(x^z)) + 18446744073709535158*((x&y)^(y|~z)) + 18446744069973598473*(z^~(~x&(y|z))) + 18446744073709535158*(y|~(x|~z)) + 18446744073709518700*(z&(x|y)), 49374 + 3735936685*(x^y)
6148914693727141662*(z^~(x&y)) + 18446744069973614931*((x&y)|~(y|z)) + 6148914686255317666*((x&z)|(y&~z)) + 12297829368774698647*(z^~(x|(~y&z))) + 12297829398661945257*((x&~y)|(x^(y^z))) + 18446744062501840309*(~(x|~y)|(x^(y^z))) + 12297829391190121261*~(x&~y) + 6148914697463028973*(z^~(x|(y&z))), 49374 + 3735936685*(x^y)
18446744069973614931*(~(x&~y)&(y^z)) + 7471873370*(y^(x|(y&z))) + 18446744069973565557*((x&y)^(y|~z)) + 3735936685*((y&~z)|~(x|(~y&z))) + 18446744069973565557*((x&y)|~(y|~z)) + 18446744069973614931*(y&(x|z)) + 7471873370*(y^(~x&(y^z))), 49374 + 3735936685*(x^y)
3735887311*(z^(x|(y&z))) + 11207810055*~(y|~z) + 18679634051*(y&~(x&z)) + 18446744066237678246*~x + 22415521362*(z&(x^y)) + 18446744043822156884*((x|y)&~(x^(y^z))) + 7471823996*~(x^(y|z)) + 18446744066237678246*(z^~(x|~y)), 49374 + 3735936685*(x^y)
4574575998784237815*(z^(~x|(~y|z))) + 18446744073709502242*(~(x&~y)&(y^z)) + 18446744073709502242*(~x&(y&z)) + 13872168078661250486*(x^y) + 13872168074925313801*(z^~(x&(y&z))) + 18446744073709502242*((x&z)|~(y|z)) + 4574575998784237815*(x|y), 49374 + 3735936685*(x^y)
18446744069973614931*(z^(x|(y|z))) + 11207760681*((x|~y)&(y^z)) + 18679634051*(y^~(~x|(~y&z))) + 18446744055029917565*(x^z) + 7471823996*(x^(~y&z)) + 18446744062501790935*(z^(~x&(y|z))) + 18446744073709502242*(z^~(x|(y&z))) + 3735936685*((y&z)|(x&(y|z))), 49374 + 3735936685*(x^y)
12297829398662044005*(~(x&y)&~(x^(y^z))) + 12297829372510536584*(~y|(x^z)) + 6148914682519331607*(z^(~x|(~y&z))) + 11207760681*((x&y)|(x^(y^z))) + 12297829383718346639*~(y^z) + 12297829379982409954*(z&~(x&~y)) + 12297829383718346639*~(x&(~y&z)) + 12297829379982409954*((y&z)|(x&(y|z))), 49374 + 3735936685*(x^y)
11207760681*(z^(~x|(~y|z))) + 18446744058765854250*((x^y)&(x^z)) + 18446744058765903624*(y^~(x|(y^z))) + 3735936685*(~(x&~y)&(x^(y^z))) + 18446744069973565557*(y^(~x&(~y|z))) + 18446744069973614931*~(x^z) + 11207760681*(y|~(x|z)) + 7471823996*(x|(y&z)), 49374 + 3735936685*(x^y)
13176245764266853701*((x|~y)&~(x^(y^z))) + 13176245768002790386*(~(x&y)&(y^z)) + 15811494920856171001*~(x&z) + 3735936685*(y^(x|~z)) + 15811494920856171001*(y^(~x&(~y|z))) + 10540996611413473086*(~(x|y)|~(y^z)) + 10540996615149409771*(x|y), 49374 + 3735936685*(x^y)
49374*(x^(~y|z)) + 3735936685*((x|y)&~(x^(y^z))) + 3735936685*~(x&y) + 3735986059*~(~x|(y^z)) + 18446744073709502242*~(x&(~y&z)) + 18446744069973565557*(x|(~y|z)), 49374 + 3735936685*(x^y)
3735936685*(x&~z) + 49374*(y&(x^z)) + 18446744073709502242*(x^(~y|z)) + 3735936685*(y^(x&z)) + 7471873370*(y^(x&~z)) + 18446744066237678246*(y|(x&~z)) + 18446744073709502242*(x|y), 49374 + 3735936685*(x^y)
17280180542687922663*((y&z)^~(~x&(y^z))) + 1166563527285692268*(y^(~x|(~y|z))) + 17280180553895683344*(y^~(~x&(~y|z))) + 18446744066237678246*(z&~(x^y)) + 17280180553895683344*(y^(~x&(~y|z))) + 3735936685*(x&(~y|z)) + 1166563523549755583*~(~x&(~y&z)), 49374 + 3735936685*(x^y)
7471823996*(y^~(x&(~y&z))) + 18446744066237727620*((x|~y)&~(y^z)) + 14943647992*~(x^(y|z)) + 18446744062501790935*(y^(~x|(~y&z))) + 7471823996*((y&z)|(~x&(y|z))) + 18446744066237727620*~(x&~y) + 3735887311*~(x&(~y&z)), 49374 + 3735936685*(x^y)
14943894862*(~z&(x^y)) + 3735986059*(~x&(~y&z)) + 18446744062501593439*((y&z)^~(x&(y^z))) + 18446744069973565557*~(~x|(y&z)) + 7471972118*(y^(~x|(y|z))) + 3735986059*(z^(x|~y)) + 18446744073709502242*(y^(x|~z)) + 18446744073709502242*(y|z), 49374 + 3735936685*(x^y)
3735931199*(~(x&y)&(x^(y^z))) + 18446744069973609445*((x&z)^(x^(~y&z))) + 18446744073709535158*~x + 3735920227*(y^(x|(y^z))) + 18446744069973609445*(y^~(x&z)) + 3735909255*(z^~(x&(~y|z))) + 3735920227*((x&z)^(x^(y&z))) + 18446744069973614931*y, 49374 + 3735936685*(x^y)
3735936685*(x&(y^z)) + 6436339772712631638*~(~x|(y&z)) + 12010404300996919978*(~(x&~y)&~(x^(y^z))) + 18446744073709502242*~(x&y) + 6436339768976645579*(x&y) + 5574064528284288340*x + 3735936685*(y^(x&~z)) + 6436339772712631638*~(~x&(y^z)), 49374 + 3735936685*(x^y)
18446744066237628872*(~(x^y)&(x^z)) + 18446744073709502242*(y^(x|(~y|z))) + 7471972118*((x&z)^(y|z)) + 18446744073709502242*(x^(y&z)) + 4077491986442619310*((x&y)|(x^(y^z))) + 14369252091002918365*(x|(~y&z)) + 14369252083530896873*(y|~(x|~z)) + 4077491986442619310*(z|(x&y)), 49374 + 3735936685*(x^y)
18446744069973664305*(z^(~x|(y&z))) + 3735887311*(~(x|~y)|~(x^(y^z))) + 18446744069973614931*~(x^y) + 3735887311*(~y|~(x^z)), 49374 + 3735936685*(x^y)
18446744055029917565*(y&~z) + 11207760681*((x&y)^~(x^(y&z))) + 14943697366*(y^(x|(y|z))) + 7471823996*(y&(x^z)) + 18446744058765854250*~(x|~z) + 18446744062501741561*(z^(~x&(y|z))) + 22415570736*(y&~(x&~z)) + 18446744062501741561*(~(x|y)|~(y^z)), 49374 + 3735936685*(x^y)
18446744066237727620*(~z&~(x^y)) + 7471774622*(z^(x|(y&z))) + 18446744069973664305*(x&(y^z)) + 3735887311*~(y|~z) + 18446744066237727620*(z&~(x^y)) + 3735887311*~(x^z) + 7471774622*(y^~(x|z)) + 18446744069973664305*(~(x^y)|(x^z)), 49374 + 3735936685*(x^y)
3735887311*~(x|(~y|z)) + 18446744069973664305*(y^(x|z)) + 3735887311*((x&~y)|~(x^(y^z))) + 18446744069973614931*(y^(~x&(y|z))) + 18446744069973664305*(z^(~x&(~y|z))) + 7471823996*(z&(x|~y)) + 18446744069973614931*(y^(~x|(y^z))) + 3735887311*(~y|~(x^z)), 49374 + 3735936685*(x^y)
12170477952355790375*(y^~(~x|(~y&z))) + 12170477948619903064*~(~x|(y^z)) + 5894211827266191197*~(x^(y|z)) + 12552532246443311045*~(~x&(y|z)) + 6276266125089697926*(y|(x&~z)) + 18446744069973565557*(y|~(x|~z)) + 6276266125089648552*(z|~(x|~y)) + 12170477952355839749*(x|(y|z)), 49374 + 3735936685*(x^y)
4650909370146595430*~(x|z) + 14958562044231636701*((x&z)^~(x^(y&z))) + 3488182029477914915*(y^(x|z)) + 15539925720169857299*(y^~(~x&(y|z))) + 16121289388636253901*(y&~(x^z)) + 17865380401507218329*(y^~(x&(y|z))) + 2325454685073297715*(z^~(x|y)) + 581363672202283913*(y|z), 49374 + 3735936685*(x^y)
18446744051294277124*~(y|z) + 18679337807*(z^(~x|(~y|z))) + 18446744069973713679*(z^(x|y)) + 18446744069973664305*((y&~z)|~(x|(~y&z))) + 18446744058766051746*(y&~(x^z)) + 3735788563*(y^(~x&(y|z))) + 3735887311*x + 7471774622*(~(x|~y)|~(y^z)), 49374 + 3735936685*(x^y)
18446744069973614931*(z^(~x|(~y|z))) + 3735887311*(~(x&y)&~(x^(y^z))) + 7471823996*(y&~(x^z)) + 18446744066237678246*(y^(~x&(y|z))) + 18446744066237727620*(z^(~x&(~y|z))) + 7471823996*(x|~y), 49374 + 3735936685*(x^y)
3735887311*((x|y)&(y^z)) + 3735986059*(z^(x&(~y|z))) + 18446744073709502242*((y&~z)^(~x|(y^z))) + 3735887311*((x|y)&~(y^z)) + 18446744069973565557*(z^~(~x|(y&z))) + 49374*((y&z)|(x&(y|z))), 49374 + 3735936685*(x^y)
16885102769596470446*~(x|(y|z)) + 1561641307849017855*(x&(~y&z)) + 16885102769596470446*~(y|~z) + 16885102773332456505*(~x&(y&z)) + 1561641300377144485*(~x&(~y|z)) + 3735936685*~(x&(y|z)) + 18446744073709502242*(x^z) + 18446744073709502242*(z^~(x|(y&z))), 49374 + 3735936685*(x^y)
18446744066237727620*(y&~z) + 18446744062501741561*(~y&(x^z)) + 3735887311*((y&~z)|~(x|(~y&z))) + 3735936685*((x&~y)|~(x^(y^z))) + 18446744051293980880*~(x^(y|z)) + 14943697366*~(~x&(y|z)) + 11207760681*((x&y)|(y^z)) + 18446744069973614931*(x|y), 49374 + 3735936685*(x^y)
11208007551*~(~x|(y|z)) + 18446744069973466809*(~y&(x^z)) + 18446744073709502242*~(x|(~y&z)) + 3736035433*~(x|~z) + 18446744073709502242*(y^~(~x&(~y|z))) + 18446744069973565557*((x&z)^(x^(y&z))) + 3735936685*(y|(x&z)), 49374 + 3735936685*(x^y)
49374*(y&~z) + 18446744073709502242*(~x&(y^z)) + 7471873370*(~x&(~y|z)) + 18446744066237678246*(x^(~y|z)) + 3735887311*((x|y)&~(x^(y^z))) + 18446744069973614931*(~(x^y)&~(x^z)) + 3735887311*(z^~(x&(y&z))), 49374 + 3735936685*(x^y)
3735887311*(~(x&y)&(y^z)) + 7471873370*(~(x&y)&~(y^z)) + 3735986059*(z^(x&(~y|z))) + 18446744066237628872*((x&z)^~(y&~z)) + 18446744073709502242*((x&z)^(x^(y&z))), 49374 + 3735936685*(x^y)
7471725248*~(~x|(y|z)) + 18446744069973664305*(~x&(y^z)) + 18446744069973763053*((x^y)&(x^z)) + 3735837937*~(x|~z) + 3735887311*(y^~(~x&(y|z))) + 18446744069973614931*((x&y)|~(y^z)) + 3735887311*y, 49374 + 3735936685*(x^y)
6148914689991172061*(z^(~x|(y|z))) + 6148914686255235376*~(x|(y^z)) + 6148914697463094805*((x&y)^(y|~z)) + 12297829379982393496*(x^z) + 3735936685*(z^(x&y)) + 6148914689991172061*((x&~y)|(x^(y^z))) + 12297829383718330181*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
49374*(y&~z) + 10227759344393849296*((y&~z)^(~x|(y^z))) + 10227759344393849296*(~y|(x^z)) + 8218984733051589631*~(x&(y&z)) + 2008774615078097602*(y&(x|~z)) + 8218984729315702320*((x&z)|(y&~z)) + 3735936685*(y&z) + 8218984725579765635*(y^~(x|(y&z))), 49374 + 3735936685*(x^y)
18446744069973614931*~(x|(~y|z)) + 7471823996*(y^~(~x|(~y&z))) + 3735887311*(y^(~x|(~y&z))) + 18446744069973614931*(~(x^y)|(x^z)), 49374 + 3735936685*(x^y)
10589011443410540888*~(x|(y|z)) + 18446744069973713679*~(x|(y&z)) + 10589011454618252195*(~(x&~y)&(y^z)) + 7857732626563024669*((x&y)^~(x^(y&z))) + 7471774622*(~(x&y)&~(y^z)) + 18446744066237776994*(x^z) + 3735887311*(y^(x|(y^z))) + 18446744073709502242*(z&~(x^y)), 49374 + 3735936685*(x^y)
18446744073709502242*~(x|z) + 12297829383718363097*(z^~(~x&(y&z))) + 12297829379982377038*(~x&(~y|z)) + 6148914693727075830*(y^~(~x&(~y|z))) + 18446744069973565557*(x&y) + 12297829383718313723*(y^~(x|~z)) + 12297829383718363097*(z&~(x&~y)) + 12297829383718363097*(y|~(x^z)), 49374 + 3735936685*(x^y)
18446744069973614931*(z^(x|(y|z))) + 18446744066237678246*(x&(y^z)) + 11207760681*((x^y)&(x^z)) + 18446744069973614931*(z^(x&(~y|z))) + 18446744066237678246*(y^~(x&(~y|z))) + 11207760681*(~(x^y)|~(x^z)) + 18446744069973614931*((x&z)^~(x^(~y&z))), 49374 + 3735936685*(x^y)
6148914689991237893*(~(x&~y)&(y^z)) + 3735903769*~(~x|(y&z)) + 3735920227*~(y|~z) + 12297829383718363097*(y^(x|(~y|z))) + 12297829376246473269*(y^~(x&~z)) + 3735887311*~(x&(~y|z)) + 6148914689991172061*(x^(y^z)) + 12297829383718330181*~(x^z), 49374 + 3735936685*(x^y)
18446744069973664305*(x&~z) + 18446744069973614931*~z + 18446744073709502242*(~x&(~y&z)) + 18446744066237727620*(x&(y&z)) + 3735887311*x + 18446744069973614931*(y^~(x|z)) + 7471823996*(y|~z), 49374 + 3735936685*(x^y)
18446744069973614931*(~x&(y^z)) + 7471972118*~(x|(y^z)) + 18446744073709502242*(~x&(~y|z)) + 18446744073709502242*(y^~(~x&(y|z))) + 18446744069973614931*~(x^(y^z)) + 3735936685*(y^(x&(~y|z))) + 3735936685*((x&y)|(y^z)) + 18446744069973565557*(y^~(x|z)), 49374 + 3735936685*(x^y)
18446744066237678246*(y^~(x&~z)) + 14943697366*(y^z) + 18446744058765804876*(x^(y|z)) + 3735887311*(x&(~y|z)) + 18446744062501741561*~(x^z) + 18446744062501790935*((x&y)|~(y|~z)) + 3735887311*(y^~(x|(y&z))) + 14943746740*(~x|(~y|z)), 49374 + 3735936685*(x^y)
3735936685*(z^(x|(~y|z))) + 11207810055*(z^~(~x&(~y&z))) + 18446744051293882132*(x&(y^z)) + 18679683425*(y&~(x&z)) + 18446744062501741561*(y&(x|~z)) + 37359416224*(x&z) + 18446744062501692187*((y&~z)^(x|(y^z))) + 18446744058765755502*((x&z)^~(x^(~y&z))), 49374 + 3735936685*(x^y)
18446744066237678246*(z^(x&y)) + 18446744055029917565*(x&(~y|z)) + 7471873370*(~(x^y)|~(x^z)) + 18446744073709502242*~(~x&(y&z)) + 18446744062501741561*(~(x&~y)&~(y^z)) + 3735936685*((x&y)|~(y^z)) + 18446744069973614931*(y|(x&~z)) + 22415570736*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
12297829383718330181*~(x|(y|z)) + 18446744069973614931*(~(x^y)&(x^z)) + 12297829383718330181*(~(x&y)&(y^z)) + 12297829387454266866*(z&(x^y)) + 12297829383718330181*x + 6148914693727108746*~(x&(~y&z)) + 18446744069973614931*(z^~(x|y)), 49374 + 3735936685*(x^y)
11207760681*~(x|(~y&z)) + 18446744062501790935*(z^(x|~y)) + 3689348813247545524*(y&~(x&z)) + 3689348820719369520*(z^~(~x|(~y&z))) + 7378697630230978359*(~z|~(x^y)) + 7378697637702851729*((x&y)|~(y^z)) + 7378697622759154363*(~x|(y&z)) + 14757395256726069407*((x&y)|~(x^(y^z))), 49374 + 3735936685*(x^y)
7028575069618576916*~(y|z) + 15807762938563421858*(z^(~x|(y|z))) + 7028575073354464227*(y^~(~x|(y^z))) + 14057150139237104458*(~(x&y)&~(x^(y^z))) + 16696131270647297531*(y^(~x&(~y|z))) + 4389593938208334469*(z^~(x|(~y&z))) + 4389593934472397784*(~(x^y)|(x^z)) + 11418169004091024074*~(x&~y), 49374 + 3735936685*(x^y)
3735936685*((x|y)&(y^z)) + 18446744069973614931*(y^(x|z)) + 18446744069973614931*(x^(~y|z)) + 7471873370*(y^~(~x&(y&z))) + 18446744069973614931*(~(x|y)|~(x^(y^z))) + 18446744069973664305*(z^(~x&(~y|z))) + 18446744073709502242*((x&z)|~(y|z)) + 3735887311*(~x|(y|z)), 49374 + 3735936685*(x^y)
18446744069973614931*(~z&~(x^y)) + 18446744069973614931*~y + 18446744069973565557*((x&z)^(y|z)) + 7471873370*~(x&(y&z)) + 18446744073709502242*((x&z)|~(y|z)), 49374 + 3735936685*(x^y)
6148914689991204977*~(x&(~y|z)) + 12297829391190170635*(y^(x|(y^z))) + 12297829391190170635*(~(x&~y)&(x^(y^z))) + 6148914686255268292*(y^~(x&(y|z))) + 12297829383718346639*(y&~(x&~z)) + 6148914697463028973*(y|~(x^z)) + 18446744062501790935*(z|~(x|~y)), 49374 + 3735936685*(x^y)
3735936685*(~x|(y^z)) + 18446744069973664305*(y|~(x|z)) + 3735887311*(y|~z) + 3735936685*(y^(x&(y^z))) + 18446744069973565557*(~x|(y|z)), 49374 + 3735936685*(x^y)
18446744066237579498*(y^(~x|(y&z))) + 3735936685*~(y|~z) + 18446744073709502242*(y^(x&(y|z))) + 3735986059*~(x^(y^z)) + 18446744069973565557*~(y^z) + 7471922744*~(x&(~y&z)) + 18446744073709502242*(x|y) + 18446744069973614931*(y|z), 49374 + 3735936685*(x^y)
12297829376246456811*~(x|(y&z)) + 6148914697463045431*((x&y)^(y|~z)) + 12297829383718379555*~(x&(~y|z)) + 6148914693727108746*(~(x|~y)|~(x^(y^z))) + 12297829379982393496*(y^(x|(y^z))) + 3735887311*(y^(~x&(y|z))) + 18446744066237678246*(y^~(x|z)) + 3735936685*(z|~(x|y)), 49374 + 3735936685*(x^y)
18446744069973664305*((x&y)^~(x^(y&z))) + 3735887311*~(y&z) + 18446744073709502242*(y^~(x|(~y&z))) + 3735887311*(y&(x|~z)) + 18446744066237826368*((y&~z)|~(~x|(~y&z))) + 18446744069973664305*(z&~(x^y)) + 3735837937*((x&y)|(x^(y^z))) + 3735887311*(y^(x&~z)), 49374 + 3735936685*(x^y)
49374*(y^~(~x&(~y&z))) + 3735936685*((x|y)&(y^z)) + 7471873370*~(x&(y|z)) + 14943746740*(y^(x&(~y|z))) + 18446744066237628872*(~z|(x^y)) + 18446744062501741561*((x^y)|(x^z)) + 18446744069973614931*(z^~(x&y)) + 3735887311*(y^~(x&(y&z))), 49374 + 3735936685*(x^y)
7471873370*~(y|z) + 3735936685*((y&z)^~(x&(y^z))) + 18446744069973565557*(y^(x&z)) + 7471873370*((x|~y)&(x^(y^z))) + 18446744058765755502*(y^~(x&z)) + 3735936685*y + 18446744069973614931*((x&y)^(x^(~y|z))) + 7471873370*(z|~(x|y)), 49374 + 3735936685*(x^y)
6634161463558292784*~(x|(y|z)) + 18446744069973614931*((y&z)^~(x&(y^z))) + 6634161463558243410*(x^(y|z)) + 11812582613887195517*~(x&(y&z)) + 11812582610151258832*(~(x^y)&~(x^z)) + 3735936685*((x&z)|~(y|z)) + 6634161456086370040*~(x^(y|z)) + 3735936685*(z^~(x&(~y|z))), 49374 + 3735936685*(x^y)
18446744073709403494*~(x|(~y|z)) + 6148914693727174578*(y^(x|(y&z))) + 18446744073709502242*(z^(x|~y)) + 12297829383718313723*((x&z)^~(y&~z)) + 49374*(x^(y|z)) + 6148914689991237893*(z^~(x&y)) + 6148914689991139145*((y&~z)^(x|(y^z))) + 6148914693727125204*(y^~(~x|(y&z))), 49374 + 3735936685*(x^y)
7471873370*((x^y)&~(x^z)) + 18446744069973614931*((x|~y)&~(x^(y^z))) + 7471873370*(z&~(x&y)) + 18446744069973664305*((x&y)^(y|z)) + 18446744073709502242*~(x&(y&z)) + 3735936685*(y|~z) + 18446744069973565557*(z|~(x|~y)), 49374 + 3735936685*(x^y)
3736035433*(~(x&~y)&(y^z)) + 7472021492*(y^~(~x&(~y&z))) + 18446744062501642813*(y^(~x|(~y|z))) + 3735986059*(z^(x&y)) + 3735837937*~(x&(y&z)) + 3735936685*((x&y)|~(y|z)) + 18446744073709502242*(z^(~x&(y|z))) + 18446744069973614931*(y|~(x|z)), 49374 + 3735936685*(x^y)
3735936685*(y^~(x&(~y&z))) + 18446744069973614931*(y^~(x&(y^z))) + 3735936685*(x&(~y&z)) + 3735936685*(z^(x|(~y&z))) + 18446744069973614931*((x|y)&~(x^(y^z))) + 18446744069973614931*(y^~(x&z)) + 18446744069973664305, 49374 + 3735936685*(x^y)
18446744069973631389*(~(x&~y)&(y^z)) + 3735903769*~(~x|(y&z)) + 16458*(z^(x&(~y|z))) + 18446744069973647847*(z^~(x&(y&z))) + 18446744073709535158*(y^(~x|(y^z))) + 18446744066237711162*(~(x^y)|(x^z)) + 11207711307*~(x&(~y&z)), 49374 + 3735936685*(x^y)
18446744069973614931*(x&~y) + 11068046443478523883*(x^(~y|z)) + 14757395264197942777*(y^~(~x&(~y|z))) + 14757395256726069407*(~(x^y)&~(x^z)) + 7378697630231027733*(z^~(x&y)) + 3689348816983432835*(~y|~(x^z)) + 7378697630230978359*(y|(x&~z)) + 3689348813247545524*(z^(x&~y)), 49374 + 3735936685*(x^y)
