# 49374 + 3735936685*(x^y)
11045209123311650142*~y + 3735936685*(x^y) + 11045209123311650142*y + 11045209123311699516, 49374 + 3735936685*(x^y)
3735887311*(x&~y) + 15275929559637952644*~(x|~y) + 15275929555902015959*~(x^y) + 3170814517807486283*~(x&~y), 49374 + 3735936685*(x^y)
18446744073709502242*~(x&y) + 18446744069973565557*x + 18446744069973565557*y + 7471922744*(x|y), 49374 + 3735936685*(x^y)
4911785207232532792*(x&~y) + 18446744069973614931*(x|~y) + 4911785203496596107*~(x&~y) + 4911785199760708796, 49374 + 3735936685*(x^y)
3735936685*~y + 3735887311*~x + 7471823996*x + 18446744066237678246*(x|~y), 49374 + 3735936685*(x^y)
11583543869586177135*~x + 6863200207859261792*(x^y) + 6863200204123325107*~(x^y) + 11583543869586177135*x, 49374 + 3735936685*(x^y)
18422585381155911022*(x&~y) + 18422585381155911022*~(x|~y) + 24158696289527905*(x^y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
10498597327227155436*~(x|y) + 7948146746482346806*~(x&y) + 7948146742746410121*(x&y) + 10498597330963092121*(x|y), 49374 + 3735936685*(x^y)
911727570434026646*~(x|y) + 17535016507011412281*(x^y) + 17535016503275475596*~(x^y) + 911727570434026646*(x|y), 49374 + 3735936685*(x^y)
2786148917874238203*(x&~y) + 3735887311*(x^y) + 2786148917874188829*~(x^y) + 15660595155835313413*(x|~y), 49374 + 3735936685*(x^y)
316355475322766008*(x&~y) + 316355475322716634*~(x|~y) + 18130388602122722293*(x^y) + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
5678099974052899301*~(x|y) + 5678099977788835986*(x^y) + 12768644099656652315*~(x&y) + 49374, 49374 + 3735936685*(x^y)
7839092428774282989*(x&~y) + 10607651652407092623*~(x|~y) + 10607651648671155938*(x|~y) + 7839092425038346304*~(x&~y), 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 18274935110606364165*~(x|~y) + 18274935106870427480*(x|~y) + 18274935106870476854, 49374 + 3735936685*(x^y)
6396951596810966460*(x^y) + 6396951593075029775*~(x^y) + 6396951593075079149, 49374 + 3735936685*(x^y)
8567506122341463121*(x^y) + 8567506118605526436*~(x^y) + 8567506118605575810, 49374 + 3735936685*(x^y)
1439701617040248810*(x&~y) + 3735887311*~(x|~y) + 1439701613304312125*~(x^y) + 17007042460405190117*(x|~y), 49374 + 3735936685*(x^y)
12348545665983210371*(x&~y) + 6098198411462277930*(x^y) + 6098198407726341245*(x|~y) + 6098198407726390619, 49374 + 3735936685*(x^y)
3735887311*(x&~y) + 18446744069973614931*~y + 3735936685*~(x&y) + 18446744073709502242*~(x&~y), 49374 + 3735936685*(x^y)
18446744073709502242*~(x|y) + 1222995694478209596*(x^y) + 1222995690742272911*(x&y) + 17223748382967229331*(x|y), 49374 + 3735936685*(x^y)
9459975106874159866*~(x|~y) + 3735936685*(x^y) + 9459975106874159866*(x|~y) + 9459975106874209240, 49374 + 3735936685*(x^y)
3735887311*~(x&y) + 18446744073709502242*(x&y) + 3735936685*y + 18446744069973614931*~(x&~y), 49374 + 3735936685*(x^y)
17154620845398840592*~(x&y) + 15862497613352242257*(x&y) + 1292123228310661650*~(x^y) + 1292123232046598335*(x|y), 49374 + 3735936685*(x^y)
1794676027147880089*~(x|y) + 1794676030883816774*(x^y) + 16652068046561671527*~(x&y) + 49374, 49374 + 3735936685*(x^y)
9944926655829495455*~y + 8501817421615943472*(x^y) + 8501817417880006787*~(x^y) + 9944926655829495455*y, 49374 + 3735936685*(x^y)
3202902891377563998*(x^y) + 15243841186067874929*~(x&y) + 15243841186067874929*(x&y) + 3202902887641627313*~(x^y), 49374 + 3735936685*(x^y)
4623120465072801853*~(x|y) + 6911811806186318537*~(x&y) + 6911811802450381852*~(x^y) + 11534932271259120390*(x|y), 49374 + 3735936685*(x^y)
5334501939621720992*(x^y) + 5334501935885784307*~(x^y) + 5334501935885833681, 49374 + 3735936685*(x^y)
15768013604034980747*(x^y) + 15768013600299044062*~(x^y) + 15768013600299093436, 49374 + 3735936685*(x^y)
12413921056996211580*(x^y) + 6381098032811047548*~(x^y) + 6032823020449227347*(x|~y) + 6032823020449227347*~(x&~y), 49374 + 3735936685*(x^y)
560749214775145305*(x^y) + 560749211039208620*~(x^y) + 560749211039257994, 49374 + 3735936685*(x^y)
13786074076524315214*~y + 18446744069973614931*~(x^y) + 13786074076524315214*y + 13786074072788427903, 49374 + 3735936685*(x^y)
5927675013658988940*~(x|y) + 5927675017394925625*(x^y) + 12519069060050513302*~(x&y) + 18446744073709502242*(x&y), 49374 + 3735936685*(x^y)
16104128032453831899*~(x|y) + 3735936685*(x^y) + 16104128032453831899*(x|y) + 16104128032453881273, 49374 + 3735936685*(x^y)
6457265255877492079*(x&~y) + 6457265255877492079*~(x|~y) + 11989478821567946848*(x^y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
5256923419880211205*~(x|~y) + 3735887311*(x^y) + 5256923419880161831*~(x^y) + 13189820653829340411*~(x&~y), 49374 + 3735936685*(x^y)
15614980168989189550*~(x|y) + 18446744069973614931*~(x^y) + 15614980168989189550*(x|y) + 15614980165253302239, 49374 + 3735936685*(x^y)
8746376401690973456*~(x|~y) + 4850183839745201078*(x^y) + 13596560237700237849*(x|~y) + 4850183836009264393*~(x&~y), 49374 + 3735936685*(x^y)
2387540328956157929*(x&~y) + 2387540321484333933*~(x^y) + 16059203748489280998*(x|~y) + 3735887311*~(x&~y), 49374 + 3735936685*(x^y)
1620118817404426904*(x&~y) + 1620118813668490219*~(x^y) + 16826625256305124712*(x|~y) + 18446744069973664305, 49374 + 3735936685*(x^y)
1644426125647301851*~(x|y) + 3735887311*(x^y) + 1644426125647301851*(x&y) + 16802317948062200391*~(x^y), 49374 + 3735936685*(x^y)
1496787356857444224*(x&~y) + 16949956720588044077*(x^y) + 16949956716852107392*(x|~y) + 16949956716852156766, 49374 + 3735936685*(x^y)
2787708627417936959*(x&~y) + 15659035450027501968*(x^y) + 15659035446291565283*~(x^y) + 2787708627417936959*~(x&~y), 49374 + 3735936685*(x^y)
12094650201980888506*(x&~y) + 3735936685*(x^y) + 12094650201980888506*~(x&~y) + 12094650201980937880, 49374 + 3735936685*(x^y)
13555953871813197818*(x&~y) + 4890790209368177794*~(x|~y) + 4890790205632241109*(x|~y) + 13555953868077261133*~(x&~y), 49374 + 3735936685*(x^y)
4775693253449450190*(x&~y) + 3735887311*(x^y) + 4775693253449400816*~(x^y) + 13671050820260101426*(x|~y), 49374 + 3735936685*(x^y)
17254622736685855588*~(x|y) + 18446744069973614931*~(x^y) + 17254622736685855588*(x|y) + 17254622732949968277, 49374 + 3735936685*(x^y)
581742523271736461*(x&~y) + 3735887311*(x^y) + 581742523271687087*~(x^y) + 17865001550437815155*(x|~y), 49374 + 3735936685*(x^y)
14540652540640002050*~y + 18446744069973614931*~(x^y) + 14540652540640002050*y + 14540652536904114739, 49374 + 3735936685*(x^y)
9159110206440442421*~(x|~y) + 18446744069973614931*~(x^y) + 9159110206440442421*(x|~y) + 9159110202704555110, 49374 + 3735936685*(x^y)
16822142577031951545*(x^y) + 1624601500413487382*~(x&y) + 1624601500413487382*(x&y) + 16822142573296014860*~(x^y), 49374 + 3735936685*(x^y)
4621059059742241628*(x&~y) + 3735936685*(x^y) + 4621059059742241628*~(x&~y) + 4621059059742291002, 49374 + 3735936685*(x^y)
6371777775134331568*(x^y) + 12074966302311107359*~(x&y) + 12074966302311107359*(x&y) + 6371777771398394883*~(x^y), 49374 + 3735936685*(x^y)
13306248525919634274*~(x^y) + 5140495544053980657*(x|~y) + 5140495544053980657*~(x&~y) + 5140495540318093346, 49374 + 3735936685*(x^y)
12034149158393262990*(x^y) + 12034149154657326305*~(x^y) + 12034149154657375679, 49374 + 3735936685*(x^y)
2417505570271536077*(x&~y) + 2417505570271486703*~(x|~y) + 16029238507173952224*(x^y) + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
17406089437865721901*(x^y) + 17406089434129785216*~(x^y) + 17406089434129834590, 49374 + 3735936685*(x^y)
15025050346329639348*~(x|~y) + 3735936685*(x^y) + 15025050346329639348*(x|~y) + 15025050346329688722, 49374 + 3735936685*(x^y)
12336404658504421809*~(x|y) + 12336404662240358494*(x^y) + 6110339415205080433*~(x&y) + 18446744073709502242*(x&y), 49374 + 3735936685*(x^y)
11160493944547655703*(x&~y) + 11160493940811719018*~(x^y) + 7286250129161895913*(x|~y) + 18446744069973664305, 49374 + 3735936685*(x^y)
10929969655986698754*(x^y) + 10929969652250762069*~(x^y) + 10929969652250811443, 49374 + 3735936685*(x^y)
5588333139995706965*~y + 18446744069973614931*~(x^y) + 5588333139995706965*y + 5588333136259819654, 49374 + 3735936685*(x^y)
15112806944730940927*~(x|y) + 15112806944730940927*(x&y) + 3333937125242674004*~(x^y) + 18446744069973664305, 49374 + 3735936685*(x^y)
3735887311*(x&~y) + 1415806337354250489*~(x|~y) + 1415806333618313804*~(x^y) + 17030937740091188438*~(x&~y), 49374 + 3735936685*(x^y)
15018545582700196722*~(x|y) + 18446744069973614931*(x&y) + 15018545586436133407*(x|y) + 15018545582700246096, 49374 + 3735936685*(x^y)
14952948102443891593*~(x|~y) + 3735936685*(x^y) + 14952948102443891593*(x|~y) + 14952948102443940967, 49374 + 3735936685*(x^y)
16768569073218633005*~(x^y) + 1678174996754981926*(x|~y) + 1678174996754981926*~(x&~y) + 1678174993019094615, 49374 + 3735936685*(x^y)
827418180831703865*~y + 3735936685*(x^y) + 827418180831703865*y + 827418180831753239, 49374 + 3735936685*(x^y)
10671873847564224453*~y + 3735936685*(x^y) + 10671873847564224453*y + 10671873847564273827, 49374 + 3735936685*(x^y)
12833412020005916246*~(x|~y) + 12833412012534092250*~(x^y) + 3735887311*(x|~y) + 5613332057439522681*~(x&~y), 49374 + 3735936685*(x^y)
15116279867417197717*~y + 3330464210028241210*(x^y) + 3330464206292304525*~(x^y) + 15116279867417197717*y, 49374 + 3735936685*(x^y)
6787045174409055487*(x^y) + 6787045170673118802*~(x^y) + 6787045170673168176, 49374 + 3735936685*(x^y)
18446744069973614931*~y + 18446744069973614931*~x + 7471823996*~(x&y) + 18446744073709502242*(x&y), 49374 + 3735936685*(x^y)
4449784297742741153*(x^y) + 8899568588013658310*~(x^y) + 13996959779702697774*(x|~y) + 13996959779702697774*~(x&~y), 49374 + 3735936685*(x^y)
497238242171625886*(x&~y) + 497238242171625886*~(x|~y) + 17949505835273813041*(x^y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
8378030090935054315*~(x|~y) + 8378030087199117630*(x|~y) + 18446744069973614931*~(x&~y) + 8378030083463230319, 49374 + 3735936685*(x^y)
9689462792047470803*(x&~y) + 8757281289133904809*~(x|~y) + 8757281285397968124*(x|~y) + 9689462788311534118*~(x&~y), 49374 + 3735936685*(x^y)
18163556099676466820*(x^y) + 283187977769021481*~(x&y) + 283187977769021481*(x|y) + 283187977769070855, 49374 + 3735936685*(x^y)
11483246292556344932*~y + 6963497784889093995*(x^y) + 6963497781153157310*~(x^y) + 11483246292556344932*y, 49374 + 3735936685*(x^y)
2738163800738462712*(x&~y) + 2738163800738413338*~(x|~y) + 15708580276707025589*(x^y) + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
8619199852549914436*(x&~y) + 3735887311*(x^y) + 8619199852549865062*~(x^y) + 9827544221159637180*(x|~y), 49374 + 3735936685*(x^y)
9966738462263363737*~(x|y) + 9966738465999251048*(x^y) + 8480005611446187879*~(x&y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
15782678333115094636*~(x&y) + 15782678329379157951*~(x^y) + 15782678333115094636*(x|y) + 13118612588784750345, 49374 + 3735936685*(x^y)
18190806192840019141*~(x|~y) + 255937884605469160*(x^y) + 255937880869532475*~(x&~y) + 255937880869581849, 49374 + 3735936685*(x^y)
11398360785091322145*(x&~y) + 7048383292354116782*(x^y) + 7048383288618180097*~(x^y) + 11398360785091322145*~(x&~y), 49374 + 3735936685*(x^y)
16803846020430456772*(x^y) + 16803846016694520087*~(x^y) + 16803846016694569461, 49374 + 3735936685*(x^y)
15829939352941172668*(x&~y) + 18446744069973614931*~(x^y) + 15829939352941172668*~(x&~y) + 15829939349205285357, 49374 + 3735936685*(x^y)
9134901053555344052*~y + 18446744069973614931*~(x^y) + 9134901053555344052*y + 9134901049819456741, 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 10291872773949499906*~(x|~y) + 10291872770213563221*(x|~y) + 10291872770213612595, 49374 + 3735936685*(x^y)
5875733630991978092*(x&y) + 12571010438981636839*~(x^y) + 12571010442717573524*(x|y) + 12571010438981686213, 49374 + 3735936685*(x^y)
13705333336166927446*~(x&y) + 13705333332430990761*~(x^y) + 13705333336166927446*(x|y) + 8963922594888415965, 49374 + 3735936685*(x^y)
7790336804163340479*(x&~y) + 3735887311*~(x|~y) + 7790336800427403794*~(x^y) + 10656407273282098448*(x|~y), 49374 + 3735936685*(x^y)
5301558289703642057*~(x|y) + 5301558285967754746*(x&y) + 13145185784005860185*~(x^y) + 3735887311*(x|y), 49374 + 3735936685*(x^y)
12488269508983864347*~(x|y) + 12488269512719751658*(x^y) + 5958474564725687269*~(x&y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
17895780399506544149*(x^y) + 17895780395770607464*~(x^y) + 17895780395770656838, 49374 + 3735936685*(x^y)
17571058095312669592*~(x|y) + 17571058091576782281*(x&y) + 875685978396832650*~(x^y) + 3735887311*(x|y), 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 5997525166252367648*~(x|~y) + 5997525162516430963*(x|~y) + 5997525162516480337, 49374 + 3735936685*(x^y)
49374*~y + 3735887311*~(x&y) + 3735936685*x + 18446744069973565557*(x|~y), 49374 + 3735936685*(x^y)
8575336335726062696*(x&~y) + 4935703872727656458*(x^y) + 4935703868991719773*(x|~y) + 13511040204717782469*~(x&~y), 49374 + 3735936685*(x^y)
3735887311*(x&~y) + 11632721382454899798*~(x|~y) + 11632721378718963113*~(x^y) + 6814022694990539129*~(x&~y), 49374 + 3735936685*(x^y)
4526951519757708870*(x^y) + 13919792557687730057*~(x&y) + 13919792557687730057*(x&y) + 4526951516021772185*~(x^y), 49374 + 3735936685*(x^y)
1249267388014850778*~x + 18446744069973614931*~(x^y) + 1249267388014850778*x + 1249267384278963467, 49374 + 3735936685*(x^y)
3828020774428986174*(x&~y) + 18446744069973614931*(x|~y) + 3828020770693049489*~(x&~y) + 3828020766957162178, 49374 + 3735936685*(x^y)
18446744073709502242*~(x|y) + 14716507190543256350*(x^y) + 14716507186807319665*(x&y) + 3730236886902182577*(x|y), 49374 + 3735936685*(x^y)
7131873585657962722*(x^y) + 7131873581922075411*(x&y) + 18446744073709502242*~(x^y) + 11314870491787476205*(x|y), 49374 + 3735936685*(x^y)
3371662246623877480*(x^y) + 3371662242887940795*~(x^y) + 3371662242887990169, 49374 + 3735936685*(x^y)
18159012548919078309*~(x|y) + 18446744069973614931*~(x^y) + 18159012548919078309*(x|y) + 18159012545183190998, 49374 + 3735936685*(x^y)
14877153104783412082*(x&~y) + 3569590972662076219*(x^y) + 3569590968926139534*(x|~y) + 3569590968926188908, 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 8078239547945368346*~(x&y) + 8078239544209431661*(x&y) + 8078239544209481035, 49374 + 3735936685*(x^y)
12136320186778064399*~x + 6310423890667374528*(x^y) + 6310423886931437843*~(x^y) + 12136320186778064399*x, 49374 + 3735936685*(x^y)
3735887311*(x&~y) + 12493971333155147925*~(x|~y) + 12493971329419211240*~(x^y) + 5952772744290291002*~(x&~y), 49374 + 3735936685*(x^y)
6668927057889410236*~(x&y) + 6668927057889410236*(x&y) + 18446744069973614931*~(x^y) + 6668927054153522925, 49374 + 3735936685*(x^y)
14009607744351186197*(x^y) + 14009607740615298886*(x&y) + 18446744073709502242*~(x^y) + 4437136333094252730*(x|y), 49374 + 3735936685*(x^y)
12309433289122872445*(x^y) + 12309433285386935760*~(x^y) + 12309433285386985134, 49374 + 3735936685*(x^y)
2796586050732573976*~(x|y) + 2796586054468510661*(x^y) + 15650158022976977640*~(x&y) + 49374, 49374 + 3735936685*(x^y)
17394115532168487004*(x&~y) + 3735936685*~(x|~y) + 17394115528432550319*~(x&~y) + 17394115528432599693, 49374 + 3735936685*(x^y)
7681736989954199237*(x&~y) + 7681736989954248611*~(x|~y) + 10765007087491239690*(x^y) + 18446744073709502242*~(x&~y), 49374 + 3735936685*(x^y)
4746272844242262702*~(x&y) + 4746272840506326017*~(x^y) + 4746272844242262702*(x|y) + 9492545684748638093, 49374 + 3735936685*(x^y)
10895475284123485162*(x&~y) + 18446744069973614931*(x|~y) + 10895475280387548477*~(x&~y) + 10895475276651661166, 49374 + 3735936685*(x^y)
17662698454233672277*~(x|y) + 18446744069973614931*~(x^y) + 17662698454233672277*(x|y) + 17662698450497784966, 49374 + 3735936685*(x^y)
6196746836456375529*~(x|y) + 6196746840192361588*(x^y) + 12249997237253126713*~(x&y) + 18446744073709502242*(x|y), 49374 + 3735936685*(x^y)
13812143777325547564*~y + 4634600300119891363*(x^y) + 4634600296383954678*~(x^y) + 13812143777325547564*y, 49374 + 3735936685*(x^y)
16555555323558642285*(x^y) + 10168966413798174129*~(x&y) + 8277777659911328113*~(x^y) + 10168966413798174129*(x|y), 49374 + 3735936685*(x^y)
12637428389886931483*(x^y) + 2904657843779253722*~(x&y) + 15542086229930248520*~(x^y) + 2904657843779253722*(x|y), 49374 + 3735936685*(x^y)
8552868589449280686*(x&~y) + 3735936685*(x^y) + 8552868589449280686*~(x&~y) + 8552868589449330060, 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 7974819984225121898*~(x&y) + 7974819980489185213*(x&y) + 7974819980489234587, 49374 + 3735936685*(x^y)
10131737704760695622*(x^y) + 10131737701024758937*(x&y) + 8315006372684792679*(x|y) + 49374, 49374 + 3735936685*(x^y)
15293241690390438472*~(x|y) + 15293241694126375157*(x^y) + 3153502383319113144*~(x&y) + 49374, 49374 + 3735936685*(x^y)
17383801940698114772*~y + 1062942136747324155*(x^y) + 1062942133011387470*~(x^y) + 17383801940698114772*y, 49374 + 3735936685*(x^y)
3735887311*(x&~y) + 18446744069973614931*x + 18446744073709502242*~(x&~y) + 3735936685*(x|y), 49374 + 3735936685*(x^y)
10154017075827998073*~x + 8292727001617440854*(x^y) + 8292726997881504169*~(x^y) + 10154017075827998073*x, 49374 + 3735936685*(x^y)
13374746325694345976*(x&~y) + 18446744069973614931*~(x^y) + 13374746325694345976*~(x&~y) + 13374746321958458665, 49374 + 3735936685*(x^y)
6778040888611410203*(x^y) + 18446744073709502242*~(x&y) + 6778040884875424144*(x&y) + 11668703188834078098*(x|y), 49374 + 3735936685*(x^y)
13015105173459463859*~(x|~y) + 5431638903986024442*(x^y) + 5431638900250087757*~(x&~y) + 5431638900250137131, 49374 + 3735936685*(x^y)
6237748444397496859*~(x|y) + 3735887311*~(x&y) + 6237748448133384170*(x&y) + 12208995625576118072*~(x^y), 49374 + 3735936685*(x^y)
11571865015718263625*(x^y) + 11571865011982326940*~(x^y) + 11571865011982376314, 49374 + 3735936685*(x^y)
10186293187592553173*~(x&y) + 1925842297739667419*(x&y) + 8260450886116949069*~(x^y) + 8260450889852885754*(x|y), 49374 + 3735936685*(x^y)
9732458972410612324*(x&~y) + 3735887311*~(x|~y) + 9732458968674675639*~(x^y) + 8714285105034826603*(x|~y), 49374 + 3735936685*(x^y)
7564787278736678147*(x^y) + 7564787275000741462*(x|~y) + 7564787275000741462*~(x&~y) + 15129574550001532298, 49374 + 3735936685*(x^y)
7840593021291442214*~y + 10606151056153996713*(x^y) + 10606151052418060028*~(x^y) + 7840593021291442214*y, 49374 + 3735936685*(x^y)
16884136454861184213*(x&~y) + 18446744069973614931*~(x^y) + 16884136454861184213*~(x&~y) + 16884136451125296902, 49374 + 3735936685*(x^y)
3679966453146444864*~(x|y) + 3735887311*(x^y) + 3679966453146444864*(x&y) + 14766777620563057378*~(x^y), 49374 + 3735936685*(x^y)
18306392535525499163*(x^y) + 18306392531789562478*~(x^y) + 18306392531789611852, 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 8383093841449902957*~(x|~y) + 8383093837713966272*(x|~y) + 8383093837714015646, 49374 + 3735936685*(x^y)
3735887311*(x&~y) + 6786845729404579417*~(x|~y) + 6786845725668642732*~(x^y) + 11659898348040859510*~(x&~y), 49374 + 3735936685*(x^y)
14037878295742296326*(x&~y) + 14037878295742296326*~(x|~y) + 4408865781703191975*(x^y) + 49374, 49374 + 3735936685*(x^y)
5966943499227645698*~y + 3735936685*(x^y) + 5966943499227645698*y + 5966943499227695072, 49374 + 3735936685*(x^y)
5876295323222311071*(x^y) + 12570448754223177230*~(x&y) + 12570448754223177230*(x|y) + 12570448754223226604, 49374 + 3735936685*(x^y)
5637637427959058005*~(x|y) + 15627925361597966269*~(x&y) + 15627925357862029584*~(x^y) + 2818818715847472658*(x|y), 49374 + 3735936685*(x^y)
7882597744526984214*~(x|y) + 3735936685*~(x&y) + 7882597748262920899*(x|y) + 7882597748262970273, 49374 + 3735936685*(x^y)
10041216700663841765*~(x|y) + 10041216704399827824*(x^y) + 8405527373045660477*~(x&y) + 18446744073709502242*(x|y), 49374 + 3735936685*(x^y)
10439114130098738328*~y + 3735936685*(x^y) + 10439114130098738328*y + 10439114130098787702, 49374 + 3735936685*(x^y)
11000415434070686522*(x&~y) + 3735936685*(x^y) + 11000415434070686522*~(x&~y) + 11000415434070735896, 49374 + 3735936685*(x^y)
13134256274646636137*~x + 3735936685*(x^y) + 13134256274646636137*x + 13134256274646685511, 49374 + 3735936685*(x^y)
10902494456287169987*~(x|y) + 7544249617422381629*~(x&y) + 7544249613686444944*~(x^y) + 7544249613686494318, 49374 + 3735936685*(x^y)
12863483158496242844*~(x|y) + 3735887311*~(x&y) + 12863483162232130155*(x&y) + 5583260911477372087*~(x^y), 49374 + 3735936685*(x^y)
3882422889474029086*(x^y) + 3882422885738092401*~(x^y) + 3882422885738141775, 49374 + 3735936685*(x^y)
824595185560314691*~x + 17622148891885124236*(x^y) + 17622148888149187551*~(x^y) + 824595185560314691*x, 49374 + 3735936685*(x^y)
10292480554098576262*(x&~y) + 10292480550362639577*~(x^y) + 8154263519610975354*(x|~y) + 18446744069973664305, 49374 + 3735936685*(x^y)
2632994832879418646*(x&~y) + 2632994829143481961*~(x^y) + 15813749240830132970*(x|~y) + 18446744069973664305, 49374 + 3735936685*(x^y)
7995105601911868171*(x&y) + 10451638468061746760*~(x^y) + 10451638471797683445*(x|y) + 10451638468061796134, 49374 + 3735936685*(x^y)
540722384227995498*(x^y) + 1081444760984167000*~(x^y) + 17906021693217443429*(x|~y) + 17906021693217443429*~(x&~y), 49374 + 3735936685*(x^y)
3271826090098498025*~(x&y) + 3271826086362561340*(x&y) + 3735936685*(x|y) + 3271826090098547399, 49374 + 3735936685*(x^y)
2691530796085521718*(x&~y) + 2691530796085521718*~(x|~y) + 2691530792349585033*~(x^y) + 2691530792349634407, 49374 + 3735936685*(x^y)
7915862537416083041*(x^y) + 10530881540029405260*~(x&y) + 10530881540029405260*(x|y) + 10530881540029454634, 49374 + 3735936685*(x^y)
10468905105456832633*~y + 18446744069973614931*~(x^y) + 10468905105456832633*y + 10468905101720945322, 49374 + 3735936685*(x^y)
5078267709173903240*(x&~y) + 6684238186003736186*(x^y) + 6684238182267799501*(x|~y) + 11762505891441702741*~(x&~y), 49374 + 3735936685*(x^y)
16541988540347406885*(x^y) + 16541988536611470200*(x&y) + 1904755537098081416*(x|y) + 49374, 49374 + 3735936685*(x^y)
14566301898084432511*~y + 18446744069973614931*~(x^y) + 14566301898084432511*y + 14566301894348545200, 49374 + 3735936685*(x^y)
7810025624492494134*(x&~y) + 7810025624492494134*~(x|~y) + 10636718452952944793*(x^y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
13575975229616398950*(x^y) + 13575975225880462265*~(x^y) + 13575975225880511639, 49374 + 3735936685*(x^y)
4084964040823677421*(x^y) + 16404262055165656561*~(x&y) + 2042482018543845681*~(x^y) + 16404262055165656561*(x|y), 49374 + 3735936685*(x^y)
57983815900375706*(x&~y) + 3735936685*(x^y) + 57983815900375706*~(x&~y) + 57983815900425080, 49374 + 3735936685*(x^y)
9105574319032856642*~(x|y) + 9341169754676694974*~(x&y) + 9341169750940758289*~(x^y) + 9341169750940807663, 49374 + 3735936685*(x^y)
4297347026588972322*(x^y) + 14149397050856466605*~(x&y) + 14149397050856466605*(x&y) + 4297347022853035637*~(x^y), 49374 + 3735936685*(x^y)
