# 3735936685*~x
9925453257363832303*~(y|~z) + 7471873370*(y^(~x|(y|z))) + 18446744069973614931*~y + 4260645406304891314*(y^z) + 3735936685*(y^(x|(y^z))) + 9925453264835705673*(y^~(x|(y^z))) + 4260645406304891314*~(x^(y&z)) + 4260645402568954629*~(x^(y|z)), 3735936685*~x
18679683425*(y^(~x|(y|z))) + 18446744058765804876*(y^(~x|(~y|z))) + 7471873370*(z^~(~x&(y&z))) + 18446744069973614931*(y^(x&(y|z))) + 18446744066237678246*(y^(~x|(y^z))) + 7471873370*(x|(~y&z)), 3735936685*~x
6148914693727141662*~(x|z) + 12297829379982409954*((x^y)&~(x^z)) + 3735936685*(~x&(y&z)) + 12297829379982409954*(x&y) + 6148914693727141662*(~(x^y)|~(x^z)) + 6148914689991204977*(~(x&~y)&~(y^z)) + 12297829383718346639*((y&z)|(~x&(y|z))), 3735936685*~x
18446744069973614931*~(x|(y|z)) + 11207810055*((y&z)^~(x&(y^z))) + 18446744062501741561*(~(x&y)&~(y^z)) + 7471873370*(~(x&y)&~(x^(y^z))) + 18446744066237678246*~(~x&(y&z)) + 7471873370*((x&y)|~(y^z)), 3735936685*~x
18446744062501741561*(~z&(x^y)) + 18446744069973614931*((y&~z)^(~x|(y^z))) + 7471873370*(~x|(y^z)) + 3735936685*((x&y)|~(y|z)) + 7471873370*(z^~(x&(y|z))) + 18446744062501741561*~(x^(y|z)), 3735936685*~x
3735936685*(y^(x&(~y|z))) + 3735936685*((x^y)|(x^z)) + 3735936685*(z^(~x|(~y&z))) + 3735936685*(z&(x|~y)) + 18446744069973614931*((x&y)|(y^z)) + 3735936685*y + 18446744066237678246*(x|y), 3735936685*~x
7471873370*(y^~(x&~z)) + 7471873370*(y&~(x&z)) + 7471873370*~(x&(y|z)) + 18446744069973614931*(z^(x&(y|z))) + 3735936685*(y^(x|(y^z))) + 18446744062501741561*~(x&(y&z)), 3735936685*~x
16914483382277216337*((x^y)&(x^z)) + 3064521382864670558*~(x&z) + 16914483382277216337*~(x^(y^z)) + 16914483382277216337*(~(x|y)|(x^(y^z))) + 16914483382277216337*(y^(~x&(y|z))) + 3064521379128733873*(x&z) + 1532260691432335279*((x&y)^(x^(~y|z))) + 16914483386013153022*~(x&~z), 3735936685*~x
18446744047557994821*(~y&~(x^z)) + 18446744066237678246*(y^(x|z)) + 18446744040086121451*(z^(x&(~y|z))) + 22415620110*(~y|(x^z)) + 18446744040086121451*(x&y) + 7471873370*(y^~(x&z)) + 11207810055*~(~x&(~y|z)) + 14943746740*(z&~(x&~y)), 3735936685*~x
18446744069973614931*(y^(~x|(y|z))) + 3735936685*(y^(x|(~y|z))) + 18446744069973614931*(z^(~x|(~y&z))) + 3735936685*(y|(x&~z)) + 3735936685*(z^~(x|(y&z))) + 18446744066237678246*(x|y) + 3735936685*(~x|(y|z)), 3735936685*~x
18446744062501741561*~(y|z) + 18446744062501741561*(~y&~(x^z)) + 7471873370*((x&z)^~(y&~z)) + 3735936685*(z^~(x|(~y&z))) + 18446744069973614931*~(y^z) + 18446744047557994821*(y|~(x|~z)) + 18679683425*~(x&~y) + 7471873370*(x|y), 3735936685*~x
5785635236798751065*(x&(y^z)) + 18446744069973614931*((x&y)^~(x^(~y|z))) + 5785635229326877695*(~(x^y)&~(x^z)) + 12661108840646737236*((x&y)|~(y|~z)) + 12661108840646737236*~(y^z) + 5785635229326877695*(z^(x&~y)) + 7471873370*~(x&(y^z)), 3735936685*~x
18446744062501741561*(y^~(~x|(y^z))) + 7471873370*~(x&(~y|z)) + 11207810055*(y^(x&(~y|z))) + 18446744066237678246*(z^(x&y)) + 18446744069973614931*(z^~(x&(~y|z))) + 3735936685*(y^(~x&(y^z))), 3735936685*~x
5418187120188030621*(~x&(y^z)) + 1354546779113023484*(z^(x&(y|z))) + 15737650515483504648*(z^~(~x&(y|z))) + 5418187116452093936*~(~x|(~y&z)) + 11674010174408497511*((y&~z)|~(~x|(~y&z))) + 5418187120188030621*(y|~z) + 17092197294596528132*(~(x|~y)|(x^(y^z))) + 15737650515483504648*~(x&~y), 3735936685*~x
18446744069973614931*((x&z)^(x^(~y&z))) + 3735936685*(y^(~x|(~y|z))) + 3735936685*~(x|~z) + 18446744069973614931*(z|(x&y)) + 3735936685*(y|z), 3735936685*~x
18446744069973614931*~(x^(y^z)) + 3735936685*((y&~z)^(~x|(y^z))) + 18446744069973614931*(y^~(x|(~y&z))) + 18446744069973614931*(y&~(x&~z)) + 7471873370*(y|~(x|z)), 3735936685*~x
7471873370*~(x|~y) + 3735936685*(z^~(~x&(y|z))) + 7471873370*(z&(x|~y)) + 18446744069973614931*(z|(x&~y)) + 18446744069973614931*(y|z), 3735936685*~x
6148914686255268292*(y^(~x|(~y|z))) + 12297829387454283324*((x&z)^~(y&~z)) + 12297829387454283324*(z^(x&y)) + 6148914697463078347*(x|~z) + 12297829379982409954*~(~x&(y^z)) + 12297829379982409954*(x|y) + 6148914689991204977*(x|z), 3735936685*~x
18446744069973614931*((x^y)&(x^z)) + 3735936685*((x&y)^(y|~z)) + 3735936685*~(x|~z), 3735936685*~x
18446744066237678246*(y&(x^z)) + 11207810055*(~(x&~y)&~(x^(y^z))) + 18446744069973614931*(y^~(x|(~y&z))) + 3735936685*(y^(~x&(y|z))) + 3735936685*~(y&~z) + 18446744066237678246*(x|(~y|z)) + 3735936685*(x|(y|z)), 3735936685*~x
18446744066237678246*~(x|~z) + 3735936685*(y^(x|(~y&z))) + 18446744066237678246*(x&(~y|z)) + 3735936685*(z&~(x&~y)) + 3735936685*~(y&~z), 3735936685*~x
6148914689991204977*((x|y)&(y^z)) + 3735936685*(y&~(x&z)) + 12297829379982409954*~(~x|(~y&z)) + 12297829383718346639*(~(x|y)|(x^(y^z))) + 6148914689991204977*(x&(~y|z)) + 6148914693727141662*(y^~(x&(y&z))), 3735936685*~x
1494374674*((y&z)^~(x&(y^z))) + 4483124022*((x&y)^~(x^(y&z))) + 747187337*(z^(x&(~y|z))) + 18446744071467989605*(z^~(~x&(~y|z))) + 18446744071467989605*(y^~(x|(~y&z))) + 18446744070720802268*(~(x^y)|~(x^z)) + 2241562011*(z&~(x&~y)) + 2988749348*(y|~(x^z)), 3735936685*~x
3735936685*~(x|z) + 3735936685*(z&~(x&y)) + 3735936685*(y^~(x&(y|z))) + 18446744069973614931*(x|~y), 3735936685*~x
18446744062501741561*((x^y)&~(x^z)) + 3735936685*((x|~y)&~(x^(y^z))) + 22415620110*((x|y)&~(x^(y^z))) + 18446744058765804876*(x^(y&z)) + 3735936685*~(~x&(y&z)) + 11207810055*((x^y)|~(x^z)) + 18446744058765804876*((x&y)|~(x^(y^z))), 3735936685*~x
6148914693727141662*((x^y)&~(x^z)) + 12297829387454283324*((x|~y)&(y^z)) + 3735936685*~(x^(y&z)) + 12297829379982409954*(x&(~y|z)) + 6148914686255268292*((x&y)|(y^z)) + 12297829383718346639*(y&z) + 6148914693727141662*(y^(x&~z)), 3735936685*~x
18446744066237678246*(z^(x|(y|z))) + 11207810055*((x&y)^(y|~z)) + 18446744062501741561*(z&~(x&y)) + 7471873370*(~(x|~y)|(y^z)) + 3735936685*(x|(~y&z)) + 18446744066237678246*(y|~z) + 3735936685*(y^(~x&(y^z))), 3735936685*~x
7471873370*~(x|(y^z)) + 14943746740*~(x|~y) + 18446744062501741561*~(x^(y^z)) + 18446744069973614931*((x|~y)&~(y^z)) + 18446744062501741561*(y^~(x|(y^z))) + 3735936685*(y^~(x&(y|z))) + 18679683425*~(x^(y|z)) + 18446744066237678246*(z&(x|y)), 3735936685*~x
3735936685*(z^(x|(~y&z))) + 3735936685*(y^~(~x&(y&z))) + 7180106299102866164*((x&y)^(y|z)) + 11266637770870748767*(~x|(~y&z)) + 11266637767134812082*(y&~(x&~z)) + 7180106310310676219*((x&z)^~(x^(~y&z))) + 18446744066237678246*((x&y)|~(y^z)) + 3735936685*(y|~(x|~z)), 3735936685*~x
17587269680736775046*~(~x|(y|z)) + 859474389236839885*~(x|(~y|z)) + 859474396708713255*~(~x|(y&z)) + 17587269677000838361*((x|y)&(y^z)) + 11207810055*~(x|~y) + 18446744069973614931*(y^~(~x&(~y|z))) + 3735936685*(x|~y) + 18446744069973614931*((x&z)^(x^(y&z))), 3735936685*~x
18446744069973614931*(z^(x|(y|z))) + 3735936685*(y^(~x|(~y|z))) + 18446744069973614931*(~(x&~y)&~(x^(y^z))) + 18446744069973614931*~(~x|(y^z)) + 7471873370*(z^~(x&(y&z))) + 18446744062501741561*~(~x&(y|z)) + 7471873370*~(~x&(y^z)), 3735936685*~x
12297829383718346639*~(y|z) + 12297829383718346639*(z^~(~x&(~y|z))) + 3735936685*((x|y)&(x^(y^z))) + 18446744069973614931*((y&~z)|~(~x|(~y&z))) + 12297829379982409954*(z^~(x|~y)) + 12297829379982409954*~(~x&(y^z)) + 12297829387454283324*(~x|(y|z)), 3735936685*~x
3735936685*((x&z)^~(x^(y&z))) + 7471873370*~(x|(~y&z)) + 3735936685*(~(x|~y)|(y^z)) + 18446744066237678246*(~x|(y^z)) + 18446744069973614931*(y&~(x^z)) + 3735936685*(y^(~x&(y|z))), 3735936685*~x
6148914693727141662*(~x&(y^z)) + 6148914693727141662*(y^(~x|(y&z))) + 6148914689991204977*((x|~y)&(y^z)) + 6148914693727141662*~(x|~y) + 3735936685*(~(x|~y)|~(x^(y^z))) + 12297829379982409954*(y^(x&(~y|z))) + 6148914693727141662*(x&(~y|z)) + 12297829379982409954*(z^~(x&(~y|z))), 3735936685*~x
18446744069973614931*(y^(~x|(y|z))) + 18446744069973614931*(~(x&~y)&~(x^(y^z))) + 3735936685*(x^(~y|z)) + 3735936685*~(x&(y&z)) + 3735936685*(z^~(x|(y&z))) + 18446744069973614931*(x|y), 3735936685*~x
3735936685*(~z&(x^y)) + 3735936685*(~(x|y)|(y^z)) + 18446744069973614931*~(~x&(~y|z)) + 3735936685*(y&z), 3735936685*~x
12297829372510536584*~(y|z) + 12297829398662093379*(z^(~x|(~y|z))) + 18446744069973614931*(y&~z) + 6148914689991204977*(z^(~x|(y&z))) + 18446744066237678246*(z^~(x&y)) + 6148914697463078347*~(x^y) + 12297829379982409954*(x|(~y&z)) + 3735936685*((x&y)^(x^(y&z))), 3735936685*~x
18446744069973614931*~(y|~z) + 3735936685*(~x&(~y|z)) + 18446744069973614931*((x&y)|~(y|z)) + 3735936685*~(~x&(y&z)), 3735936685*~x
18446744051293931506*~(~x|(~y|z)) + 7471873370*(z^(x|y)) + 11207810055*(~(x&~y)&~(x^(y^z))) + 18446744069973614931*(y^~(~x&(y|z))) + 3735936685*(x&(y|z)) + 18446744069973614931*(~(x|y)|~(y^z)), 3735936685*~x
18446744066237678246*~(~x|(y&z)) + 18446744069973614931*(y^(~x|(y|z))) + 7471873370*(y^(~x|(~y|z))) + 3735936685*(y^(x&(y|z))), 3735936685*~x
18446744069973614931*((y&z)^~(~x&(y^z))) + 3735936685*((x|y)&(y^z)) + 18446744066237678246*(~x&(y&z)) + 7471873370*~(x|(y^z)) + 3735936685*(z^(x&(~y|z))), 3735936685*~x
2241562011*~(x&(y&z)) + 2988749348*(z^~(x&(y&z))) + 18446744069226427594*(x|~y) + 18446744069973614931*(y|~z) + 2988749348*(~(x|~y)|(x^(y^z))) + 18446744072962364279*(y^(x&(y^z))) + 18446744069973614931*(z|(x&y)) + 6724686033*(z|~(x^y)), 3735936685*~x
5668626140417744008*(z^(~x|(y&z))) + 2834313077680745374*(y^~(~x&(y&z))) + 5668626147889617378*(y&(x|~z)) + 2834313066472935319*(y^(~x|(y^z))) + 12778117937027744293*(z^~(x|(~y&z))) + 18446744069973614931*(x|(y^z)) + 2834313070208872004*((x|y)&~(y^z)) + 12778117929555870923*~(~x&(~y&z)), 3735936685*~x
6148914689991204977*(y&(x^z)) + 6148914693727141662*~(x&(~y|z)) + 12297829383718346639*(x^y) + 6148914689991204977*~(~x&(~y|z)) + 12297829383718346639*(~x|(y&z)), 3735936685*~x
3735936685*(x&~z) + 7471873370*(~(x&~y)&(y^z)) + 18446744069973614931*(z^~(x&(~y&z))) + 18446744066237678246*~(y|~z) + 11207810055*((y&~z)^(~x|(y^z))) + 3735936685*((x|y)&(x^(y^z))) + 3735936685*(z^~(x&y)) + 18446744066237678246*~(x&(~y&z)), 3735936685*~x
18446744069973614931*~(~x|(y|z)) + 7471873370*~(y|z) + 18446744069973614931*((x&z)|~(y|z)) + 3735936685*(z|~(x|~y)), 3735936685*~x
7471873370*~(x|z) + 18446744069973614931*(z&(x^y)) + 3735936685*(z^~(~x|(~y&z))) + 18446744069973614931*(~z|~(x^y)) + 3735936685*(z&~(x&~y)), 3735936685*~x
547361695071612728*(~(x&~y)&(y^z)) + 18349962208014434735*((y&z)^~(~x&(y^z))) + 17802600524150632062*(z^~(x&~y)) + 96781861959180196*(y^(x|(~y|z))) + 18446744069973614931*(z^(~x&(y|z))) + 18253180357263064594*(z^(x&~y)) + 17996164236861182399*(z^~(~x|(y&z))) + 644143557030792924*~(~x&(y^z)), 3735936685*~x
15432962041254393524*(~x&(~y&z)) + 15432962037518456839*(z^(~x|(y&z))) + 18446744069973614931*((x|~y)&(y^z)) + 3013782039927031462*(~x|(~y&z)) + 3013782036191094777*((y&~z)|~(~x|(~y&z))) + 18446744069973614931*(y^(x&~z)) + 15432962041254393524*(y|(x&~z)), 3735936685*~x
7471873370*(x&(~y&z)) + 18446744066237678246*(y^(x|(y&z))) + 3735936685*(y^(~x|(y|z))) + 7471873370*(y^~(~x|(~y&z))) + 3735936685*(~(x|y)|(x^(y^z))) + 18446744069973614931*~(y&~z), 3735936685*~x
12297829376246473269*((x|~y)&~(x^(y^z))) + 12297829379982409954*((x&y)^~(x^(~y|z))) + 6148914697463078347*~(x&(y&z)) + 6148914693727141662*(y^~(x|(~y&z))) + 6148914689991204977*(y^(~x&(y|z))) + 18446744069973614931*(y^~(x&(y|z))) + 12297829387454283324*(y^(~x|(~y&z))) + 12297829379982409954*z, 3735936685*~x
6148914689991204977*(z^(x|(~y|z))) + 18446744069973614931*(y&~z) + 12297829379982409954*(~(x&y)&~(y^z)) + 6148914693727141662*((y&~z)|~(x|(~y&z))) + 12297829387454283324*~(x&z) + 6148914689991204977*~(x^(y^z)) + 6148914689991204977*(y|(x^z)) + 12297829383718346639*(z^~(x|(y&z))), 3735936685*~x
18446744069973614931*((x&y)^~(x^(y&z))) + 747187337*(~y&~(x^z)) + 18446744072962364279*(z^(x&(~y|z))) + 5977498696*~(x&(~y|z)) + 1494374674*(z^~(x&(y&z))) + 18446744070720802268*(y^~(x|z)) + 2241562011*((x&y)^(x^(~y|z))) + 18446744072962364279*(x|(y&z)), 3735936685*~x
3735936685*((x&y)^~(x^(~y|z))) + 18446744069973614931*(y^~(x|(y^z))) + 3735936685*(y^~(x&(~y|z))) + 18446744069973614931*((y&~z)^(x|(y^z))) + 3735936685*(~x|(y&z)), 3735936685*~x
3735936685*(z^(x|(y|z))) + 3735936685*~(y|~z) + 18446744069973614931*~(y&z) + 7471873370*~(x|(~y&z)) + 3735936685*((x&y)|~(y|~z)) + 18446744069973614931*(y|(x&z)), 3735936685*~x
18446744069973614931*(~z&~(x^y)) + 18446744069973614931*(z^~(~x|(~y&z))) + 18446744062501741561*~(~x|(y^z)) + 18446744069973614931*(z^(~x&(y|z))) + 7471873370*~(~x&(y&z)) + 7471873370*((x|y)&~(y^z)), 3735936685*~x
3735936685*~(x|(~y|z)) + 3735936685*((y&z)^~(x&(y^z))) + 18446744066237678246*((x&y)^~(x^(~y|z))) + 3735936685*((x^y)|(x^z)) + 18446744069973614931*(y&~(x^z)) + 7471873370*((x&z)|(y&~z)) + 18446744069973614931*((x&y)|(y^z)), 3735936685*~x
7471873370*~(x|(y|z)) + 18446744069973614931*~(x^(y|z)) + 3735936685*(y|z), 3735936685*~x
3735936685*(z^(x&(y|z))) + 3735936685*(~x|(~y|z)) + 18446744069973614931*(x|z), 3735936685*~x
7471873370*(~y&(x^z)) + 3735936685*(~x&(y^z)) + 18446744055029868191*(y^(~x|(~y|z))) + 11207810055*(z^~(~x|(~y&z))) + 18446744058765804876*(x^(y^z)) + 7471873370*(y^(~x&(~y|z))) + 14943746740*(~y|~(x^z)) + 18446744066237678246*(z|~(x|~y)), 3735936685*~x
6148914689991204977*((x&y)^(y|z)) + 3735936685*(~x|(~y&z)) + 6148914689991204977*(~y|~(x^z)) + 6148914693727141662*~(x&(y^z)) + 6148914689991204977*((x&~y)|~(y^z)), 3735936685*~x
18446744066237678246*(z^(x|(~y|z))) + 11207810055*(x&(y^z)) + 18446744066237678246*~(~x|(y&z)) + 3735936685*(y^~(~x|(y^z))) + 3735936685*(y^~(x&(y|z))) + 18446744062501741561*(x&(y|z)) + 7471873370*~(~x&(y|z)), 3735936685*~x
18446744069973614931*~(~x|(~y|z)) + 18446744066237678246*(~(x^y)&(x^z)) + 18446744066237678246*(~y&~(x^z)) + 7471873370*(~(x|y)|~(x^(y^z))) + 3735936685*~(~x&(y&z)) + 18446744069973614931*((x&y)^(x^(y&z))), 3735936685*~x
18446744069973614931*~(~x|(y|z)) + 7471873370*(~z&~(x^y)) + 18446744066237678246*~(~x|(y&z)) + 18446744058765804876*(z^(~x&(~y|z))) + 11207810055*~(x^z) + 18446744066237678246*((y&z)|(~x&(y|z))) + 11207810055*(z|(x&~y)), 3735936685*~x
12439635717490321163*(x&z) + 6007108352483293768*(z^(~x&(~y|z))) + 6007108348747357083*(x|(y&z)) + 12439635724962194533*~(~x&(y^z)) + 3735936685*(z|~(x|~y)), 3735936685*~x
3735936685*~(x&(~y|z)) + 3735936685*((x|~y)&~(y^z)) + 18446744069973614931*~(x^(y|z)) + 18446744069973614931*((x|y)&~(y^z)) + 3735936685*(z&(x|y)), 3735936685*~x
18446744069973614931*(y^~(~x&(y^z))) + 3735936685*((x&~y)|(y^z)) + 18446744069973614931*(y^~(x|~z)) + 3735936685*((x&z)^~(x^(~y&z))) + 18446744069973614931*((y&z)|(x&(y|z))) + 3735936685*(~x|(y|z)), 3735936685*~x
8042692424526596729*(z^(x|y)) + 14425397859578284909*((x|y)&(y^z)) + 14425397859578284909*(z^(x&(~y|z))) + 4021346206659393337*(x^(~y|z)) + 14425397870786094964*~(x&(~y|z)) + 14425397859578284909*((x&y)|(x^(y^z))) + 4021346210395330022*(y^(x&(y^z))) + 3735936685*(z|(x&~y)), 3735936685*~x
7471873370*(~(x&y)&(x^(y^z))) + 18446744066237678246*(y^(~x|(y&z))) + 3735936685*(y^(~x|(~y|z))) + 18446744069973614931*(z^~(x|(~y&z))) + 18446744066237678246*(y^(~x&(y^z))) + 11207810055*~(x&~y) + 11207810055*((y&z)|(x&(y|z))) + 18446744062501741561*(x|y), 3735936685*~x
3735936685*~(x|y) + 13154641638171618879*~(x|~y) + 11869423256491710519*((x&z)^(y|z)) + 6577320817217841097*((x&y)|~(y|~z)) + 11869423256491710519*(y^(x&(y^z))), 3735936685*~x
6148914693727141662*~(x|(y&z)) + 4222397085109664554*((x&z)^~(y&~z)) + 12297829383718346639*(z^~(~x|(~y&z))) + 10371311775100869531*(x&y) + 12297829383718346639*(z^~(x&(y|z))) + 12297829379982409954*((x&~y)|(x^(y^z))) + 6148914693727141662*((y&z)|(~x&(y|z))) + 14224346988599887062*(~(x^y)|(x^z)), 3735936685*~x
3403242551836032396*~(y|z) + 15043501521873519220*(~z&(x^y)) + 15043501521873519220*(y^~(x&(~y&z))) + 3403242551836032396*(~(x&y)&(x^(y^z))) + 3735936685*~x, 3735936685*~x
18446744068479240257*~(~x|(~y|z)) + 18446744072215176942*(z^(x|y)) + 747187337*(y^~(~x&(~y&z))) + 2241562011*(~(x&y)&(y^z)) + 18446744069973614931*(z^(~x&(y|z))) + 18446744070720802268*((x&y)^(x^(~y|z))) + 5977498696*~(x&~y) + 747187337*(x|y), 3735936685*~x
18446744069973614931*(~z&~(x^y)) + 11092728061423693025*~(x|y) + 14708032028307653867*~(x|(y&z)) + 11092728061423693025*((x&~y)|(y^z)) + 11092728065159629710*(~(x&~y)&~(x^(y^z))) + 11092728061423693025*(x^y) + 14708032024571717182*(x^(y&z)), 3735936685*~x
18446744071467989605*(z^(x|(~y|z))) + 18446744072215176942*(y^(~x|(y&z))) + 2988749348*(~x&(~y|z)) + 747187337*(z^~(~x&(~y|z))) + 1494374674*(y^~(~x&(y&z))) + 1494374674*~(~x|(y^z)) + 18446744069226427594*((x&y)^(x^(y&z))) + 2988749348*~(~x&(~y&z)), 3735936685*~x
7471873370*(x&(~y&z)) + 3735936685*((y&z)^~(~x&(y^z))) + 18446744066237678246*~(y|~z) + 11207810055*~(x|~z) + 18446744069973614931*(x^z) + 3735936685*((x&y)|(x^(y^z))) + 18446744069973614931*(x|(y&z)), 3735936685*~x
18446744069973614931*(~(x&~y)&(y^z)) + 11207810055*(z&~(x&y)) + 6148914689991204977*(y^~(~x&(y&z))) + 12297829394926156694*((x|y)&(x^(y^z))) + 18446744062501741561*((x|~y)&(x^(y^z))) + 12297829387454283324*~(x^(y&z)) + 3735936685*(y^(~x&(y^z))) + 12297829372510536584*(y^(x&(y^z))), 3735936685*~x
18446744069973614931*(y^(x|z)) + 15811494919788767573*(y^(~x|(~y|z))) + 10540996619419072857*(y^z) + 15811494919788767573*(z^(x|(~y&z))) + 5270498300369694716*(x&(y|z)) + 10540996615683136172*((y&~z)^(x|(y^z))) + 7905747461762352129*(y|~(x|z)) + 13176245769603920215*((x&~y)|~(y^z)), 3735936685*~x
10128805888705392972*((x|y)&(y^z)) + 10128805892441329657*((x&z)^~(y&~z)) + 8317938185004158644*(y^(x&z)) + 10128805892441329657*(x&z) + 18446744066237678246*(x&(~y|z)) + 3735936685*~(x^(~y|z)) + 8317938185004158644*(y^~(x&(y&z))), 3735936685*~x
6148914689991204977*~(y|z) + 6148914693727141662*~(y&z) + 6148914689991204977*(~x&(y|z)) + 12297829383718346639*(z&~(x&y)) + 6148914689991204977*~(x^(y|z)) + 12297829379982409954*(z^~(x|~y)) + 12297829387454283324*(~x|(y&z)) + 6148914689991204977*(~(x^y)|(x^z)), 3735936685*~x
7471873370*(z^(x|(y&z))) + 18446744058765804876*~(y|~z) + 18446744062501741561*(z^(x|~y)) + 3735936685*(~z|(x^y)) + 11207810055*((y&~z)^(~x|(y^z))), 3735936685*~x
13265434627469661676*(z^(~x|(~y|z))) + 14024932528729039934*((x&~y)|(y^z)) + 18446744069973614931*(~z|(x^y)) + 9603120994956338307*(z^~(~x|(~y&z))) + 14024932539936849989*(~(x|~y)|(y^z)) + 759497912467188313*(z^~(x&y)) + 4421811541244574997*(x|~y) + 13265434619997788306*(x|(y|z)), 3735936685*~x
18446744069973614931*(~y&(x^z)) + 6148914693727141662*(x&~y) + 6148914693727141662*(z^(x&(~y|z))) + 3735936685*~(x&(~y|z)) + 6148914693727141662*(z^~(x&(y&z))) + 18446744069973614931*(x|y) + 3735936685*(z|~(x|~y)) + 12297829379982409954*(~x|(y|z)), 3735936685*~x
3735936685*(~(x&y)&~(y^z)) + 18446744069973614931*((x&~y)|~(y^z)) + 3735936685*~(x&~z), 3735936685*~x
7471873370*~(x|z) + 18446744066237678246*(y&~z) + 3735936685*(x&(y^z)) + 18446744069973614931*(z^(~x&(~y|z))) + 3735936685*(y|~(x|~z)), 3735936685*~x
18446744069973614931*~(x|z) + 3735936685*((x&y)^~(x^(y&z))) + 3735936685*(z^(~x|(y&z))) + 18446744069973614931*x + 3735936685*((x|y)&~(y^z)), 3735936685*~x
22415620110*(x&(~y&z)) + 11207810055*~(x|(y^z)) + 18446744066237678246*~(~x|(y^z)) + 26151556795*(z^~(x&(y&z))) + 22415620110*(z&~(x^y)) + 18446744055029868191*(y^~(x&(y|z))) + 18446744058765804876*~(x^z) + 18446744066237678246*(y|(x&z)), 3735936685*~x
3735936685*(~x&(~y|z)) + 3735936685*~(x&y) + 18446744069973614931*~(x&(y&z)) + 18446744069973614931*(z&~(x^y)) + 3735936685*(y^~(x|~z)), 3735936685*~x
3735936685*((y&z)^~(x&(y^z))) + 18446744069973614931*(z^(x|(y&z))) + 18446744069973614931*(~(x^y)&~(x^z)) + 3735936685*(y^~(x|(y&z))), 3735936685*~x
7471873370*(y^(~x|(y&z))) + 3735936685*(y^(~x|(y|z))) + 18446744066237678246*(y^~(x&~z)) + 3735936685*(y^(x&(y|z))), 3735936685*~x
18446744066237678246*(z^(x|(y&z))) + 18446744058765804876*(x&~y) + 7471873370*(y^(x|(y|z))) + 11207810055*~y + 7471873370*(x&(y|z)) + 18446744062501741561*(y^(~x|(y^z))) + 3735936685*~(x&(y^z)), 3735936685*~x
14943746740*~(~x|(y|z)) + 3735936685*(y&~z) + 18446744062501741561*((y&z)^~(~x&(y^z))) + 18446744066237678246*(y^(x|(y|z))) + 11207810055*(y^~(x&~z)) + 18446744069973614931*(z^(x|~y)) + 7471873370*(y^(x|~z)), 3735936685*~x
3735936685*((y&z)^~(x&(y^z))) + 1455994358781960155*(~y&~(x^z)) + 3735936685*(~x&(y|z)) + 16990749718663528146*~(x^(y^z)) + 18446744069973614931*~(x&(y&z)) + 16990749714927591461*(~y|~(x^z)) + 16990749714927591461, 3735936685*~x
3735936685*(~z&~(x^y)) + 18446744069973614931*(x|(~y&z)) + 18446744069973614931*(y^~(x|z)) + 3735936685*((x&y)^(x^(~y|z))) + 3735936685*(x|(y|z)), 3735936685*~x
12297829387454283324*(~(x&~y)&(y^z)) + 6148914693727141662*((y&z)^~(~x&(y^z))) + 12297829394926156694*(x^y) + 14943746740*(~(x^y)&~(x^z)) + 12297829376246473269*(z^~(x&y)) + 6148914697463078347*(z^(x&~y)) + 18446744066237678246*(x|y) + 18446744066237678246*~(y&~z), 3735936685*~x
3735936685*(y^~(x&(y^z))) + 18446744062501741561*~(y|~z) + 18446744066237678246*((x&~y)|~(x^(y^z))) + 11207810055*((x^y)|(x^z)) + 18446744066237678246*((x&y)|(x^(y^z))) + 7471873370*(y^(~x|(y^z))), 3735936685*~x
3735936685*~(y|z) + 3735936685*((x&y)^(y|z)) + 3735936685*(z&(x|~y)) + 18446744069973614931*(x|(y^z)) + 3735936685*(y|~z) + 18446744069973614931*((x&~y)|~(y^z)), 3735936685*~x
22415620110*(~(x&y)&(x^(y^z))) + 18446744055029868191*(z^~(~x&(~y&z))) + 18446744066237678246*(z^(~x|(y&z))) + 11207810055*((x|~y)&~(x^(y^z))) + 14943746740*(~(x&~y)&~(x^(y^z))) + 18446744069973614931*(y^(x|~z)) + 7471873370*(~(x|y)|(x^(y^z))) + 18446744066237678246*(z^~(~x|(y&z))), 3735936685*~x
7471873370*(~z&~(x^y)) + 3735936685*~(x|~z) + 18446744069973614931*(z^(x&y)) + 18446744069973614931*(y^~(x|(~y&z))) + 3735936685*(z|~(x|~y)), 3735936685*~x
14188605931794390014*~(y|z) + 15610579249727518211*~z + 11352441107812356609*((x&z)^(x^(~y&z))) + 2836164823982033405*((x&~y)|(y^z)) + 11352441111548293294*~x + 11352441107812356609*((x&y)|~(y|~z)) + 14188605931794390014*(y|~(x|z)) + 11352441107812356609*(y^~(~x|(y&z))), 3735936685*~x
18446744069973614931*~(x|z) + 18446744069973614931*((y&z)^~(~x&(y^z))) + 7471873370*~(x&(y&z)) + 3735936685*(z^(~x|(~y&z))) + 18446744069973614931*(x|(y|z)), 3735936685*~x
7471873370*(z^(x|y)) + 3735936685*(x&(y^z)) + 11207810055*((y&z)^~(~x&(y^z))) + 18446744066237678246*(z^~(~x&(y&z))) + 18446744062501741561*~(~x&(~y|z)) + 14943746740*(y&~(x&~z)) + 18446744069973614931*(z|(x&y)), 3735936685*~x
