# 49374 + 3735936685*x
5172858198*((((x&y)^(y|~z))&~t)|((~(x^y)&(x^z))&t)) + 6322365784*(((y|z)&~t)|(((x|~y)&~(x^(y^z)))&t)) + 4310715165*((((y&z)^~(x&(y^z)))&~t)|((y^(x|z))&t)) + 18446744070548344037*((~(x&~x)&~t)|((y^(~x|(~y|z)))&t)) + 18446744059915263088*(((x^(~y|z))&~t)|(((x&~y)|(y^z))&t)) + 18446744063938613700*((((x|~y)&~(y^z))&~t)|(((x^y)&(x^z))&t)) + 5172858198*((((x&~y)|~(y^z))&~t)|((y&~(x&z))&t)) + 18446744071123122517*((((x&z)^~(y&~z))&~t)|((~x|(~y&z))&t)) + 14369067008*(((x^(~y|z))&~t)|(~(~x|(y^z))&t)) + 18446744073422187063*(((x|y)&~t)|((~(x&~y)&(x^(y^z)))&t)) + 18446744066812407352*(((z^~(~x&(y&z)))&~t)|(~(x^y)&t)) + 18446744063076421293*((((x&y)^(x^(y&z)))&~t)|((x^(~y&z))&t)) + 18446744068249279491*(((~z|~(x^y))&~t)|((y^(x&~z))&t)) + 18446744058478341575*(((~(x&~y)&~(x^(y^z)))&~t)|((y^(x&(y^z)))&t)) + 6322365784*((((y&z)^~(~x&(y^z)))&~t)|((~x|(~y|z))&t)) + 21553575825*((((x&y)|~(y^z))&~t)|((x|(y|z))&t)), 49374 + 3735936685*x
12297829383718412471*(((~z|(x^y))&~t)|(~(x|(y&z))&t)) + 8608480568976393525*((((x^y)|~(x^z))&~t)|((~y&~(x^z))&t)) + 15987178194724297236*(((y^~(~x|(y^z)))&~t)|((z^~(x&~y))&t)) + 2459565875249367069*(((z&~(x^y))&~t)|((y^(x|(y|z)))&t)) + 11068046444225661846*((((x&z)^~(y&~z))&~t)|((y^(x|z))&t)) + 7378697629483791022*((((x&~y)|(x^(y^z)))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 12297829383718363097*(((~(x&y)&(x^(y^z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 13527612323210965600*(((x&~y)&~t)|((x|(~y&z))&t)) + 6148914693727125204*((~(~x|(~y&z))&~t)|(~(~x&(y&z))&t)) + 7378697629483840396*((~(x^(~y&z))&~t)|(~(y^z)&t)) + 12297829379982327664*(((~(x|y)|(y^z))&~t)|((z^(x&~y))&t)) + 12297829383718363097*(((y^~(~x&(y&z)))&~t)|((y|~(x|~z))&t)) + 15987178198460283295*((((x&y)|(x^(y^z)))&~t)|((z&(x|y))&t)) + 9838263504733158091*(((~(x&y)&~(y^z))&~t)|((x|(y&z))&t)) + 11068046447961647905*(((y&(x|z))&~t)|((x|(y&z))&t)) + 3689348811005934139*((((x|y)&~(y^z))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*x
15372286726845989014*(((y^(x|(y^z)))&~t)|(~(x|(y|z))&t)) + 11068046444972898557*((~(x^(y&z))&~t)|(~(x|z)&t)) + 15372286723110052329*(((x&~x)&~t)|((x^(~y|z))&t)) + 15987178196218671910*(((~x|(~y&z))&~t)|(((x&z)^(y|z))&t)) + 4919131754981710038*((~(x|~z)&~t)|(~(x&(y&z))&t)) + 11682937910609694142*(((z&~(x&~y))&~t)|((z^(~x|(~y&z)))&t)) + 17216961138700073135*(((y^(x&(~y|z)))&~t)|((y^~(x|~z))&t)) + 12912720849355109308*((~(x|(y^z))&~t)|(((y&~z)^(x|(y^z)))&t)) + 17831852608072756031*((~y&~t)|((z^~(x|(~y&z)))&t)) + 13527612318727841578*((((x^y)|~(x^z))&~t)|(((x&y)|(y^z))&t)) + 12912720853091045993*(((y|(x&~z))&~t)|((z^(x&~y))&t)) + 17831852600600932035*((~(x&y)&~t)|((y^~(~x|(y&z)))&t)) + 9223372040590687806*((((x&~y)|~(y^z))&~t)|((x|(y&z))&t)) + 15372286730581925699*(((z|~(x|~y))&~t)|(~(~x&(y^z))&t)) + 12297829383718363097*(((~x&(~y|z))&~t)|(~(~x&(~y&z))&t)) + 6763806159363871415*((((x^y)|(x^z))&~t)|(~(~x&(~y&z))&t)), 49374 + 3735936685*x
10469773686781166031*(((y^~(~x&(y&z)))&~t)|(~(x|(~y|z))&t)) + 10469773656893623177*(((x&~y)&~t)|((z^(x&(~y|z)))&t)) + 15455380181880351621*((((x&y)^~(x^(~y|z)))&~t)|((y^(x|~z))&t)) + 11965455578524511287*(((~x&(y|z))&~t)|((y^(x&(y|z)))&t)) + 1495681944046606968*(((y^(~x|(y&z)))&~t)|((y^(x|(~y&z)))&t)) + 18679782173*(((y^(x|(~y&z)))&~t)|((~(x|~y)|(y^z))&t)) + 14458258874641453796*(((~x&(~y&z))&~t)|((y&~(x^z))&t)) + 13959698226625934598*((((x&y)^(y|z))&~t)|((y&~(x^z))&t)) + 15953940807480250709*((~(~x&(y&z))&~t)|(~(x^(y&z))&t)) + 12962576900707205226*((~(x^(~y|z))&~t)|(((x&y)|(x^(y^z)))&t)) + 498560648015519198*((~(y&z)&~t)|((y^(~x|(~y&z)))&t)) + 7976970398136195640*((((x&~y)|~(x^(y^z)))&~t)|((y&~(x&~z))&t)) + 498560662959315312*(((y^~(x&(~y|z)))&~t)|((y^~(x|z))&t)) + 11965455608412152889*(((z&(x|~y))&~t)|(~(~x&(y^z))&t)) + 2991363932924602278*(((y&(x|~z))&~t)|((z|(x^y))&t)) + 10968334312381015745*(((z|(x&y))&~t)|((z|~(x^y))&t)), 49374 + 3735936685*x
17732405467170786373*(((y^~(x&(y|z)))&~t)|((x&~z)&t)) + 12774055121410889717*((~(x^(y|z))&~t)|(((x^y)&(x^z))&t)) + 4075932056985424773*(((~(x|~y)|(y^z))&~t)|((z^~(~x&(y&z)))&t)) + 11135278314878431865*((~(y|z)&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 14118692500842366192*(((~z&(x^y))&~t)|((y^~(x|(~y&z)))&t)) + 18320684317636614946*(((~z&~(x^y))&~t)|(((x|~y)&(x^(y^z)))&t)) + 3025434108390767612*((~(x|(y&z))&~t)|((z^(~x&(~y|z)))&t)) + 14791011196161960083*(((~z|(x^y))&~t)|(~(x^(y|z))&t)) + 14622931521398077439*(((z|(x&~y))&~t)|((x|(y^z))&t)) + 1554736972886354467*((~(~x|(y&z))&~t)|(~(y^z)&t)) + 9916700687783955375*(((z&(x|y))&~t)|(((x&z)^~(x^(~y&z)))&t)) + 17858465215771849673*(((z&(x|~y))&~t)|(((x&y)^(x^(~y|z)))&t)) + 4706230841085946060*((((x&y)|(y^z))&~t)|((z^(x&~y))&t)) + 14622931517662140754*((~(x&~z)&~t)|((z&(x|y))&t)) + 15757469314846598666*(((z&~(x&y))&~t)|((y|~(x^z))&t)) + 18278664398945668972*(((y^~(x&(y^z)))&~t)|((z|~(x|~y))&t)), 49374 + 3735936685*x
442721871068933423*~((y|z)|t) + 2213609288097954907*(((z^(~x&(~y|z)))&~t)|((z^(~x|(~y|z)))&t)) + 6050532053636308229*((((x&y)^~(x^(~y|z)))&~t)|(~(~x|(~y|z))&t)) + 295147897856929563*(((z^(~x|(~y|z)))&~t)|((x&~z)&t)) + 11953490167683944015*((~(x|(~y|z))&~t)|((~x&(~y&z))&t)) + 12691359921666109635*(((y|(x^z))&~t)|((x&(~y&z))&t)) + 8854437159863692998*((((x&y)|~(y|~z))&~t)|((z^~(x&(~y&z)))&t)) + 4869940424849272501*((~y&~t)|(~(x|~y)&t)) + 8411715288794759575*(((y&(x|~z))&~t)|((~x&(~y|z))&t)) + 12101064118480377139*((~(~x&(y&z))&~t)|(((x&z)^(y|z))&t)) + 13429229690591972621*((((x&y)^(y|z))&~t)|((y^~(~x&(~y|z)))&t)) + 16971004547065586325*(((~(x&~y)&~(x^(y^z)))&~t)|(~(x^(y|z))&t)) + 3394200905677180580*(((z^(x&~y))&~t)|((x|~y)&t)) + 7821419489344963764*(((x^y)&~t)|(((x&z)^~(x^(~y&z)))&t)) + 7673845542284467325*((~(~x|(~y&z))&~t)|(((x&y)|~(y^z))&t)) + 1033017666782792549*(((y&~(x&z))&~t)|((~(x|~y)|(x^(y^z)))&t)), 49374 + 3735936685*x
5399047044050234229*(((z|~(x|~y))&~t)|((~z&(x^y))&t)) + 5668999397186727643*(((z^~(~x|(y&z)))&~t)|((z^(~x|(~y|z)))&t)) + 5848967633856368814*((((y&z)^~(~x&(y^z)))&~t)|((z^(x|(y|z)))&t)) + 17816855247233775860*((((x|y)&~(y^z))&~t)|((~y&(x^z))&t)) + 4679174116051352970*(((y|(x&~z))&~t)|((y^(x|z))&t)) + 1439745882149319313*((((x&z)^~(x^(~y&z)))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 5938951746587284372*((((x|y)&(x^(y^z)))&~t)|((~x&(~y|z))&t)) + 9538316442620790316*(((x^(y&z))&~t)|(~x&t)) + 8098570567943344373*(((~(x|~y)|~(y^z))&~t)|(~(x^(y&z))&t)) + 14667411144742341186*(((y^(x|(y^z)))&~t)|((z^(~x&(y|z)))&t)) + 4859142337777247401*(((~(x|y)|(y^z))&~t)|(~(~x&(y|z))&t)) + 1439745874677445943*((~(x|(y|z))&~t)|((z^~(x|~y))&t)) + 6298888223662503399*(((y|~(x|~z))&~t)|((x|(~y&z))&t)) + 15027347621817560213*(((y^~(~x&(~y&z)))&~t)|(((x&y)^(x^(~y|z)))&t)) + 179968229197767801*((((x&y)^(y|~z))&~t)|(z&t)) + 4769158225046331843*((~(~x|(y|z))&~t)|(~(y&~z)&t)), 49374 + 3735936685*x
1814433862301534164*(((z^~(x|y))&~t)|((y^(~x|(y&z)))&t)) + 1512028206131547123*(((x|~z)&~t)|(((x&y)^~(x^(~y|z)))&t)) + 13003442524164167852*(((x|~z)&~t)|((y^~(x&~z))&t)) + 5443301515922052347*(((z|(x^y))&~t)|((z^(x|(~y&z)))&t)) + 14515470756447173022*((~(~x&(~y|z))&~t)|((x^(y|z))&t)) + 8467357935656970589*(((x|z)&~t)|((y^~(~x&(~y|z)))&t)) + 14817876401409399382*((~(x&z)&~t)|((~z|(x^y))&t)) + 3326462049753447236*(((y^~(x|(y^z)))&~t)|(((x|~y)&(x^(y^z)))&t)) + 7257735381959523196*((~(x^z)&~t)|(((x&z)|~(y|z))&t)) + 6048112805846505067*((~(x&~z)&~t)|(((x&z)|(y&~z))&t)) + 18144338425011388571*((~(x^(y|z))&~t)|((~y|~(x^z))&t)) + 8467357950600667955*(((z&~(x^y))&~t)|(((x&y)|~(y|~z))&t)) + 11793819985410417825*(((y^(x|(~y|z)))&~t)|((y&z)&t)) + 4233678958488668269*(((z|(x&~y))&~t)|((y|~z)&t)) + 14943697366*(((y^(x|(~y&z)))&~t)|(((x^y)|~(x^z))&t)) + 14515470726559778290*((~x&~t)|((~x|(~y|z))&t)), 49374 + 3735936685*x
8049488315057935250*~(x|(y|(z|t))) + 9391069707127518516*((((y&z)^~(~x&(y^z)))&~t)|((~z&(x^y))&t)) + 8049488318793921309*(((x^(~y|z))&~t)|((~z&(x^y))&t)) + 10061860403162285462*(((y&(x|~z))&~t)|((y^(x|(y&z)))&t)) + 14086604568163175831*(((x|y)&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 8384883663075343410*(((z|~(x|y))&~t)|((x^(~y|z))&t)) + 15428185952760836353*(((x|(y|z))&~t)|((x^z)&t)) + 9726465062616800046*(((~x|(~y|z))&~t)|((y^~(~x&(y|z)))&t)) + 4695534849827847260*((((y&z)|(~x&(y|z)))&~t)|((~z|(x^y))&t)) + 2347767421177962258*(((x^(y|z))&~t)|((z^(~x|(~y&z)))&t)) + 17775953381410721355*(((y^(~x|(~y&z)))&~t)|((y^~(x&(~y|z)))&t)) + 5366325545862614206*(((y^~(~x&(y^z)))&~t)|((y^~(x&(y|z)))&t)) + 335395344281422101*(((~x&(~y&z))&~t)|((y^(~x|(~y&z)))&t)) + 8049488333737668049*((~(x&~z)&~t)|(~(~x&(y&z))&t)) + 17440558040865186565*(((z^~(~x&(y|z)))&~t)|((y|~z)&t)) + 4024744157528967625*(((y^(x&(y^z)))&~t)|(((x^y)|~(x^z))&t)), 49374 + 3735936685*x
15191436322806856844*(((z^(x&~y))&~t)|((z^(~x|(~y|z)))&t)) + 17361641458942629523*(((y^(x|(y&z)))&~t)|((z^(x|(~y|z)))&t)) + 14106333696832124696*((y&~t)|(~(x|(y&z))&t)) + 10851025960873127290*(((y^~(~x&(y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 22415570736*(((~z&(x^y))&~t)|((y^(x|(y|z)))&t)) + 13021231067121505237*(((y^~(x&(y^z)))&~t)|((y^(x|(y|z)))&t)) + 5425512928133622864*(((y^~(~x|(~y&z)))&~t)|(~x&t)) + 11936128508393435923*(((z^~(x&y))&~t)|((y^(x|~z))&t)) + 2170205199646449454*(((~(x&y)&(y^z))&~t)|(~(x&y)&t)) + 9765923312482873780*(((~y|~(x^z))&~t)|((x&(~y|z))&t)) + 10851025908570211196*((((x|y)&(y^z))&~t)|((z^~(x&(y|z)))&t)) + 17361641492565911566*(((x|(~y&z))&~t)|(~(x^(y|z))&t)) + 7595718138987882373*((((x&z)|~(y|z))&~t)|((~(x|~y)|~(y^z))&t)) + 9765923312482873780*((~(x|~y)&~t)|((y|(x&~z))&t)) + 2170205233269780871*((~z&~t)|((z^(x&~y))&t)) + 16276538900214560209*((((x&y)|(y^z))&~t)|((z^~(x|(y&z)))&t)), 49374 + 3735936685*x
6707906933516962167*((~(y&z)&~t)|((~(x&~y)&(y^z))&t)) + 18679650509*(((z^(~x&(y|z)))&~t)|((z^(x|y))&t)) + 11738837121512922482*(((z^~(~x|(~y&z)))&~t)|((y^(x|(~y|z)))&t)) + 5030930199203737454*((~(~x|(y&z))&~t)|((y^z)&t)) + 11738837151400366588*~((x|~y)&t) + 15092790601347149047*((~(x^(y&z))&~t)|((z^~(~x&(~y|z)))&t)) + 3353953468626449426*(((z^(~x&(~y|z)))&~t)|((~z|(x^y))&t)) + 16769767339396310445*((((x&y)^(y|z))&~t)|((z^~(x&y))&t)) + 11738837147664446361*(((z^(x|(~y|z)))&~t)|((z^~(x&(y&z)))&t)) + 18446744066237694704*(((y^~(~x&(~y&z)))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 3353953457418672287*(((~(x&~y)&(x^(y^z)))&~t)|((x^(y^z))&t)) + 8384883671566107107*(((y&(x|z))&~t)|((z^(~x&(~y|z)))&t)) + 6707906937252898852*(((~x&(y|z))&~t)|(~(x^z)&t)) + 1676976752992875222*(((~y&(x^z))&~t)|((y^(~x|(y^z)))&t)) + 13415813855826147195*(((z^~(x&y))&~t)|((y^~(x|z))&t)) + 11738837143928493218*((~(y|z)&~t)|((z^(x&~y))&t)), 49374 + 3735936685*x
15023636924855422000*(((z^(~x|(y&z)))&~t)|((~x&(y^z))&t)) + 9128285722805789148*(((y^~(x&(y^z)))&~t)|((~y&~(x^z))&t)) + 14262946453558832255*(((~(x&~y)&~(y^z))&~t)|((y^(x|(y|z)))&t)) + 6846214297708259232*(((z^(x&y))&~t)|((y^z)&t)) + 17495880981786861921*(((~(x^y)&(x^z))&~t)|((y&~(x&z))&t)) + 2852589294447703136*(((z^~(x&(~y&z)))&~t)|(~(x^(y^z))&t)) + 2282071428833466601*(~x|(~y&(~z|t))) + 5705178573951659532*(((~(x&~y)&~(x^(y^z)))&~t)|(((x^y)|(x^z))&t)) + 13692428587944595720*(((x&z)&~t)|((y&~(x^z))&t)) + 13121910737274155299*((~(~x|(y|z))&~t)|((z^~(x&y))&t)) + 3803452390106329516*(((z^~(~x&(y|z)))&~t)|(~(x^(~y|z))&t)) + 7226559531488536388*(((z^~(~x&(~y|z)))&~t)|(~(~x&(y|z))&t)) + 8938113109651562568*(((y^~(~x|(y&z)))&~t)|((x|(~y&z))&t)) + 6275696435829959382*(((~x&(y|z))&~t)|(y&t)) + 7987250010256999503*(((y^(~x|(~y|z)))&~t)|((~x|(y&z))&t)) + 12741565496021955399*((((x&y)^~(x^(y&z)))&~t)|((z|~(x|y))&t)), 49374 + 3735936685*x
1229782949953225221*(((x&~z)&~t)|((z^(~x|(~y|z)))&t)) + 6148914701198949200*(((y|(x&~z))&~t)|((z^(x|y))&t)) + 1229782935009478481*((((x|~y)&(y^z))&~t)|((~(x&y)&~(y^z))&t)) + 15987178188746847914*((((x^y)|~(x^z))&~t)|((y^~(~x|(y^z)))&t)) + 3689348812500358187*(((z|(x^y))&~t)|(~(x&z)&t)) + 1229782942481351851*(((x&(~y&z))&~t)|((x^y)&t)) + 13527612333671538944*(((z^~(x|(~y&z)))&~t)|((y^~(x|(~y&z)))&t)) + 4919131747509836668*((((x&y)|~(x^(y^z)))&~t)|((y^~(x&(~y|z)))&t)) + 13527612307520080897*((((x&y)|(x^(y^z)))&~t)|((~z|~(x^y))&t)) + 8608480567482068225*((~(y|~z)&~t)|(~(x^z)&t)) + 3689348816236294872*(((y^(~x&(y^z)))&~t)|(((x&y)|~(y^z))&t)) + 14757395257473256744*((~(x|y)&~t)|((y|~(x|z))&t)) + 6148914697463061889*((((y&~z)^(x|(y^z)))&~t)|((z&~(x&~y))&t)) + 3735936685*(((y^~(x|z))&~t)|((z^~(~x|(y&z)))&t)) + 6148914689991188519*(((y^~(x&(y|z)))&~t)|(((x^y)|~(x^z))&t)) + 2459565877490830332*(((x^(y|z))&~t)|(~(x&~x)&t)), 49374 + 3735936685*x
18446744069973614931*((((x^y)&~(x^z))&~t)|(~(y|z)&t)) + 6148914682519331607*(((y^(~x&(y|z)))&~t)|(((y&z)^~(x&(y^z)))&t)) + 18446744066237678246*((((x^y)&~(x^z))&~t)|((x&(~y&z))&t)) + 6148914693727141662*(((z^~(x&y))&~t)|(((x^y)&~(x^z))&t)) + 18679683425*(((y|(x^z))&~t)|((y^~(~x&(y^z)))&t)) + 3735986059*(((~(x&~y)&(x^(y^z)))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 6148914689991204977*((~(x|(y^z))&~t)|((y^~(~x&(y|z)))&t)) + 6148914689991155603*(((~x|(y&z))&~t)|((~(x|y)|~(x^(y^z)))&t)) + 26151556795*(((x&(~y&z))&~t)|((y^(~x&(y|z)))&t)) + 6148914686255317666*(((x^(y|z))&~t)|(~(x^y)&t)) + 12297829372510536584*(((z&(x|y))&~t)|(((x&y)|(y^z))&t)) + 12297829376246423895*(((z^(x|y))&~t)|((~(x^y)|~(x^z))&t)) + 6148914686255268292*(((z^(x|y))&~t)|(((x|y)&~(y^z))&t)) + 6148914689991155603*(((z|(x^y))&~t)|(~(y^z)&t)) + 12297829387454283324*(((~(x&~y)&(y^z))&~t)|((~x|(~y|z))&t)), 49374 + 3735936685*x
4124737806067295085*(((~(x|~y)|~(y^z))&~t)|((~z&~(x^y))&t)) + 9280660055245309530*(((z^(x|(y|z)))&~t)|((x&~z)&t)) + 7103715098618583217*(((~x&(y^z))&~t)|((y&~z)&t)) + 6187106714704946403*(((y|~(x|z))&~t)|((z^(x|(y&z)))&t)) + 6187106707232924911*(((z^(~x|(y&z)))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 11915909222509006728*(((z^~(x|~y))&~t)|((z^~(x&(~y&z)))&t)) + 10426420557553358306*(((z|~(x|y))&~t)|((y^(~x|(~y|z)))&t)) + 5728802507804060325*(((x|z)&~t)|((y&~(x&z))&t)) + 6989139054365346159*(((z&(x|y))&~t)|(((x&z)^~(y&~z))&t)) + 14894886515060245486*(((z^(~x|(~y&z)))&~t)|((z&(x^y))&t)) + 802032354604442740*(((~x|(y|z))&~t)|((~z|(x^y))&t)) + 916608406329602542*(((~y&(x^z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 6416258803211272397*((((x|y)&(y^z))&~t)|((z&~(x^y))&t)) + 4239313850320433395*(((~(x&~y)&~(y^z))&~t)|((x|~z)&t)) + 16842679375708723061*(((x^y)&~t)|((x|~y)&t)) + 8478627715584959148*(((z^~(x&(~y|z)))&~t)|((z|(x&y))&t)), 49374 + 3735936685*x
7560141012223051880*(((y&~z)&~t)|((~(x^y)&(x^z))&t)) + 2419245122865304455*(((~x&(~y|z))&~t)|(~(y|~z)&t)) + 6652924091055121090*(((~(x|~y)|~(x^(y^z)))&~t)|(~(x|~y)&t)) + 6048112812019954141*(((x|z)&~t)|((z^~(~x&(~y|z)))&t)) + 9374574857547564060*(((y^(x&(y|z)))&~t)|((~x|(~y&z))&t)) + 10584197422342485243*((~z&~t)|((~(x|y)|~(x^(y^z)))&t)) + 13608253823495868058*(((~x|(~y|z))&~t)|((z^~(~x|(~y&z)))&t)) + 11491414341268854022*(((y^(x|z))&~t)|(((x^y)|(x^z))&t)) + 11793819983401568489*((~(y&~z)&~t)|(~(~x|(y^z))&t)) + 1814433843830137506*(((z^~(x&y))&~t)|((z^~(x&(y|z)))&t)) + 11793819984148805200*(((z^(x|(~y|z)))&~t)|(x&t)) + 13910659466375720488*(((y|(x&z))&~t)|(((x&y)|(y^z))&t)) + 17237121510408955733*((x&~t)|((y&~(x&~z))&t)) + 2116839486710039310*(((z|~(x|~y))&~t)|((x|z)&t)) + 7862546651367016999*((~(x&(y|z))&~t)|((x|(~y|z))&t)) + 7257735372331850050*(((z^(~x|(~y&z)))&~t)|(~(x&~x)&t)), 49374 + 3735936685*x
18679584677*((((y&z)|(~x&(y|z)))&~t)|(~(x|(y|z))&t)) + 37359268102*(((z^~(x|(~y&z)))&~t)|(~z&t)) + 18446743980311480109*((~x&~t)|((x&(~y&z))&t)) + 246571031226*((~(~x|(y|z))&~t)|((y^(x|(y|z)))&t)) + 18446743871969612488*(((z^(~x|(y&z)))&~t)|((y^(~x|(~y|z)))&t)) + 100869944877*((~(x&(y|z))&~t)|((y^z)&t)) + 257778791907*(((~x|(y|z))&~t)|((y&(x^z))&t)) + 18446743786043364977*(((z|(x&~y))&~t)|((~x&(y|z))&t)) + 59774740090*((~(x|(y&z))&~t)|((y^~(~x&(y|z)))&t)) + 52302916094*((((x&~y)|~(y^z))&~t)|((z&~(x^y))&t)) + 235363270545*(((z&(x^y))&~t)|(~(x^(y&z))&t)) + 3735887311*((((x|y)&~(x^(y^z)))&~t)|((y^~(x|~z))&t)) + 18446743924272577956*((((y&~z)|~(x|(~y&z)))&~t)|((y^(~x&(~y|z)))&t)) + 18446744010198825467*(((~y|(x^z))&~t)|((x&(~y|z))&t)) + 18446744028878459518*((((x&z)^(x^(y&z)))&~t)|(x&t)) + 18446744043822156884*(((z|~(x|~y))&~t)|(((x|y)&~(y^z))&t)), 49374 + 3735936685*x
7209072397352162045*(((y&~(x&z))&~t)|(~(x|(y|z))&t)) + 2968441575380272975*(((y|~z)&~t)|((~y&~(x^z))&t)) + 12721892465915519088*(((x|z)&~t)|(~(y&z)&t)) + 18022680991512362709*(((z|~(x|~y))&~t)|((z^~(~x&(y|z)))&t)) + 16962523284151422099*((((x&z)^(y|z))&~t)|(~(x&z)&t)) + 17598617909315173802*(((y^~(~x&(y|z)))&~t)|(~(~x|(y^z))&t)) + 8905324726140868299*(((y&~(x&z))&~t)|((z^~(x&(y&z)))&t)) + 4028599279005276900*(((~x|(y&z))&~t)|((y^(~x&(~y|z)))&t)) + 636094625163751703*((((x|~y)&(x^(y^z)))&~t)|(((x&y)|(x^(y^z)))&t)) + 3816567739774650789*((~(x^y)&~t)|((x&z)&t)) + 3816567739774650789*(((y|(x&~z))&~t)|((~(x&~y)&~(y^z))&t)) + 13570018630309896902*((((x|y)&(y^z))&~t)|(((x&z)^(x^(y&z)))&t)) + 9541419347568683317*((((y&z)^~(x&(y^z)))&~t)|((~x|(y&z))&t)) + 12933924005146145199*(((x&(y^z))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 9329387808338057206*((~(x^(y|z))&~t)|((x|z)&t)) + 8057198561746490485*(((y^(x|(~y|z)))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*x
8384883671226466026*(((~y&~(x^z))&~t)|((z^(~x|(~y|z)))&t)) + 5869418566869918409*((~(~x|(y|z))&~t)|((z^(~x|(y|z)))&t)) + 11738837137475477259*(((x^(y|z))&~t)|((z^(~x|(y|z)))&t)) + 14254302249303947620*(((y^~(~x&(y&z)))&~t)|(((x|y)&(y^z))&t)) + 11738837130003817843*((((x^y)&(x^z))&~t)|((y^~(~x&(y|z)))&t)) + 10900348779318999702*((((x|y)&(x^(y^z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 4192441839349136782*(((y&~z)&~t)|((y^~(~x&(y&z)))&t)) + 1676976731256570190*((~(~x&(y&z))&~t)|(((x&y)^(y|z))&t)) + 15092790599988683471*((((x&y)^(y|~z))&~t)|((~x|(y^z))&t)) + 15931278976824663415*(((x|y)&~t)|((~(x&~y)&(x^(y^z)))&t)) + 3735870853*(((~(x^y)&~(x^z))&~t)|((x&z)&t)) + 9223372029383058789*(((~(x^y)|~(x^z))&~t)|(((x&z)|(y&~z))&t)) + 5869418574341561367*(((y^~(~x|(y^z)))&~t)|(((x|y)&~(y^z))&t)) + 17608255704345379210*(((y^~(~x|(y&z)))&~t)|(((x&z)^~(x^(~y&z)))&t)) + 18446744069973730137*(((y^~(~x&(y|z)))&~t)|((x|(y&z))&t)) + 6707906939969830004*(((~y&~(x^z))&~t)|(~(~x&(~y&z))&t)), 49374 + 3735936685*x
2635249149117443930*(((x|(y|z))&~t)|((z^(x|(y|z)))&t)) + 7027331070539728497*((~(x|(~y&z))&~t)|((y^(x|(y&z)))&t)) + 7471823996*((((x&~y)|(y^z))&~t)|((z^~(x&(~y&z)))&t)) + 8784163846580505819*(((x&~y)&~t)|((y^(x|(y|z)))&t)) + 10540996603941649090*((((x&z)|~(y|z))&~t)|((y^z)&t)) + 18446744069973614931*(((~(x|y)|~(y^z))&~t)|(~(x|(y^z))&t)) + 6148914697463061889*(((~x|(y&z))&~t)|((y&(x^z))&t)) + 14933078544043567708*(((~x|(y&z))&~t)|(~(x&(y|z))&t)) + 13176245775474663756*(((x|(y&z))&~t)|((z^~(~x&(y|z)))&t)) + 14943697366*((~(x|(y^z))&~t)|((x&z)&t)) + 3735936685*((((x&z)|~(y|z))&~t)|(~(~x&(~y|z))&t)) + 15811494924592107686*(((z^(~x|(y&z)))&~t)|((y^(~x|(y^z)))&t)) + 16689911293932837609*((((x&z)^~(x^(~y&z)))&~t)|((~(x|y)|~(y^z))&t)) + 9662580234600869793*(((x&(~y|z))&~t)|((y|~(x|~z))&t)) + 10540996607677585775*(((y^(x|(~y&z)))&~t)|(~(~x&(~y&z))&t)) + 2635249145381507245*(((~(x|y)|~(x^(y^z)))&~t)|((z|~(x^y))&t)), 49374 + 3735936685*x
