# 3735936685*~x
4554857727453019050*~(x|y) + 4554857727453019050*~(x|~y) + 13891886349992469251*~x, 3735936685*~x
8907321558257813424*(x&~y) + 8907321558257813424*(x&y) + 9539422511715801507*x + 18446744069973614931, 3735936685*~x
2492557333696967127*~(x|y) + 3735936685*~x + 2492557333696967127*(x^y) + 15954186740012584489*~(x&y), 3735936685*~x
5808467124505068337*(x&~y) + 5808467128241005022*~x + 5808467124505068337*(x&y) + 5808467124505068337, 3735936685*~x
4143263061604744821*~y + 3735936685*~x + 4143263061604744821*y + 4143263061604744821, 3735936685*~x
259645264805934988*~x + 259645261069998303*x + 259645261069998303, 3735936685*~x
5223567853081759969*(x&~y) + 3735936685*~x + 5223567853081759969*(x&y) + 13223176220627791647*x, 3735936685*~x
13371452433626231099*~x + 13371452429890294414*(x&y) + 5075291643819257202*~(x&~y), 3735936685*~x
3735936685*~(x|y) + 8602058469105084473*~(x|~y) + 8602058465369147788*~(x^y) + 9844685608340403828*~(x&~y), 3735936685*~x
1067637553275600393*(x&~y) + 3735936685*~y + 1067637560747473763*~(x|~y) + 17379106516698014538*(x^y), 3735936685*~x
15721772544723758188*~x + 15721772540987821503*x + 15721772540987821503, 3735936685*~x
14313173228875659852*~(x|y) + 14313173221403786482*x + 4133570848569828449*(x|~y) + 3735936685*(x|y), 3735936685*~x
9815128365003676633*~x + 9815128361267739948*x + 9815128361267739948, 3735936685*~x
10785353715361920618*~x + 10785353711625983933*x + 10785353711625983933, 3735936685*~x
4821741893804433074*~(x|~y) + 16035873130543271764*~x + 2410870946902216537*(x|~y) + 16035873126807335079*(x|y), 3735936685*~x
2210938867061319958*(x&~y) + 2210938870797256643*~x + 16235805206648231658*~(x&y), 3735936685*~x
16872106990378273915*~(x|~y) + 16872106986642337230*~(x^y) + 18446744069973614931*y + 1574637090803151071*~(x&~y), 3735936685*~x
17966587974274195709*~(x|y) + 17966587966802322339*(x&y) + 480156103171292592*~(x^y) + 3735936685*y, 3735936685*~x
3168615951976103220*~(x|y) + 18446744069973614931*~(x^y) + 3168615948240166535*y + 15278128129205321766*~(x&~y), 3735936685*~x
6420234734927795450*(x&~y) + 6420234738663732135*~x + 12026509338781756166*~(x&y), 3735936685*~x
6578375329521170749*~(x|~y) + 6578375325785234064*~(x^y) + 18446744069973614931*y + 11868368751660254237*~(x&~y), 3735936685*~x
842391086836128987*~x + 842391083100192302*x + 842391083100192302, 3735936685*~x
4633579808174771788*~(x|~y) + 16129954173358102407*~x + 2316789904087385894*(x|~y) + 16129954169622165722*(x|y), 3735936685*~x
3841428687881214928*~(x|y) + 3841428687881214928*(x&~y) + 14605315385828336688*~y + 3735936685*~x, 3735936685*~x
18399984175611247689*~(x|y) + 3735936685*~x + 18399984175611247689*(x|y) + 18399984175611247689, 3735936685*~x
16773615684872333967*~(x|y) + 16773615684872333967*~(x|~y) + 1673128392573154334*~x, 3735936685*~x
8978309793773256763*~x + 8978309790037320078*x + 8978309790037320078, 3735936685*~x
6285469062526018715*(x&~y) + 3735936685*~x + 6285469062526018715*y + 12161275011183532901*(x|y), 3735936685*~x
14496562179215882755*~(x|~y) + 3735936685*~x + 14496562179215882755*~(x^y) + 3950181894493668861*~(x&~y), 3735936685*~x
15464554644586926962*~x + 15464554640850990277*(x&y) + 2982189432858561339*~(x&~y), 3735936685*~x
1845280059436739503*~(x|y) + 16601464018008748798*~x + 16601464014272812113*~(x^y) + 1845280059436739503*~(x&~y), 3735936685*~x
6734240354002848452*(x&~y) + 6734240357738785137*~x + 11712503719706703164*~(x&y), 3735936685*~x
11471266460644005717*(x&~y) + 11471266464379942402*~x + 6975477613065545899*~(x&y), 3735936685*~x
10955875724700950839*~(x|y) + 7490868352744537462*~y + 7490868356480474147*~(x|~y) + 10955875720965014154*(x^y), 3735936685*~x
10004099591490993236*(x&~y) + 10004099595226929921*~x + 10004099591490993236*(x&y) + 10004099591490993236, 3735936685*~x
3735936685*~(x|y) + 11890124730543621408*~(x|~y) + 11890124726807684723*~(x^y) + 6556619346901866893*~(x&~y), 3735936685*~x
11658222132685086292*~(x|y) + 11658222132685086292*~(x|~y) + 6788521944760402009*~x, 3735936685*~x
16213225927397890416*(x&~y) + 16213225931133827101*~x + 2233518146311661200*~(x&y), 3735936685*~x
