# 3735936685*~x
16689911286994657724*((((x^y)&~(x^z))&~t)|((y^~(x&(y^z)))&t)) + 15811494930996577628*((((x&y)^(y|~z))&~t)|((~(x&~y)&(y^z))&t)) + 14933078530167257312*(((y^(~x|(y&z)))&~t)|(((x^y)&~(x^z))&t)) + 13176245769603920215*(((z^(x|y))&~t)|(~(~x|(y&z))&t)) + 18446744062501741561*(((z^(x|(~y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 4392081940635677935*(((y^(~x|(y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 14933078530167257312*((~(x|~z)&~t)|((y^(x|(~y|z)))&t)) + 4392081940635677935*((((x|y)&(y^z))&~t)|(~(y&z)&t)) + 10540996623155009542*(((x^(~y&z))&~t)|((~(x&y)&~(y^z))&t)) + 6148914697463078347*(((y^(x|(y|z)))&~t)|(~(x|~z)&t)) + 9662580211117879171*(((y^(x|(~y|z)))&~t)|(((x^y)|(x^z))&t)) + 7905747454290478759*((y&~z)|x) + 4392081918220057825*((((x&~y)|~(x^(y^z)))&~t)|(~(y^z)&t)) + 14054662140545747051*(((x|z)&~t)|(~(x&~y)&t)) + 6148914704934951717*(((y^~(~x&(y|z)))&~t)|((y|(x^z))&t)) + 4392081929427867880*(((x^(~y&z))&~t)|((z|~(x|y))&t)), 3735936685*~x
7470169090788113204*(((y^(~x|(~y|z)))&~t)|(~(y|z)&t)) + 3811310758166384820*(((z^~(~x|(y&z)))&~t)|((~z&(x^y))&t)) + 1676976729558397701*(((~(x&~y)&(x^(y^z)))&~t)|((x&(~y&z))&t)) + 10824122568584592031*((((x&~y)|~(y^z))&~t)|((y^(x|z))&t)) + 14025623590948920942*(((y^~(~x&(y&z)))&~t)|(~(x&(y|z))&t)) + 3811310765638258190*(((~x&(y^z))&~t)|((~y|(x^z))&t)) + 152452425544656436*(((z&(x|y))&~t)|(((x^y)|(x^z))&t)) + 7622621520068706325*(((x|(y&z))&~t)|(((x&y)|(x^(y^z)))&t)) + 8232431244662952179*(((z|~(x|~y))&~t)|((z&(x|~y))&t)) + 2134334013664240379*(((y^(x|(y^z)))&~t)|((x|~y)&t)) + 9452050682643633832*((((x|~y)&(y^z))&~t)|((~(x|~y)|~(y^z))&t)) + 9299598264570850766*((~(x|~z)&~t)|((y^~(x|z))&t)) + 8537336095752265051*(((x|(~y|z))&~t)|((y|~(x|~z))&t)) + 9147145816610574220*((((x&z)^~(x^(~y&z)))&~t)|(((x&~y)|~(y^z))&t)) + 14025623594684857627*(((~z&(x^y))&~t)|((y^(x&(y^z)))&t)) + 5335835062180126085*(((y^~(x&(y&z)))&~t)|((x|y)&t)), 3735936685*~x
6148914689991204977*(((~(x|y)|~(y^z))&~t)|(~(~x|(~y|z))&t)) + 4483124022*(((z|~(x|y))&~t)|((z^(x|(y&z)))&t)) + 2988749348*(((y&(x|~z))&~t)|((~(x&~y)&(y^z))&t)) + 12297829381476784628*(((z^(x|(y|z)))&~t)|(~(y&z)&t)) + 18446744072962364279*((((x&~y)|(y^z))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 12297829379982409954*(((~x&(y&z))&~t)|((y^(x&(y|z)))&t)) + 6148914693727141662*((~(x|(y|z))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 12297829379982409954*(((y^(x&~z))&~t)|((x|~y)&t)) + 6148914689244017640*(((y^(~x|(~y&z)))&~t)|((x|(y^z))&t)) + 18446744071467989605*(((y^~(x&~z))&~t)|(((x&z)^(x^(y&z)))&t)) + 12297829383718346639*((~(~x|(~y|z))&~t)|((z&~(x&~y))&t)) + 12297829385959908650*(((z^~(~x&(~y|z)))&~t)|(((x&~y)|~(y^z))&t)) + 1494374674*(((x^(y|z))&~t)|(~(~x&(~y&z))&t)) + 2241562011*(((y^~(~x&(y&z)))&~t)|(~(x&~z)&t)) + 12297829380729597291*(((x|z)&~t)|((x|(~y|z))&t)), 3735936685*~x
8974091710221750059*(((x|(y&z))&~t)|(~(x|(~y|z))&t)) + 12464016268140363805*~(x|y) + 16951062121383270492*(((y^~(x|(y^z)))&~t)|((y^~(x&(y^z)))&t)) + 5982727805569187811*((((y&z)^~(~x&(y^z)))&~t)|((x&~y)&t)) + 16452501471853155679*((~(x&~z)&~t)|((~x&(y&z))&t)) + 8475531064427571931*(((z^~(x&(y&z)))&~t)|((z^(x|~y))&t)) + 6979849108365354122*(((~(x^y)&~(x^z))&~t)|(~(x&(y|z))&t)) + 16452501471853155679*((((x&y)|~(x^(y^z)))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 9472652363487801557*((((x|y)&(x^(y^z)))&~t)|((y&~(x^z))&t)) + 1495681948590344439*(((~(x|y)|(x^(y^z)))&~t)|((x&y)&t)) + 13461137570936530116*((~(x&y)&~t)|((z^~(x|~y))&t)) + 11965455614874312307*(((z^~(x&(~y&z)))&~t)|((~y|~(x^z))&t)) + 11965455614874312307*(((x&(y^z))&~t)|((y^(~x|(~y&z)))&t)) + 6979849108365354122*((((x&y)|~(y|~z))&~t)|(~(y^z)&t)) + 4487045856978843372*(((z^(x&(y|z)))&~t)|((y|(x&~z))&t)) + 13959698216730708244*(((y^~(~x|(~y&z)))&~t)|((x|(y&z))&t)), 3735936685*~x
17454983640201544686*((~(~x&(y|z))&~t)|(~z&t)) + 3570337559881637611*(((~(x&~y)&~(x^(y^z)))&~t)|(((x|y)&(y^z))&t)) + 16463223210429474441*((((x|y)&~(x^(y^z)))&~t)|((y^(~x|(~y|z)))&t)) + 3768689645088864323*((~(x&z)&~t)|((z^(x&(~y|z)))&t)) + 793408348300780218*((~(x|(y^z))&~t)|((z^(x&(y|z)))&t)) + 15868166939864047565*(x&(y^(z^t))) + 8132435560743155522*((~y&~t)|((y^(~x|(y^z)))&t)) + 17454983636465608001*((((x&z)|(y&~z))&~t)|((y^(~x|(~y&z)))&t)) + 12297829379982409954*(((z^(x&(~y|z)))&~t)|((~(x|~y)|~(y^z))&t)) + 17256631543786507919*(((x^y)&~t)|((z&~(x&~y))&t)) + 7934083483007802180*((((x^y)|(x^z))&~t)|((z&~(x&~y))&t)) + 3570337571089447666*(((z^~(x&y))&~t)|(~(x&(y^z))&t)) + 5355506345426361444*(((y^(x&(~y|z)))&~t)|((z&(x|y))&t)) + 6347266782670305059*(((z^(x&y))&~t)|(((x&y)^(x^(y&z)))&t)) + 18050039899559161507*(((z^(x|(~y|z)))&~t)|((x|(y&z))&t)) + 16859927373372054495*(((x|(~y&z))&~t)|(~(y&~z)&t)), 3735936685*~x
4499205875190171875*(((y^(~x|(y|z)))&~t)|((~z&(x^y))&t)) + 13047697026470094714*(((~(x|~y)|~(x^(y^z)))&~t)|((~y&(x^z))&t)) + 13497617621834578940*(((~(x&y)&~(y^z))&~t)|((y^(~x|(y&z)))&t)) + 5399047047239456902*(((y^~(x|(y&z)))&~t)|(~(y|~z)&t)) + 4499205871454235190*(((y^z)&~t)|((y^(x|(~y|z)))&t)) + 17546902901660266589*((((x&y)|~(x^(y^z)))&~t)|((~x&(~y|z))&t)) + 10798094087007040434*(((x&(~y&z))&~t)|((y^(x|~z))&t)) + 15297299965933148994*(((y^(x|(~y|z)))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 14397458786411990597*(((y|~(x^z))&~t)|((~y|(x^z))&t)) + 7648649979230637812*(((~y|(x^z))&~t)|((z^(~x|(~y&z)))&t)) + 13497617610626768885*(((y^~(x&(y^z)))&~t)|(((x&z)|~(y|z))&t)) + 11697935270264135516*(((z^(x|(~y|z)))&~t)|((~(x|y)|~(y^z))&t)) + 12597776434841547173*(((~y|(x^z))&~t)|((z^~(~x|(y&z)))&t)) + 10348173514058176318*(((~(x|~y)|(y^z))&~t)|(((x&y)^(x^(y&z)))&t)) + 16197141134246497336*(((y^(x&~z))&~t)|((z|(x&y))&t)) + 1799682351570443424*((~(~x|(y^z))&~t)|((~x|(y|z))&t)), 3735936685*~x
6148914701199015032*(((y^~(~x|(y&z)))&~t)|(~(~x|(y|z))&t)) + 6148914704934951717*((~y&~t)|(~(x|(~y|z))&t)) + 12297829353830853159*((((y&~z)^(x|(y^z)))&~t)|((z^(x|(~y|z)))&t)) + 18446744069973614931*((~(x^(y|z))&~t)|(((x&y)^~(x^(y&z)))&t)) + 6148914675047458237*((~(x&(~y|z))&~t)|((y^~(~x&(y^z)))&t)) + 6148914716142761772*((~(x^(y|z))&~t)|(~y&t)) + 12297829391190220009*(((~x&(y^z))&~t)|((z^(x|~y))&t)) + 6148914682519331607*((~z&~t)|((x^(y|z))&t)) + 6148914701199015032*(((x&(~y&z))&~t)|((x^z)&t)) + 6148914712406825087*(((z^~(x&(~y&z)))&~t)|(((x|y)&~(x^(y^z)))&t)) + 6148914701199015032*((~(~x|(~y|z))&~t)|((z^(~x|(~y&z)))&t)) + 12297829402398030064*(((x&~y)&~t)|((y^~(x|(y^z)))&t)) + 18446744062501741561*(((z^~(x|~y))&~t)|(~(x^z)&t)) + 12297829353830853159*(((x&z)&~t)|((z&(x|~y))&t)) + 37359366850*(((z&~(x&~y))&~t)|((z&(x|~y))&t)) + 6148914663839648182*((((x&~y)|~(x^(y^z)))&~t)|((z|(x&y))&t)), 3735936685*~x
9249500573082519619*(((~(x&y)&~(y^z))&~t)|((~z&(x^y))&t)) + 7838559803581188075*(((~(x^y)&~(x^z))&~t)|((~y&(x^z))&t)) + 11548811447305293447*(((~(x&y)&~(x^(y^z)))&~t)|((z^(x|(y&z)))&t)) + 6845675565156580602*(((~x&(y^z))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 3814765769955397191*(((z^~(~x&(y|z)))&~t)|(~(y&z)&t)) + 13377808732939602322*(((y|~z)&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 3083166856448860978*((((y&z)^~(x&(y^z)))&~t)|(((x&z)^~(y&~z))&t)) + 6532133167783021720*(((x^(y^z))&~t)|(((x&z)|~(y|z))&t)) + 1306426632062229670*((~(x&(~y|z))&~t)|(~(~x&(~y|z))&t)) + 12646209815697129424*((((x&~y)|~(x^(y^z)))&~t)|(((y&~z)^(x|(y^z)))&t)) + 14422950043819697417*((~(~x&(y&z))&~t)|((z^~(x|(~y&z)))&t)) + 15938404935816384095*(((~y&(x^z))&~t)|(((x&y)^(x^(~y|z)))&t)) + 5173449470737177798*((~(y&~z)&~t)|(((y&z)|(~x&(y|z)))&t)) + 7995331002267967516*((~(~x|(y^z))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 11548811443569356762*(((z^~(x&~y))&~t)|(~(y&~z)&t)) + 16670003856794793678*((~(x&(~y|z))&~t)|(~(y&~z)&t)), 3735936685*~x
16504981566258326559*(((y|~(x|z))&~t)|((y^~(x&(y^z)))&t)) + 18446744062501741561*((((y&~z)|~(x|(~y&z)))&~t)|((x&(~y&z))&t)) + 8737931385521584257*((~(x^y)&~t)|((y^(x|(y|z)))&t)) + 11650575212077313830*(((z^(x&~y))&~t)|(((x&z)^~(x^(y&z)))&t)) + 12621456486350578126*(((x^(y|z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 3883525057492128323*((((x&z)^~(x^(~y&z)))&~t)|((~x&(y|z))&t)) + 16504981563269577211*(((y^(~x&(~y|z)))&~t)|(((x&z)^(y|z))&t)) + 12621456455715897309*(((y&(x|z))&~t)|(~(x&(~y|z))&t)) + 1941762512681536416*((((y&~z)|~(~x|(~y&z)))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 16504981549820205145*((((y&z)^~(x&(y^z)))&~t)|((y^(x&z))&t)) + 5825287613510530285*((~(x^(y^z))&~t)|((~(x|y)|~(x^(y^z)))&t)) + 17475862782998165906*(((y^~(~x&(y|z)))&~t)|(((x^y)|(x^z))&t)) + 13592337750910407041*(((x|z)&~t)|(((x|y)&(x^(y^z)))&t)) + 5825287559713042021*(((z^(x&(y|z)))&~t)|((x^(~y&z))&t)) + 10679693972174667036*(((y&(x^z))&~t)|((z|(x&~y))&t)) + 6796168864620987134*((~(x^(y&z))&~t)|((x|(~y|z))&t)), 3735936685*~x
10075952655255569615*(((~(x^y)&(x^z))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 17826685452334256170*(((x|~z)&~t)|(~x&t)) + 15346450951889327646*(((x^z)&~t)|((y^~(~x&(y&z)))&t)) + 11781113869641537119*~((y|~z)&x) + 14106333694194990014*((((x|~y)&~(y^z))&~t)|((~x|(y^z))&t)) + 12246157822597230306*(((y&~(x&z))&~t)|((~(x^y)&~(x^z))&t)) + 13176245769603920215*(((y^(x|(y|z)))&~t)|(((x|~y)&~(y^z))&t)) + 15036421652409489978*(((y|~z)&~t)|((y&~(x^z))&t)) + 3875366404143248305*(((x&(y&z))&~t)|((z^~(x&y))&t)) + 12711201797968543603*(((z|(x&y))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 2015190517601741857*(((y^(x|z))&~t)|(~(x^(~y|z))&t)) + 16121524241684225351*(((z|(x&~y))&~t)|((y^~(x|z))&t)) + 12556187125813004659*(((x|(~y|z))&~t)|((y^~(x|z))&t)) + 6045571593900529106*(((y^~(~x&(~y&z)))&~t)|(((x&z)^(x^(y&z)))&t)) + 14881406983989887719*((~(x&z)&~t)|((y|(x&~z))&t)) + 2015190532545488597*(((~y&(x^z))&~t)|((z|~(x|y))&t)), 3735936685*~x
18446744069973614931*((((y&~z)|~(~x|(~y&z)))&~t)|(~(x|z)&t)) + 18446744069973614931*((~(~x|(y&z))&~t)|(~y&t)) + 7471873370*((((x&y)^(y|z))&~t)|(((x&y)^(y|~z))&t)) + 3735936685*(((z^~(~x&(y&z)))&~t)|((y&~(x&z))&t)) + 18446744062501741561*(((~(x^y)&(x^z))&~t)|((y^(x|(y^z)))&t)) + 18446744069973614931*(((y^~(~x|(y&z)))&~t)|((x&y)&t)) + 18446744058765804876*((~(x|(y^z))&~t)|((y&(x|~z))&t)) + 7471873370*(((~(x&~y)&~(x^(y^z)))&~t)|((x|(~y&z))&t)) + 7471873370*(((y^~(x&(y|z)))&~t)|(((x&y)|(y^z))&t)) + 3735936685*(((~x&(y&z))&~t)|((~x|(y&z))&t)), 3735936685*~x
6148914675047458237*(((z^~(~x&(y|z)))&~t)|(~(x|(y|z))&t)) + 12297829372510536584*(((x^(y^z))&~t)|((~(x^y)&(x^z))&t)) + 6148914701199015032*(((~x&(~y|z))&~t)|((y^(~x|(y&z)))&t)) + 12297829379982409954*((~(~x|(y&z))&~t)|(((x^y)&~(x^z))&t)) + 6148914693727141662*(((x^(~y&z))&~t)|((y^(x|(y&z)))&t)) + 18446744069973614931*(((z&(x|y))&~t)|((y^(x|(y|z)))&t)) + 6148914686255268292*((((y&z)|(~x&(y|z)))&~t)|((y^~(~x&(y|z)))&t)) + 6148914708670888402*(((y|(x&~z))&~t)|((y^(x&z))&t)) + 6148914693727141662*((((x|~y)&~(y^z))&~t)|((z^(~x&(y|z)))&t)) + 14943746740*(((y^~(x&(y&z)))&~t)|((z^~(x&(y|z)))&t)) + 6148914682519331607*(((z&~(x&y))&~t)|((x|(y^z))&t)) + 12297829391190220009*(((~(x&y)&~(y^z))&~t)|((y&(x|z))&t)) + 12297829383718346639*(((y^~(~x&(y|z)))&~t)|(((x&y)^(x^(y&z)))&t)) + 12297829365038663214*((~(~x&(y|z))&~t)|(((x&y)^(x^(y&z)))&t)) + 12297829365038663214*((~(~x|(y^z))&~t)|((y|(x&z))&t)) + 12297829398662093379*(((x|(~y&z))&~t)|((z|(x&~y))&t)), 3735936685*~x
9564978407483193672*((((x|~y)&~(x^(y^z)))&~t)|(~z&t)) + 17080318587459943475*((~(~x|(y&z))&~t)|((~(x&~y)&(y^z))&t)) + 2732850976235152967*(((~x|(y|z))&~t)|(((x^y)&~(x^z))&t)) + 2049638231242380554*(((y&~z)&~t)|((~(x&y)&(y^z))&t)) + 11614616638725574226*(((y&(x|~z))&~t)|((y^z)&t)) + 16397105846203107747*(((y&(x|z))&~t)|((y&(x^z))&t)) + 12981042128711119052*(((y^(~x|(~y|z)))&~t)|(~(x&z)&t)) + 12981042124975182367*(((z|~(x^y))&~t)|(((x|y)&~(x^(y^z)))&t)) + 13664254869967954780*(((y^(x&(~y|z)))&~t)|(~(x&y)&t)) + 8198552921233585531*(((~z|~(x^y))&~t)|((z^(x&y))&t)) + 5465701944998432564*((~(~x&(y^z))&~t)|((~(x|~y)|(y^z))&t)) + 15713893097474398649*(((x|(y&z))&~t)|(~(x^y)&t)) + 17080318587459943475*((((x^y)&~(x^z))&~t)|((z^~(x|~y))&t)) + 15713893097474398649*((~(~x|(~y&z))&~t)|(((x&z)^(x^(y&z)))&t)) + 3416063717491988695*((((x|y)&~(x^(y^z)))&~t)|((z^(x&~y))&t)) + 3416063721227925380*((~(y^z)&~t)|((y^~(x|(y&z)))&t)), 3735936685*~x
2170205186021344116*((~(y&z)&~t)|(~(~x|(y&z))&t)) + 3255307779032016174*(((y^~(x&(~y&z)))&~t)|((~(x|y)|(y^z))&t)) + 6510615558064032348*(((y|~z)&~t)|((x^(y|z))&t)) + 9765923329624175152*(((y^(x|z))&~t)|(((x|y)&~(x^(y^z)))&t)) + 1085102596746608743*(((~x&(y^z))&~t)|((z^~(x&y))&t)) + 6510615550592158978*((((x&z)|~(y|z))&~t)|((y^~(x&(~y|z)))&t)) + 1085102581802862003*((((x&z)^~(y&~z))&~t)|(((x&z)|~(y|z))&t)) + 16276538895160080870*((((x&z)^~(y&~z))&~t)|(~(x^(y|z))&t)) + 9765923333360111837*(((y|z)&~t)|((y^(~x|(y^z)))&t)) + 8680820747821313149*((~(~x&(y&z))&~t)|(~(y^z)&t)) + 17361641473227006188*(((z^~(x&(y&z)))&~t)|((y|~z)&t)) + 6510615558064032348*(((y^~(x|(~y&z)))&~t)|(((x&~y)|~(y^z))&t)) + 13021231112392128011*(((~(x&y)&~(y^z))&~t)|(((x&y)|~(x^(y^z)))&t)) + 1085102589274735373*(((y&(x^z))&~t)|(~(~x&(~y&z))&t)) + 3255307775296079489*(((y^(~x|(y&z)))&~t)|((x|z)&t)) + 7595718154810641091*(((~(x&y)&~(y^z))&~t)|(~(x&~x)&t)), 3735936685*~x
604811287107227842*((~(x|(y|z))&~t)|(~(x|z)&t)) + 6652924094668582617*(((z&(x|~y))&~t)|((y&~z)&t)) + 16027498947696260358*(((~z|~(x^y))&~t)|(~(~x|(y&z))&t)) + 1512028206560259550*(((~y&(x^z))&~t)|((y^(x|z))&t)) + 15422687668060905886*((((x|~y)&~(y^z))&~t)|(((x&z)^~(y&~z))&t)) + 5140895880636449697*(((x&z)&~t)|(((x^y)|(x^z))&t)) + 4838490244554709146*(((~x&(y^z))&~t)|((~(x^y)&~(x^z))&t)) + 13608253817947032415*(((x^z)&~t)|((y&(x|~z))&t)) + 9374574853027677741*(((~(x^y)&~(x^z))&~t)|((~y|~(x^z))&t)) + 11189008703141551212*(((z&(x^y))&~t)|((~(x^y)|~(x^z))&t)) + 13608253825418905785*(((z^~(x&~y))&~t)|((~(x|~y)|~(y^z))&t)) + 15120282024507291965*((((x|y)&(x^(y^z)))&~t)|((y&(x|z))&t)) + 12398631269884133526*(((~(x&~y)&(x^(y^z)))&~t)|((z^~(~x|(y&z)))&t)) + 11793819986512842369*(((y|(x&~z))&~t)|((y|(x&z))&t)) + 302405643553613921*(x|(~y|(z|t))), 3735936685*~x
12297829398662093379*(((y&~z)&~t)|((~z&(x^y))&t)) + 16397105846203107747*(((y^~(~x&(y^z)))&~t)|((~x&(~y&z))&t)) + 12297829368774599899*((((x&z)|(y&~z))&~t)|((~y&(x^z))&t)) + 11207810055*((~(x&(y&z))&~t)|((y^~(x&~z))&t)) + 6148914693727141662*(((y^(~x&(y^z)))&~t)|((~(x&y)&~(y^z))&t)) + 4099276451276951053*((((x^y)|(x^z))&~t)|((y^~(~x&(y|z)))&t)) + 10248191156211902770*((((x|~y)&(y^z))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 4099276455012887738*(((x&y)&~t)|((~(x^y)&~(x^z))&t)) + 8198552921233585531*((~(x|(~y|z))&~t)|(((x|y)&(x^(y^z)))&t)) + 16397105838731234377*((~(x&(y&z))&~t)|((y^~(x&(y|z)))&t)) + 10248191156211902770*(((z^~(x|y))&~t)|((~y|~(x^z))&t)) + 14347467626168537248*(((x&(y&z))&~t)|((y&z)&t)) + 3735936685*(((x&(~y&z))&~t)|((y|(x&~z))&t)) + 4099276458748824423*(((x&y)&~t)|((y|~(x|~z))&t)) + 4099276462484761108*((((x&z)|(y&~z))&~t)|(~(x&(~y&z))&t)) + 12297829372510536584*((~(x|(y|z))&~t)|((y|(x&z))&t)), 3735936685*~x
6349004533652569205*((((y&z)|(x&(y|z)))&~t)|((~z&(x^y))&t)) + 10181494534186241324*((((x&z)^(x^(y&z)))&~t)|((y^~(x&(~y&z)))&t)) + 2331816214168743944*(((z^~(x|(~y&z)))&~t)|(((y&z)^~(x&(y^z)))&t)) + 15907142257259774586*(((y^~(x|~z))&~t)|((z^(~x|(y&z)))&t)) + 2793562000336316744*(((y^~(x|~z))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 17338554186160189559*((((x&z)|(y&~z))&~t)|((x^z)&t)) + 14221770148208756584*((((x|~y)&(y^z))&~t)|((z^~(~x&(y|z)))&t)) + 9465788575339938865*((~(x|~y)&~t)|((~(x&y)&~(x^(y^z)))&t)) + 3024434882212293089*((x&~t)|((y^~(~x&(y|z)))&t)) + 10089145378447101438*(((~(x|y)|(y^z))&~t)|(((x|y)&~(x^(y^z)))&t)) + 6856924901425648633*(((y|(x&~z))&~t)|(~(x&(y&z))&t)) + 6025782484829642919*(((y|~(x^z))&~t)|(~(x^y)&t)) + 2978260300606786461*(((y^(x&~z))&~t)|((y^(~x&(~y|z)))&t)) + 17892649135538775615*(((z^(x|(~y&z)))&~t)|(((x&y)|(x^(y^z)))&t)) + 14037071832994540127*((~(x|~z)&~t)|((x|(y&z))&t)) + 14406468467158909726*(((y^(x|(y|z)))&~t)|(z&t)), 3735936685*~x
1494374674*((~(x^(~y|z))&~t)|(((y&z)^~(x&(y^z)))&t)) + 18446744069226427594*((~(~x|(~y&z))&~t)|((z^(x|y))&t)) + 4483124022*((((y&z)^~(x&(y^z)))&~t)|((y^(~x|(y|z)))&t)) + 6724686033*(((~(x^y)&~(x^z))&~t)|((y^z)&t)) + 18446744069973614931*(((z^~(x&y))&~t)|(~(y&z)&t)) + 2988749348*(((~(x&y)&(x^(y^z)))&~t)|((y^~(~x|(~y&z)))&t)) + 5230311359*(((x&z)&~t)|((y^~(~x|(y^z)))&t)) + 18446744069973614931*(((y^(~x|(y|z)))&~t)|((~x&(y|z))&t)) + 18446744067732052920*(((~y&(x^z))&~t)|(((x|y)&(x^(y^z)))&t)) + 5977498696*(((y^~(x|~z))&~t)|((x&y)&t)) + 5230311359*(((y^(x&(~y|z)))&~t)|((z^~(x&(y|z)))&t)) + 18446744070720802268*((((x&y)|(y^z))&~t)|((z&(x|~y))&t)) + 18446744072215176942*((~(x|~y)&~t)|(((x&y)|~(y|~z))&t)) + 2988749348*((~(y|~z)&~t)|((z^(x&~y))&t)) + 4483124022*((~(~x|(~y|z))&~t)|((~(x|y)|~(y^z))&t)) + 18446744065490490909*((((x&z)|(y&~z))&~t)|(~(~x&(y^z))&t)), 3735936685*~x
15191436278239414028*((~(~x&(y&z))&~t)|(~(~x|(y|z))&t)) + 6510615548350596967*(((x^(y|z))&~t)|((y^(~x|(y&z)))&t)) + 11936128517139893942*(((y^(x&z))&~t)|((x&(y^z))&t)) + 5425512966547734964*(((~(x|y)|(x^(y^z)))&~t)|(((x|~y)&(y^z))&t)) + 13021231123599938066*(((x|(y|z))&~t)|((y^(x|(~y&z)))&t)) + 4340410370548313558*(((z^~(x&(y&z)))&~t)|(~(x&(y&z))&t)) + 5425512968789296975*(((y^(x|(y^z)))&~t)|(((x|~y)&~(y^z))&t)) + 3255307773054517478*(((y^(x|(y|z)))&~t)|((y^(~x&(~y|z)))&t)) + 3255307790239826229*((~(x&~x)&~t)|(((x&z)|(y&~z))&t)) + 5425512958328674257*(((y&~(x^z))&~t)|(((x&~y)|(x^(y^z)))&t)) + 8680820745579751138*((~(x|z)&~t)|(((x&z)^(x^(y&z)))&t)) + 7595718141361269025*(((z^(x&(y|z)))&~t)|(((x&y)|~(y^z))&t)) + 9765923349051045914*((~(y|~z)&~t)|((~(x^y)|(x^z))&t)) + 4340410359340503503*((~(y|~z)&~t)|((x|(y&z))&t)) + 17361641475468568199*(((y^~(~x&(~y|z)))&~t)|((z|~(x|~y))&t)) + 8680820733624753746*(((z&(x|y))&~t)|((y|z)&t)), 3735936685*~x
18446744058478425131*(((z^~(~x&(y&z)))&~t)|(~(x|(~y|z))&t)) + 18446744069686235186*((~(x&(y&z))&~t)|(~(x|z)&t)) + 14081607505*((((x&z)|(y&~z))&~t)|((~y&(x^z))&t)) + 10345670820*(((y^(x|(~y&z)))&~t)|((~(x&y)&(x^(y^z)))&t)) + 18446744041523020176*(((z^(x|~y))&~t)|((z^~(~x&(~y&z)))&t)) + 16093265720*(((y^~(~x|(y&z)))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 19541822660*(((y^~(~x|(~y&z)))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 7759253115*((((y&z)|(~x&(y|z)))&~t)|((z^~(~x&(~y|z)))&t)) + 18446744023130716496*(((x&(~y|z))&~t)|((y^~(~x&(~y|z)))&t)) + 18446744069973614931*(((z^(x&y))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 48567176905*(((z^~(~x|(y&z)))&~t)|((y^(x|(y^z)))&t)) + 19254442915*((((x&z)|~(y|z))&~t)|((y&~(x^z))&t)) + 18446744072272652891*((((x&~y)|(x^(y^z)))&~t)|((y^~(x&(~y|z)))&t)) + 35922468125*(((~z&~(x^y))&~t)|((y|~(x|z))&t)) + 18446744030315210121*~((x|~z)&~y) + 18446744063363880796*((((x|~y)&(x^(y^z)))&~t)|(((x^y)|~(x^z))&t)), 3735936685*~x
13176245777075793585*(((y|~(x^z))&~t)|((y^~(~x&(~y&z)))&t)) + 5270498304105631401*(((z^~(x&(~y&z)))&~t)|(((x^y)&~(x^z))&t)) + 7905747446818605389*((((y&z)|(x&(y|z)))&~t)|(((x^y)&~(x^z))&t)) + 10540996600739389432*(((~z&~(x^y))&~t)|((z^(~x|(y&z)))&t)) + 10540996600739389432*((((x&y)^~(x^(~y|z)))&~t)|(((x&z)^(x^(~y&z)))&t)) + 7905747484177972239*(((~(x|y)|(y^z))&~t)|((~(x|y)|(y^z))&t)) + 5270498296633758031*((((x&z)|~(y|z))&~t)|((z^(x|~y))&t)) + 3735936685*((((x|~y)&(y^z))&~t)|((x^(y|z))&t)) + 18679683425*(((~z|~(x^y))&~t)|((y^(x&(~y|z)))&t)) + 15811494897373147463*(((~(x|y)|(y^z))&~t)|((y^(x|(~y&z)))&t)) + 13176245747188300105*(((~(x|~y)|(x^(y^z)))&~t)|((y^~(x|(~y&z)))&t)) + 5270498319049378141*(((y^(x&(~y|z)))&~t)|((z^~(x&(y|z)))&t)) + 2635249146448910673*(((z^(~x|(y&z)))&~t)|(((x&~y)|(x^(y^z)))&t)) + 2635249161392657413*(((y^~(~x|(y&z)))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 15811494916052830888*(((y|~z)&~t)|((y^(x&(y^z)))&t)) + 15811494930996577628*((((x&~y)|~(y^z))&~t)|(z&t)), 3735936685*~x
