# 49374 + 3735936685*x
18446744069973614931*~(x|(~y|z)) + 3735936685*(y&~z) + 18446744069973614931*~(x&(~y|z)) + 18446744069973664305, 49374 + 3735936685*x
18446744069973516183*~(y|z) + 18446744069973368061*(x&~y) + 18446744069973417435*(z^~(x&(y&z))) + 18446744069973466809*(y^~(x&(~y|z))) + 3736035433*(x^(~y&z)) + 7472120240*~(~x&(y|z)) + 3736084807*((x^y)|~(x^z)) + 18446744069973417435*((y&z)|(x&(y|z))), 49374 + 3735936685*x
148122*~(x|y) + 49374*((x^y)&~(x^z)) + 18446744073709502242*(~(x&y)&~(x^(y^z))) + 49374*(z^(~x&(y|z))) + 3736035433*x + 18446744073709502242*(z&(x|~y)) + 18446744073709403494*~(~x&(y&z)), 49374 + 3735936685*x
12297829383718330181*((y&z)^~(x&(y^z))) + 12297829383718330181*(y^~(x&~z)) + 12297829383718330181*(z^(x&(~y|z))) + 12297829372510569500*(~x&(y|z)) + 6148914686255284750*((x|~y)&~(y^z)) + 3735936685*(~(x|~y)|(x^(y^z))) + 6148914693727108746*(y|(x^z)) + 6148914693727108746*(z^~(x|(y&z))), 49374 + 3735936685*x
6148914689991199491*(y^~(x&(y^z))) + 6148914689991166575*(y^~(~x&(y^z))) + 12297829383718368583*((x&y)^~(x^(~y|z))) + 18446744073709535158*(y^~(x&~z)) + 18446744073709518700*((y&~z)|~(~x|(~y&z))) + 3735969601*~(~x&(y|z)) + 6148914689991183033*((x&y)|~(x^(y^z))) + 12297829383718319209*(x|z), 49374 + 3735936685*x
3735936685*(y^(~x|(y&z))) + 3735986059*(y^(x|z)) + 18446744073709502242*~(x&(y|z)) + 18446744069973614931*(~(x|~y)|~(x^(y^z))) + 18446744069973614931*(y^(x|(~y&z))) + 18446744062501790935*((x&y)|(x^(y^z))) + 7471774622*(x|(y^z)) + 7471873370*(y|(x&~z)), 49374 + 3735936685*x
12297829387454266866*(y^(x|(y|z))) + 12297829379982393496*(y^(x|z)) + 6148914689991221435*((x^y)&(x^z)) + 18446744073709502242*(~(x&~y)&~(x^(y^z))) + 6148914693727108746*((x|y)&(x^(y^z))) + 3735936685*((y&z)|(x&(y|z))) + 12297829379982393496*z, 49374 + 3735936685*x
18446744066237727620*(~(x|y)|(y^z)) + 3735887311*(~x|(y^z)) + 7471823996*(z^~(x&(y|z))) + 18446744062501840309*(y&~(x&~z)) + 18446744069973614931*(~(x|~y)|~(y^z)) + 7471823996*y + 3735887311*((y&z)|(~x&(y|z))), 49374 + 3735936685*x
7471823996*(~x&(~y&z)) + 18446744069973614931*(y^~(x&~z)) + 7471823996*((x|y)&~(x^(y^z))) + 7471823996*(z^~(x&y)) + 3735936685*(y^~(x&z)) + 18446744066237678246*~(x&(y^z)), 49374 + 3735936685*x
7471823996*((x&~y)|(y^z)) + 7471823996*((x|y)&~(x^(y^z))) + 18446744062501790935*(~x|(y^z)) + 18446744066237727620*((y&z)|(~x&(y|z))) + 14943647992*(~x|(y&z)) + 18446744069973614931*~(x&(y^z)), 49374 + 3735936685*x
3735936685*(y^(x|(y&z))) + 18446744073709502242*(~(x&~y)&~(x^(y^z))) + 3735936685*(y^(~x&(y|z))) + 3735936685*(x&(~y|z)) + 18446744069973565557*((x&~y)|(x^(y^z))), 49374 + 3735936685*x
18446744066237776994*((y&z)^~(~x&(y^z))) + 18446744062501840309*((x&z)^~(x^(y&z))) + 11207661933*(~(x&y)&~(y^z)) + 18446744055030065687*(~x&(~y|z)) + 18446744055030065687*(y^~(x|(y^z))) + 14943598618*(z^(~x&(~y|z))) + 18446744051294178376*(z&(x|y)) + 29887147862*(~x|(y|z)), 49374 + 3735936685*x
7471823996*(y^(x|(~y|z))) + 18446744058765854250*((x&y)^(y|~z)) + 7471823996*(~(x&~y)&~(x^(y^z))) + 18446744069973614931*(y^(x&z)) + 18446744058765804876*((x|y)&(x^(y^z))) + 7471873370*(z^~(x&y)) + 18679634051*(y^(x&~z)) + 18446744066237678246*((x&y)^(x^(~y|z))), 49374 + 3735936685*x
11207711307*(~(x&y)&(y^z)) + 18446744069973614931*(y^(x|~z)) + 14943647992*~(y^z) + 18446744069973614931*(y&(x|z)) + 3735936685*((x&z)^(x^(y&z))) + 18446744062501790935*~(x&(y^z)) + 3735887311*(y^~(x|(y&z))) + 18446744069973664305*(z|~(x|y)), 49374 + 3735936685*x
3689348809511608839*(y^~(~x&(y&z))) + 3689348816983432835*((x^y)|(x^z)) + 14757395260462006092*(z^~(x&y)) + 11068046443478523883*(y^~(x&(~y|z))) + 14757395260462006092*(y^(x&~z)) + 14757395256726069407*(y|~(x|z)) + 7378697626495091048*(y|(x^z)) + 11068046450950397253*(x|(~y|z)), 49374 + 3735936685*x
18446744066237628872*~(x|(~y|z)) + 18446744069973516183*(~(x^y)&(x^z)) + 3735936685*(y^(x|(y|z))) + 3735936685*(x&(y&z)) + 18446744073709502242*(x|~z) + 18446744066237628872*(y^(~x|(y^z))) + 7471972118*(~(x^y)|~(x^z)) + 18446744073709502242*(z^~(x|(y&z))), 49374 + 3735936685*x
11068046444972898557*(y^~(~x&(~y&z))) + 14757395261209193429*(y^~(~x|(y^z))) + 3689348816236294872*((x|y)&(x^(y^z))) + 14757395253737320059*(z^(~x&(y|z))) + 14757395268681066799*((x&y)|(y^z)) + 7471873370*~(y^z) + 7378697621264730315*~(x&(~y&z)) + 14757395257473256744*z, 49374 + 3735936685*x
18446744069973614931*(y^~(x&(~y&z))) + 7471823996*(~(x^y)&(x^z)) + 7471873370*(y^(x|(y|z))) + 18446744073709502242*(y^(x|(~y|z))) + 7471823996*(~(x^y)&~(x^z)) + 18446744069973664305*~(x^(y|z)) + 11207711307*((y&z)|(x&(y|z))) + 18446744062501790935*(z|(x&y)), 49374 + 3735936685*x
14943697366*(y^(x|(y&z))) + 18446744062501741561*(~x&(y|z)) + 3735936685*(y^~(x|~z)) + 18446744062501741561*(x|~z) + 18446744066237727620*((x&z)^~(x^(~y&z))) + 11207760681*(y|~(x|z)) + 7471823996*((x&y)^(x^(~y|z))), 49374 + 3735936685*x
15851171824121228840*(~(x&y)&~(x^(y^z))) + 2595572245852386091*((x&y)^(y|z)) + 10521158161648937196*(~x|(y^z)) + 10521158157913000511*(y^~(x&z)) + 13116730411237259972*((x&z)|~(y|z)) + 49374*((y&~z)^(x|(y^z))) + 5330013666208178955*(~y|~(x^z)) + 7925585915796501731*(x|z), 49374 + 3735936685*x
11207760681*~(x|~y) + 18446744066237678246*(~x&(y|z)) + 3735887311*(y^(x|~z)) + 18446744066237727620*(x^y) + 18446744069973614931*(y^~(x|(y^z))) + 7471823996*(x|(y^z)), 49374 + 3735936685*x
11207760681*(y^z) + 18446744062501790935*((x&~y)|(y^z)) + 7471823996*(x^(y|z)) + 11207760681*(~y|(x^z)) + 18446744058765854250*(~x|(y^z)) + 18446744069973614931*((x&y)|~(y|z)) + 11207760681*(z^~(x&(~y|z))) + 18446744069973614931*~(x&~z), 49374 + 3735936685*x
11207760681*(~z&~(x^y)) + 3735936685*(y^~(~x&(~y&z))) + 18446744069973614931*(y^z) + 18446744055029917565*(~x&(y&z)) + 14943697366*(z^(x|(~y&z))) + 18679634051*(z&~(x&y)) + 18446744055029917565*(~y|(x^z)) + 3735887311*(~x|(~y|z)), 49374 + 3735936685*x
18446744069973614931*(~(x&~y)&(y^z)) + 18446744066237678246*~(y|~z) + 7471873370*(z^(~x|(~y&z))) + 18446744069973614931*((x&y)|~(y|z)) + 3735936685*(y&z) + 18446744051293980880*((x&z)^~(x^(~y&z))) + 7471823996*(~(x|~y)|~(y^z)) + 11207760681*(~x|(y|z)), 49374 + 3735936685*x
4647936514592639288*~(x|(~y|z)) + 11207859429*(x&(~y&z)) + 18446744073709502242*(z^~(x&~y)) + 16122775816413207285*(x^(y|z)) + 18446744069973614931*(~(x|~y)|(y^z)) + 16122775820149193344*(y&(x|~z)) + 18446744069973565557*(x&z) + 2323968261032231642*(z^~(~x|(y&z))), 49374 + 3735936685*x
9200098660048394369*((x&z)^~(x^(y&z))) + 18446744069973614931*(y^(x|(~y|z))) + 9200098660048394369*(y&(x^z)) + 18400197316360901427*~(~x|(y^z)) + 9246645421132981243*(x|(y^z)) + 9246645417397044558*~(y^z) + 18446744069973614931*(y|~(x|~z)), 49374 + 3735936685*x
18446744069973614931*(z^~(x&~y)) + 12297829383718330181*(~(x|y)|(y^z)) + 12297829383718330181*~(x&(y|z)) + 12297829379982393496*(z^(x&y)) + 12297829376246456811*(y&~(x^z)) + 12297829383718330181*((x&y)|~(y|z)) + 7471873370*((x&z)|(y&~z)) + 12297829383718330181*((x&y)^(x^(y&z))), 49374 + 3735936685*x
6148914682519331607*~(x|y) + 12297829379982409954*((x^y)&(x^z)) + 12297829383718346639*(y^~(~x&(y|z))) + 18446744066237727620*((x|y)&(x^(y^z))) + 3735887311*((y&~z)|~(~x|(~y&z))) + 6148914697463078347*(y^~(x&z)) + 6148914689991204977*(~(x&~y)&~(y^z)) + 6148914693727092288*(~x|(~y|z)), 49374 + 3735936685*x
18446744062501790935*(~z&~(x^y)) + 3735887311*(x&~z) + 3735936685*(~(x^y)&(x^z)) + 3735887311*(z^(~x|(y&z))) + 18446744066237678246*~(x|~z) + 18446744069973614931*(~(x&~y)&(x^(y^z))) + 7471823996*(y^~(x|(y&z))), 49374 + 3735936685*x
18446744069973664305*~(x|(y|z)) + 3735837937*(y^~(x&~z)) + 18446744069973664305*((x&y)^(y|z)) + 18446744073709502242*~(x^(y&z)) + 3735936685*((x&~y)|(x^(y^z))) + 18446744069973713679*(y^(~x|(~y&z))) + 3735887311*((x&y)|~(x^(y^z))) + 18446744073709502242*(z|(x^y)), 49374 + 3735936685*x
6148914693727158120*((x&z)^(x^(~y&z))) + 12297829379982393496*(~x|(~y&z)) + 6148914693727158120*(z&(x|~y)) + 6148914686255235376*(x|~y) + 3735936685*~(~x&(y&z)) + 3735936685*~(~x&(y^z)) + 6148914689991172061*(x|(y|z)), 49374 + 3735936685*x
3672184150860604333*(~z&~(x^y)) + 12917012022236908798*~(~x|(y&z)) + 12917012014765084802*((y&z)^~(~x&(y^z))) + 12917012018500972113*(~(x|y)|(y^z)) + 12917012018500972113*(z^~(~x&(y|z))) + 11059464110417109632*(y^(x|(~y&z))) + 5529732058944466814*(x&(~y|z)) + 12917012018500972113*((x&z)^~(x^(~y&z))), 49374 + 3735936685*x
5153408545911191719*~(~x|(y|z)) + 18446744069973664305*(~z&(x^y)) + 7471774622*~(x|(y&z)) + 18446744066237727620*~x + 3735887311*(y^(x&(y|z))) + 5153408542175304408*(y&(x|z)) + 13293335535270134519*((x&z)^(x^(y&z))), 49374 + 3735936685*x
7378697629483791022*(z^(x|(y&z))) + 3689348818477807509*(x&(~y&z)) + 7378697629483791022*(~(x&y)&~(y^z)) + 7378697633219777081*~(~x|(~y&z)) + 3689348814741870824*(y&(x|~z)) + 14757395258967631418*~(x^(~y|z)) + 11068046444225711220*((x&y)^(x^(~y|z))), 49374 + 3735936685*x
4099276458748807965*((x&y)^~(x^(y&z))) + 6148914689991155603*(y^(x|(y|z))) + 14347467607488820907*(~(x&y)&~(x^(y^z))) + 2049638234978333697*(~z|(x^y)) + 10248191152475949627*((x&y)|~(y|z)) + 6148914693727141662*(z^(~x&(~y|z))) + 12297829379982360580*y + 8198552924969538674*(z|(x&y)), 49374 + 3735936685*x
18446744069973614931*~(x|(~y|z)) + 18446744058765854250*(~(x^y)&(x^z)) + 18446744069973614931*(~(x&y)&(y^z)) + 11207760681*(y^(~x|(~y|z))) + 18446744066237678246*(~(x&y)&~(y^z)) + 11207760681*((x&z)^(y|z)) + 18446744069973614931*(~x|(y^z)) + 3735887311*(x&(y&z)), 49374 + 3735936685*x
18446744069973614931*~(x|(y&z)) + 7471823996*(z^~(x&(~y&z))) + 14943647992*~(x|~y) + 18446744058765903624*~(x^(~y&z)) + 3735936685*(z^(~x&(~y|z))) + 18446744066237727620*(y|(x&~z)) + 3735887311*((x&~y)|~(y^z)) + 3735887311*(~x|(y|z)), 49374 + 3735936685*x
7861965943957101109*(x&~z) + 2722812185795349398*((x&y)^~(x^(y&z))) + 4333706567372901566*((x|y)&(y^z)) + 3528259376584150169*(~(x|y)|(x^(y^z))) + 805447190788800771*(y^(~x&(~y|z))) + 14113037510072537361*x + 7056518753168300338*y + 11390225320541201904*(~(x|y)|~(y^z)), 49374 + 3735936685*x
3735903769*~(y|z) + 18446744062501807393*~(x|z) + 7471823996*(z^(~x|(y|z))) + 18446744073709502242*(z^~(~x&(~y|z))) + 3735887311*(z&~(x^y)) + 18446744069973664305*(z^~(~x|(y&z))) + 18446744073709518700*(z^~(x|y)) + 3735920227*(y^~(~x|(y&z))), 49374 + 3735936685*x
3735887311*(x^(y&z)) + 3735986059*(x&y) + 3735986059*((x&z)|~(y|z)) + 18446744073709452868*~(~x&(y|z)) + 18446744073709502242*(z&(x|~y)) + 18446744073709502242*((x&z)^~(x^(~y&z))) + 18446744073709502242*((x&y)|~(y^z)) + 18446744069973713679*~(~x&(y^z)), 49374 + 3735936685*x
18446744069973614931*(~x&(~y|z)) + 18446744069973614931*~(x^(~y|z)) + 3735936685*~(~x&(y&z)) + 3735986059*(y^~(x|z)) + 18446744069973565557*~(x&~y) + 18446744073709502242*~(~x&(y^z)) + 3735936685*(z|(x^y)), 49374 + 3735936685*x
7471823996*(y&(x^z)) + 18446744069973565557*(z^(x|~y)) + 18446744066237678246*(~x&(y|z)) + 3735936685*(y^(x|(~y&z))) + 3735887311*(~(x|y)|(x^(y^z))) + 18446744073709502242*(z^(~x&(y|z))) + 49374*(y|~z), 49374 + 3735936685*x
18446744073709502242*(~(x&y)&(y^z)) + 3735936685*(z^(x&y)) + 18446744069973614931*(~x|(y^z)) + 3735936685*(x|~z) + 18446744073709502242*((x&y)|~(y^z)), 49374 + 3735936685*x
18446744069973614931*~(x|(y&z)) + 18446744066237727620*~(x&(y|z)) + 18446744069973614931*((x|y)&~(x^(y^z))) + 7471823996*~(x&(y&z)) + 3735887311*~(x&(y^z)), 49374 + 3735936685*x
3735887311*(~(x&~y)&(y^z)) + 18446744069973614931*~(x&y) + 18446744066237727620*(y^~(x&(~y|z))) + 7471823996*(y^~(x&(y&z))) + 3735887311*(~(x&~y)&~(y^z)), 49374 + 3735936685*x
18446744073709502242*(y^(~x|(y&z))) + 49374*(y&~(x&z)) + 3735986059*~(x^(y&z)) + 98748*((x&y)^(x^(~y|z))) + 3735887311*(~(x|y)|~(y^z)) + 18446744066237579498*(~x|(y&z)) + 3735887311*(y|(x&z)), 49374 + 3735936685*x
18446744069973614931*(~x&(~y&z)) + 18446744073709502242*~(x|(~y&z)) + 3735887311*(x|(y^z)) + 3735887311*~(y^z) + 18446744069973664305*(~(x|~y)|~(y^z)), 49374 + 3735936685*x
7471823996*~(y|z) + 18446744069973614931*~(x|(y&z)) + 18446744069973614931*(~(x&y)&~(y^z)) + 3735887311*(y|z), 49374 + 3735936685*x
12297829383718363097*(z^(x|(~y&z))) + 6148914686255350582*~(x|~z) + 18446744069973713679*(~(x^y)&~(x^z)) + 6148914689991237893*(y&~(x^z)) + 12297829387454250408*((x|~y)&(x^(y^z))) + 12297829379982377038*~(x&(y^z)) + 6148914693727075830*(y^~(x|(y&z))) + 3735887311*(z^~(x|(y&z))), 49374 + 3735936685*x
18446744058765755502*~(x|~z) + 18446744062501692187*(x^y) + 3735936685*(y^(x&z)) + 18446744066237678246*(z^(~x|(~y&z))) + 18446744051293832758*(y^~(x|(~y&z))) + 11207810055*(~y|~(x^z)) + 18679732799*(y^~(x|z)) + 3735936685*(y|(x^z)), 49374 + 3735936685*x
49374*(y&~z) + 18446744069973565557*(~(x&~y)&(y^z)) + 3735986059*((x|~y)&(y^z)) + 18446744073709502242*(y^(x&(y|z))) + 49374*(y&~(x^z)) + 3735887311*((y&~z)|~(~x|(~y&z))) + 18446744073709502242*(y^(~x|(~y&z))), 49374 + 3735936685*x
18446744066237727620*((y&z)^~(x&(y^z))) + 7471823996*(y^~(x&(y^z))) + 18446744069973614931*(x^(~y|z)) + 3735887311*~(x&y) + 3735887311*(y&~(x^z)), 49374 + 3735936685*x
3842295217824454238*~(~x|(~y|z)) + 7471823996*(x&~y) + 3842295214088517553*(~x|(~y&z)) + 14604448863356921374*(~x|(y^z)) + 18446744066237727620*~(x&(y&z)) + 3735887311*~(x^y) + 18446744069973664305*((x&y)|~(y|~z)) + 3735887311*(x|(y|z)), 49374 + 3735936685*x
3735887311*(z^(x|(y|z))) + 18446744066237727620*(z^(x|(y&z))) + 3735936685*(x|(~y&z)) + 18446744069973664305*(y^(x&(y^z))) + 18446744073709502242*~(x&~z) + 3735887311*(x|z), 49374 + 3735936685*x
1662929895830399560*(~y|(x^z)) + 1662929895830448934*(x&y) + 1662929895830399560*(z&~(x^y)) + 16783814181615039367*(x|(y^z)) + 16783814177879102682*~(x&~y) + 15120884285784639807*(z^~(x|y)) + 3325859791660799120*(z^~(x|(y&z))) + 18446744069973664305*~(x&~z), 49374 + 3735936685*x
7471823996*(z^(~x|(y&z))) + 3735936685*(y^(x|(y^z))) + 18446744069973614931*(~x|(y^z)) + 18446744069973614931*~(x&(y&z)) + 18446744066237678246*(z^(x&~y)) + 11207760681*(z^~(~x|(y&z))), 49374 + 3735936685*x
3735936685*(z^(~x|(~y|z))) + 18446744069973565557*(y^~(~x&(y^z))) + 18446744069973664305*~(x|(~y&z)) + 18446744069973565557*(~x&(~y|z)) + 18446744073709502242*(~z|(x^y)) + 3735986059*(y^~(~x&(y&z))) + 18446744073709502242*(z&~(x&~y)) + 3735936685*(y|~(x^z)), 49374 + 3735936685*x
1718770175509149582*~(x|(~y|z)) + 17587358985954976825*(z^(x|(y|z))) + 859385087754624165*~(~x|(y&z)) + 18446744069973664305*~(x|~z) + 859385087754574791*(z^~(~x&(y|z))) + 17587358985954927451*~(x&(y&z)) + 3735887311*(x|z), 49374 + 3735936685*x
3735936685*(x&(~y&z)) + 18446744069973664305*~(x|(y^z)) + 18446744073709502242*((x&~y)|~(x^(y^z))) + 3735887311*((x&y)|~(y^z)) + 49374*(x|(y&z)) + 18446744073709502242*(z|~(x|~y)), 49374 + 3735936685*x
11207810055*~(~x|(~y|z)) + 18446744066237727620*(~z&~(x^y)) + 7471873370*(y^~(~x&(~y&z))) + 18446744069973614931*(z^~(x&(~y&z))) + 18446744073709502242*(~y|(x^z)) + 3735887311*(y^~(x|(y^z))), 49374 + 3735936685*x
3735936685*(x&~z) + 18446744073709502242*(z^(x&(~y|z))) + 3735936685*(x&z) + 18446744073709502242*(z^~(x&(~y|z))), 49374 + 3735936685*x
18446744066237678246*(~y&(x^z)) + 18446744073709502242*((x^y)&(x^z)) + 14943746740*(~y|~(x^z)) + 18446744062501692187*(~(x^y)|~(x^z)) + 18679683425*(y^~(x|z)) + 18446744051293931506*(y|~z) + 18446744058765804876*(z&~(x&~y)) + 18679683425*(y|(x^z)), 49374 + 3735936685*x
3735887311*((y&z)^~(~x&(y^z))) + 6148914693727108746*(y&~(x&z)) + 6148914689991172061*(x^(y|z)) + 12297829379982442870*(x^(~y|z)) + 6148914686255284750*(~(x&y)&~(x^(y^z))) + 12297829383718379555*(y^~(~x&(~y|z))) + 6148914689991221435*(z^~(x|(~y&z))) + 12297829387454217492*(z|~(x|y)), 49374 + 3735936685*x
49374*(y^~(~x&(~y&z))) + 18446744073709502242*~(y&z) + 49374*(z&~(x^y)) + 18446744073709502242*((x|~y)&(x^(y^z))) + 3735936685*x + 18446744073709502242*(z^~(x|y)), 49374 + 3735936685*x
18446744069973614931*((x&z)^~(y&~z)) + 18446744073709502242*(z^~(~x&(y|z))) + 18446744069973614931*(y^(x&(y|z))) + 3735936685*(~y|(x^z)) + 18446744073709502242*(~(x^y)&~(x^z)) + 49374*~(y^z) + 3735887311*(y^~(~x|(y&z))), 49374 + 3735936685*x
12297829383718313723*(y^(x|(~y&z))) + 6148914689991188519*((x|~y)&(x^(y^z))) + 12297829387454299782*(x&(~y|z)) + 12297829379982426412*(x&(y|z)) + 3735887311*~(x^(y|z)) + 6148914693727125204*(y|(x&~z)) + 18446744069973614931*((x^y)|~(x^z)), 49374 + 3735936685*x
3735887311*~(x|(y|z)) + 18446744069973614931*((y&~z)|~(x|(~y&z))) + 3735936685*(z^~(x|(y&z))) + 18446744066237678246*~(x&~z) + 3735936685*(~x|(y|z)) + 3735887311*(x|(y|z)), 49374 + 3735936685*x
3735936685*(z^(~x|(y|z))) + 11068046440489774535*(z^~(x&~y)) + 3689348814741920198*((x|~y)&(y^z)) + 11068046447961647905*(z^(~x&(~y|z))) + 7378697629483840396*((x&~y)|(x^(y^z))) + 14757395255231694733*(~x|(y&z)) + 11068046444225760594*(y|(x&z)) + 11068046447961598531*(x|(y|z)), 49374 + 3735936685*x
18446744069973614931*(~z|(x^y)) + 3735936685*~(~x|(y^z)) + 18446744055030016313*(y&~(x^z)) + 7471823996*(y^~(x|(y^z))) + 18446744069973614931*(y^~(x&(~y|z))) + 3735887311*(~(x&~y)&(x^(y^z))) + 7471823996*(z^(~x&(y|z))) + 3735887311*(y^(x&~z)), 49374 + 3735936685*x
18446744066237727620*(~z&~(x^y)) + 18446744066237678246*((y&z)^~(x&(y^z))) + 7471873370*(z^~(~x&(~y&z))) + 3735887311*((y&z)^~(~x&(y^z))) + 18446744073709502242*((x&z)^(y|z)) + 3735887311*(~(x^y)&~(x^z)), 49374 + 3735936685*x
197496*~(y|z) + 98748*(y^(x|z)) + 18446744073709354120*(y^(x|(~y|z))) + 3735887311*x + 49374*(y^(~x|(y^z))) + 18446744073709452868*~(y^z) + 49374*(y^(x&(y^z))), 49374 + 3735936685*x
3735788563*~(x|(y|z)) + 18446744073709502242*~(x|(y&z)) + 18446744069973713679*(y^~(~x&(y^z))) + 3735887311*((x|~y)&(y^z)) + 3735936685*((x|~y)&~(y^z)) + 18446744069973713679*((x&y)^(x^(~y|z))) + 18446744073709502242*(~(x|y)|~(y^z)) + 3735837937*(y^~(~x|(y&z))), 49374 + 3735936685*x
18446744066237727620*(~x&(~y&z)) + 7471823996*(~y&(x^z)) + 3735936685*(y^(~x|(y&z))) + 3735986059*(x&(~y&z)) + 3735887311*(z^(x&y)) + 18446744066237678246*(~y|(x^z)) + 18446744073709502242*~(x^z) + 3735936685*~(~x&(y^z)), 49374 + 3735936685*x
18446744066237678246*(~x&(~y&z)) + 7471873370*(~(x&~y)&(y^z)) + 18446744066237678246*(~y&~(x^z)) + 18446744062501741561*(y^~(~x|(y^z))) + 18446744066237678246*~(x^(y&z)) + 18446744062501790935*(y^(x&(y^z))) + 14943697366*((x^y)|~(x^z)) + 7471823996*(y|z), 49374 + 3735936685*x
11068046444225711220*~(x|(y|z)) + 14757395262703518729*((x&y)^~(x^(~y|z))) + 14757395255231744107*(y^~(~x|(y^z))) + 14757395258967631418*(z^(x&(~y|z))) + 14757395258967631418*(y^~(~x&(y|z))) + 7378697629483840396*(z^~(x&(y|z))) + 7378697633219727707*((x&z)^(x^(y&z))) + 3689348814741870824*(~x|(y&z)), 49374 + 3735936685*x
16680591168678005637*~(x|(~y|z)) + 18446744066237678246*~(x|z) + 18446744069973664305*(~(x^y)&(x^z)) + 18446744073709502242*((x&z)^(y|z)) + 18446744069973614931*(y^~(~x&(~y|z))) + 3735936685*((x&~y)|~(x^(y^z))) + 16680591164942019578*(x|~y) + 1766152912503419349*~(~x&(y&z)), 49374 + 3735936685*x
18446744066237727620*~x + 7471774622*~(x&z) + 3735887311*(y^(x&(y|z))) + 7471774622*(x&(y&z)) + 18446744069973664305*(y|(x&~z)), 49374 + 3735936685*x
18446744073709502242*((y&z)^~(~x&(y^z))) + 6148914689991188519*(z^~(x&~y)) + 12297829383718363097*((x&z)^(x^(~y&z))) + 6148914693727174578*((y&~z)|~(~x|(~y&z))) + 12297829383718313723*(y^(~x&(y|z))) + 18446744069973565557*(~(x|~y)|(x^(y^z))) + 6148914693727125204*(y^~(~x|(y&z))) + 12297829383718363097*~(y&~z), 49374 + 3735936685*x
11207760681*(~(x&~y)&(y^z)) + 18446744069973614931*((x&y)^~(x^(y&z))) + 18446744069973614931*((x&y)^(y|~z)) + 3735936685*(x&(y|z)) + 18446744069973614931*((x&y)|(y^z)) + 7471823996*((x&~y)|~(y^z)) + 18446744069973614931*(z|(x&y)), 49374 + 3735936685*x
18446744069973565557*(x&~z) + 49374*(y^~(x&(~y&z))) + 18446744069973516183*(y^(~x|(~y|z))) + 3735986059*((x&~y)|~(x^(y^z))) + 7471922744*(x|(~y&z)) + 18446744073709502242*(~(x|~y)|~(y^z)) + 18446744069973565557*z, 49374 + 3735936685*x
10952066906659156194*~(x|(y|z)) + 3735837937*~(~x|(y|z)) + 3457389747080634142*((x|~y)&(y^z)) + 7494677163314458737*(y^z) + 10952066910395043505*~(x|~y) + 49374*((x&~y)|~(x^(y^z))) + 7494677163314409363*(~(x|y)|~(x^(y^z))) + 3735887311*~(x^(y|z)), 49374 + 3735936685*x
10972*(z^(x|y)) + 18446744073709524186*(z^~(x&~y)) + 18446744073709513214*(z^(x&(~y|z))) + 18446744073709535158*(y^~(x|(y^z))) + 18446744069973620417*(~(x|y)|(x^(y^z))) + 3735920227*(x^(~y&z)) + 3735925713*(z^~(x&(y|z))) + 18446744073709540644*(z|~(x|~y)), 49374 + 3735936685*x
18446744069973664305*((x&y)^(y|~z)) + 18446744066237628872*~(x^(~y&z)) + 7471873370*(y^~(~x&(y|z))) + 49374*~(x^(y^z)) + 18446744073709502242*(y^(x&(~y|z))) + 18446744069973664305*(z^~(~x|(y&z))) + 3735837937*(~(x^y)|(x^z)) + 3735936685*(y|(x&z)), 49374 + 3735936685*x
3735887311*(z^(~x|(~y|z))) + 18446744069973614931*(y^~(~x&(~y&z))) + 18446744069973614931*(~x&(y|z)) + 18446744073709502242*(x^(~y|z)) + 3735986059*(y^~(~x&(~y|z))) + 3735936685*((x&y)|~(y|~z)) + 49374*~(y^z) + 18446744073709452868*((x&y)^(x^(y&z))), 49374 + 3735936685*x
18446744069973565557*(~x&(y^z)) + 18446744062501741561*(~x&(y&z)) + 18446744069973664305*(x^(y|z)) + 7471823996*(y^(x|(~y&z))) + 18446744069973614931*(z^~(x&(y|z))) + 3735936685*(y&~(x&~z)) + 3735887311*((x&y)|~(y^z)), 49374 + 3735936685*x
3735936685*~(~x|(~y|z)) + 18446744069973614931*((x&z)^(x^(~y&z))) + 18679634051*(y^~(~x&(~y|z))) + 18446744062501741561*(x^y) + 11207760681*(y^~(x|~z)) + 18446744066237678246*(y^~(x|(y&z))) + 18446744066237727620*(z|(x&y)) + 7471823996*(z|~(x^y)), 49374 + 3735936685*x
11207760681*(y&~z) + 18446744069973614931*(y^(~x|(y&z))) + 11207760681*(~z|(x^y)) + 18446744058765854250*(~x|(~y&z)) + 18446744058765854250*(y|(x&~z)) + 11207760681*(z&~(x&~y)) + 7471823996*(~x|(~y|z)), 49374 + 3735936685*x
3735837937*~(y|z) + 49374*(z^(x|(~y|z))) + 3735887311*(y^(x|(y&z))) + 3735837937*~(x&(~y|z)) + 18446744069973664305*~(x&z) + 18446744069973664305*(y^~(~x&(y|z))) + 3735887311*(x|(y&z)), 49374 + 3735936685*x
7471873370*(x&~y) + 18446744069973614931*(y^~(~x&(y^z))) + 18446744069973614931*(y^(x|(y^z))) + 3735887311*((x^y)|(x^z)) + 3735887311*(~(x^y)&~(x^z)), 49374 + 3735936685*x
18446744069973664305*~(x|~z) + 49374*((x|y)&~(x^(y^z))) + 18446744073709502242*(~y|(x^z)) + 49374*~(~x&(y|z)) + 18446744073709502242*(y|~(x^z)) + 3735887311*(x|z), 49374 + 3735936685*x
