# 49374 + 3735936685*(x^y)
9223372092893653274*((x&~z)|~t) + 12297829264168701879*(((~(x&~y)&~(y^z))&~t)|((~(x&y)&(x^(y^z)))&t)) + 3735936685*(((z^(x|(y&z)))&~t)|((~(x^y)&(x^z))&t)) + 15372286734317845926*((~(x&~y)&~t)|((z^(~x|(y&z)))&t)) + 3074457272145042856*((~(~x&(~y|z))&~t)|((x^(~y|z))&t)) + 12297829488324261117*(((~z&~(x^y))&~t)|((y^~(~x&(y&z)))&t)) + 78454423515*((~(x^(y|z))&~t)|((y^~(x|(y^z)))&t)) + 9223371992023659023*((((x&y)^~(x^(y&z)))&~t)|((x^(y^z))&t)) + 134493325668*(((y|(x&~z))&~t)|(((x&y)|~(y|~z))&t)) + 6148914551761959082*(((y^(x&(~y|z)))&~t)|((y^(~x|(~y&z)))&t)) + 18446744066237727620*((~(x|~y)&~t)|(((x|y)&~(y^z))&t)) + 15372286644655612356*((~(x&~x)&~t)|((~x|(y&z))&t)) + 3074457511244299460*(((y^(x|(~y&z)))&~t)|(~(x&(y^z))&t)) + 9223371943456630240*(((~(x^y)&(x^z))&~t)|(((x&y)^(x^(y&z)))&t)) + 18446744013934712778*(((x^(y|z))&~t)|(~(~x&(y^z))&t)) + 12297829432285358964*((((x&z)^(y|z))&~t)|(z&t)), 49374 + 3735936685*(x^y)
11891289577902158931*(((y^~(x&~z))&~t)|((z^(~x|(~y|z)))&t)) + 16007505182773572589*(((x^z)&~t)|((z^(x|~y))&t)) + 8689788532381206244*((((x&y)|(y^z))&~t)|(~(x&z)&t)) + 3811310746773360879*(((z^~(x&(~y&z)))&~t)|(((x|~y)&~(y^z))&t)) + 13720718737698285660*(((y^(x|z))&~t)|(((x&y)|~(y|z))&t)) + 14482980884811435324*(((z^~(~x&(~y|z)))&~t)|((x^(y^z))&t)) + 14025623588324514443*((~(x&y)&~t)|((~(x|y)|(x^(y^z)))&t)) + 7317716654128253656*(((z^~(~x&(y&z)))&~t)|((z^(~x&(y|z)))&t)) + 609809727403915613*(((x&(~y|z))&~t)|((x&(y|z))&t)) + 7622621519698179805*(((~(x&~y)&~(y^z))&~t)|(((x&y)|~(y|~z))&t)) + 2591691314381100389*(((z&(x|y))&~t)|((~(x&~y)&~(y^z))&t)) + 11738837154457037569*((((x&y)^(y|~z))&~t)|(~(y^z)&t)) + 5793192344958355710*(((~x&(~y&z))&~t)|((y|(x&~z))&t)) + 7622621519698179805*(((y^~(x&z))&~t)|((z^(x&~y))&t)) + 9756955533856472002*((((x|~y)&~(y^z))&~t)|((x|(~y|z))&t)) + 11586384716068169467*(((x&~z)&~t)|((x|(y|z))&t)), 49374 + 3735936685*(x^y)
15309542698215279781*(((z^(x&(y|z)))&~t)|((~z&(x^y))&t)) + 12046853276667564115*(((y^(x|~z))&~t)|((x&~z)&t)) + 13929174094492204472*(((~(x^y)|~(x^z))&~t)|((y^(~x|(y&z)))&t)) + 3639153585859850824*(((z|(x&~y))&~t)|((y^~(x&~z))&t)) + 17819303809818556678*(((~x&(y^z))&~t)|((y^(~x|(~y|z)))&t)) + 11544901058830062382*((~(x&(y&z))&~t)|((~x&(y&z))&t)) + 3388177482545004985*((~(~x|(y&z))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 13050757716078553640*(((z&~(x&y))&~t)|((z^(~x|(~y&z)))&t)) + 12423317433507776529*((((x&y)^(y|z))&~t)|(((x&z)|~(y|z))&t)) + 11042948837256574590*(((x&z)&~t)|((z^~(x|(~y&z)))&t)) + 15309542698215329155*((((x&~y)|(y^z))&~t)|((y^(~x|(~y&z)))&t)) + 1631344710773857833*((~x&~t)|((y|~(x|z))&t)) + 14305638262540276315*(((y^(x&(~y|z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 10917460776259334645*((~(x|y)&~t)|((z^~(~x|(y&z)))&t)) + 8282211629810423972*(((z^(x&~y))&~t)|(((y&z)|(x&(y|z)))&t)) + 5270498304105582027*((((y&z)^~(x&(y^z)))&~t)|((x|z)&t)), 49374 + 3735936685*(x^y)
14377609358050688439*(((y^(x&~z))&~t)|(~(~x|(~y|z))&t)) + 1627653891493797381*(((~(x&y)&(x^(y^z)))&~t)|(~(x|y)&t)) + 7595718145360953740*(((~z|(x^y))&~t)|(((y&z)^~(x&(y^z)))&t)) + 16547814535501357182*(((x^z)&~t)|((y^~(x&(y^z)))&t)) + 4611686024031255901*(((z^~(x&(~y|z)))&~t)|((x^y)&t)) + 3526583425966104504*(((z&(x^y))&~t)|((y^(x&z))&t)) + 7866993795811238104*(((~(x&~y)&(y^z))&~t)|(((x|y)&(x^(y^z)))&t)) + 3526583429701991815*((((x|~y)&(y^z))&~t)|(((x|y)&(x^(y^z)))&t)) + 11122301578798882240*(((~(x&~y)&~(y^z))&~t)|((y^(~x&(~y|z)))&t)) + 4069134715658863177*(((y|~(x|z))&~t)|((x&(y|z))&t)) + 17632917129830621268*((~(y|~z)&~t)|((~(x&~y)&~(y^z))&t)) + 11122301575062945555*(((y^~(~x|(y^z)))&~t)|(((x&y)|~(y^z))&t)) + 8138269438789599724*(((z|~(x|y))&~t)|((~x|(y&z))&t)) + 4069134719394799862*(((z^~(x&(y|z)))&~t)|((z^~(~x|(y&z)))&t)) + 15733987599094250830*(((~(x&y)&~(x^(y^z)))&~t)|(z&t)) + 8952096386404516131*(((x&z)&~t)|((y|z)&t)), 49374 + 3735936685*(x^y)
4256940940307941714*(((~(x|~y)|(x^(y^z)))&~t)|(~(x|(y|z))&t)) + 17027763759507241516*(((y|~(x|~z))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 5675921255084912556*(((y|~z)&~t)|((z^~(x&~y))&t)) + 12770822822073146626*(((~(x&y)&(x^(y^z)))&~t)|((~(x&y)&(y^z))&t)) + 12770822822360526371*(((y^(x&(y|z)))&~t)|(((x&y)^(y|~z))&t)) + 12770822820636247901*(((x|(y^z))&~t)|((y&(x^z))&t)) + 14189803130240482081*(((~x&(y^z))&~t)|(~(x&(~y|z))&t)) + 14189803131677380806*((~(y|z)&~t)|(~(x^(y^z))&t)) + 2837960629554139180*((((x&y)^~(x^(y&z)))&~t)|((~x|(~y&z))&t)) + 2837960626967672101*(((z|(x&~y))&~t)|((~(x^y)&~(x^z))&t)) + 7094901564689196110*((~(~x|(y&z))&~t)|((y^~(x|(y^z)))&t)) + 9932862191656868211*(((y^~(x|~z))&~t)|((y^~(x&z))&t)) + 1418980316501348060*(((~z&(x^y))&~t)|((y|~z)&t)) + 14189803131102621316*((~(x&(y|z))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 17027763763243178201*(((y^(x|(y^z)))&~t)|((z^~(~x|(y&z)))&t)) + 2837960626967721475*(((z^~(x|~y))&~t)|((y|z)&t)), 49374 + 3735936685*(x^y)
7767050138854902393*(((x^(y^z))&~t)|((z^~(x&(~y&z)))&t)) + 17475862798413804846*(((z|~(x|y))&~t)|((y^(x|(y|z)))&t)) + 8737931402942888482*(((y^~(x&(y^z)))&~t)|((y^(x|z))&t)) + 970881282767521392*((~(x^y)&~t)|((y^(x|z))&t)) + 17475862805885678216*(((x^z)&~t)|(~(x^(~y&z))&t)) + 15534100270238030164*(((y^(~x|(~y&z)))&~t)|((z^~(~x|(~y&z)))&t)) + 4854406331647444256*(((z^~(x|~y))&~t)|((y^~(x|(y^z)))&t)) + 5825287588263458227*((~(x^(y|z))&~t)|((z^~(x&(y&z)))&t)) + 3883525078767317596*((((x&z)^(x^(y&z)))&~t)|((z^~(x|(~y&z)))&t)) + 8737931410414712478*(((y^(x|(~y|z)))&~t)|(((x|y)&~(y^z))&t)) + 11650575210150346619*((~(~x&(y^z))&~t)|((z^~(~x|(y&z)))&t)) + 7471823996*((((x&~y)|(x^(y^z)))&~t)|(~(x&~y)&t)) + 4854406350327078307*((((x^y)&~(x^z))&~t)|(~(~x&(y^z))&t)) + 4854406331647394882*(((~y|(x^z))&~t)|(~(y&~z)&t)) + 5825287588263507601*(((x^(y^z))&~t)|((~x|(~y|z))&t)) + 4854406324175521512*(((z^(x|(y|z)))&~t)|((z|(x&y))&t)), 49374 + 3735936685*(x^y)
7378697628238471479*((~(x|(~y&z))&~t)|((x&~z)&t)) + 3689348814741909226*(((x|(~y|z))&~t)|(~(x|(y&z))&t)) + 1245325029*((((x&z)^(x^(~y&z)))&~t)|((y^(~x|(y|z)))&t)) + 3689348812251281112*(((~y&(x^z))&~t)|((y^(~x|(~y|z)))&t)) + 3689348817232564770*(((y^~(x&(~y&z)))&~t)|((z^(x|~y))&t)) + 7378697629483758106*(((y^(x|z))&~t)|((~x&(~y|z))&t)) + 7378697630729148967*(((~(x&~y)&(y^z))&~t)|((y^~(~x&(y|z)))&t)) + 11068046442980380705*(((y^(~x&(y|z)))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 14757395261458275990*(((y^(x|z))&~t)|((y^(x&(~y|z)))&t)) + 14757395260212945475*(((z^(x&y))&~t)|((x&y)&t)) + 11068046441735116022*(((y^~(x&~z))&~t)|(((x|~y)&(x^(y^z)))&t)) + 7378697629483780050*(((y^(~x|(y&z)))&~t)|((z^(~x&(y|z)))&t)) + 18446744072464237559*((((x&z)|~(y|z))&~t)|((z^~(x&(~y|z)))&t)) + 11068046447961664363*(((z^~(x|(y&z)))&~t)|(((y&~z)^(x|(y^z)))&t)) + 7378697626993223254*(((z^~(x|(~y&z)))&~t)|((y&z)&t)) + 3689348815987190367*((((x&z)|~(y|z))&~t)|((y^(x&~z))&t)), 49374 + 3735936685*(x^y)
16346898566759934633*~(~x|(y^(~z&t))) + 15257105328975896200*(((~(x|~y)|~(y^z))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 9728398171437589770*(((x|(~y|z))&~t)|(~(x|(~y&z))&t)) + 1913783246840173500*(((y^(~x|(y|z)))&~t)|((x^(~y|z))&t)) + 16453219861986904292*(((z&~(x&y))&~t)|((y^(x&(~y|z)))&t)) + 8425962350671337267*(((x&(y|z))&~t)|(((x|~y)&~(y^z))&t)) + 5262903928810551186*((~(y&~z)&~t)|(((x&y)|~(y|z))&t)) + 11323217547540304789*((((x&z)|~(y|z))&~t)|((z&~(x^y))&t)) + 4598395853255053582*(((y^~(x&z))&~t)|(((x|~y)&(x^(y^z)))&t)) + 26580322872770587*(((y^(~x&(y^z)))&~t)|((z^(~x&(~y|z)))&t)) + 265803228727804618*(((~x|(y|z))&~t)|((x&(y|z))&t)) + 16639282118360460464*((((y&z)^~(x&(y^z)))&~t)|((x|(y^z))&t)) + 4731297475090829261*(((~(x|y)|(x^(y^z)))&~t)|(((x&~y)|~(y^z))&t)) + 1647980014376432197*(((y^(~x|(y^z)))&~t)|(((x&y)|~(x^(y^z)))&t)) + 8346221382053025506*(((y^(x|~z))&~t)|(~(y&~z)&t)) + 12519332073079587633*(((y^(~x|(y^z)))&~t)|((z|(x^y))&t)), 49374 + 3735936685*(x^y)
13527612335913051581*((~(y|z)&~t)|(~(~x|(y|z))&t)) + 17831852590140408065*(((~x|(~y&z))&~t)|(~(y|z)&t)) + 16602069682776614183*(((y^(x|(~y&z)))&~t)|(((y&z)^~(x&(y^z)))&t)) + 14757395254484556770*(((z^(x|(~y&z)))&~t)|((~(x&~y)&(y^z))&t)) + 4919131745268373405*(((x&~y)&~t)|(((x^y)&~(x^z))&t)) + 6148914693727075830*(((z^(x|(~y|z)))&~t)|(((x&z)^(x^(~y&z)))&t)) + 9838263512952120050*(((z^~(x|(y&z)))&~t)|((y&(x^z))&t)) + 9223372033118814436*((((x&y)^~(x^(y&z)))&~t)|((y^~(~x|(y^z)))&t)) + 4919131745268274657*(((y^~(~x&(~y|z)))&~t)|(((x&z)^~(y&~z))&t)) + 8608480564493368251*((~(y|z)&~t)|((z^~(~x|(~y&z)))&t)) + 3735936685*(((z^(~x|(y&z)))&~t)|((~x|(y^z))&t)) + 2459565874502130358*(((z^~(~x|(~y&z)))&~t)|((z&~(x^y))&t)) + 1844674402140648740*(((~(x|y)|(x^(y^z)))&~t)|((y^~(x&(~y|z)))&t)) + 9838263505480246680*(((z^(~x&(~y|z)))&~t)|((z^~(x&(~y|z)))&t)) + 15372286726846038388*(((y^~(x|(~y&z)))&~t)|(((x&y)|~(y^z))&t)) + 7378697638449989692*(((z^(x&y))&~t)|((z^~(x|y))&t)), 49374 + 3735936685*(x^y)
9624388207172369450*(((~(x|~y)|~(x^(y^z)))&~t)|((x&(~y&z))&t)) + 15238614688753182370*(((x&(y&z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 13634549970123342204*((((x&~y)|(x^(y^z)))&~t)|(~(x&(y|z))&t)) + 17644711703186772104*(((z^(x|(~y|z)))&~t)|((y^(x&(y|z)))&t)) + 10426420588902959017*(((z^(x|y))&~t)|((y^(x|(~y&z)))&t)) + 3208129388692305931*(((z&~(x&y))&~t)|((~y|(x^z))&t)) + 3208129388692305931*((~(x^z)&~t)|(((x|y)&(x^(y^z)))&t)) + 9624388225852102249*(((x&y)&~t)|((z&~(x^y))&t)) + 7218291136699531945*((((x^y)&(x^z))&~t)|((y^~(x&(~y|z)))&t)) + 7218291151643328059*((((x&y)^~(x^(y&z)))&~t)|(((x&z)|~(y|z))&t)) + 10426420573959162903*(((~x|(y&z))&~t)|((z^(~x&(y|z)))&t)) + 15238614696225055740*(((~(x|~y)|~(x^(y^z)))&~t)|((x&(y|z))&t)) + 6416258825951936889*(((z^(x&~y))&~t)|(~(~x&(y|z))&t)) + 4010161721855570471*(((y|~(x|~z))&~t)|((x|(~y&z))&t)) + 17644711748018160446*(((~(x&y)&~(x^(y^z)))&~t)|((~(x|y)|~(y^z))&t)) + 11228452899650554073*(((z^(~x&(~y|z)))&~t)|((x|z)&t)), 49374 + 3735936685*(x^y)
12079006809130754380*(((z^(x|(~y|z)))&~t)|((x&~x)&t)) + 16805574661564326149*((((y&~z)|~(x|(~y&z)))&~t)|((~z&~(x^y))&t)) + 13326295542934251023*(((z^(x&(y|z)))&~t)|((x&~z)&t)) + 8468434117354985343*(((y^(~x&(y|z)))&~t)|((~x&(y^z))&t)) + 3873159785763993895*(((y&~(x&~z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 14770524612172675393*(((y^(x&~z))&~t)|(~y&t)) + 11882066455016143228*(((x^(y^z))&~t)|(~(x|(~y&z))&t)) + 262587097724161543*(((y^~(~x|(y^z)))&~t)|((x^z)&t)) + 9847016405624492472*(((~x|(~y|z))&~t)|((y^(x&(y|z)))&t)) + 16477340812758691471*(((~x|(~y&z))&~t)|((~x|(y^z))&t)) + 17265102105931225474*((((x|~y)&~(y^z))&~t)|((z^~(x&y))&t)) + 9256195432943139456*((~(x^(~y|z))&~t)|(~(~x|(~y&z))&t)) + 4398333992420127036*((((x|~y)&~(x^(y^z)))&~t)|(((x&z)|~(y|z))&t)) + 10634777728684519955*((~(x|(~y|z))&~t)|((z^~(x&(y|z)))&t)) + 15361345581118091724*(((y^(~x|(y|z)))&~t)|(((x&y)|(y^z))&t)) + 16871221453741053445*(((~(x|~y)|(x^(y^z)))&~t)|((y|(x&z))&t)), 49374 + 3735936685*(x^y)
10851025926590524546*(((x&~x)&~t)|((z^(x|y))&t)) + 11393577224414427916*(((y^(x&~z))&~t)|((~(x&y)&(y^z))&t)) + 7595718147118977696*((~(x&y)&~t)|(((x&z)^(x^(~y&z)))&t)) + 5425512967031223645*((~(y|z)&~t)|(((x&z)^(y|z))&t)) + 14648885003885974766*(((z^~(x&(y&z)))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 2712756477911706795*((((x|~y)&~(x^(y^z)))&~t)|(~(x^(~y&z))&t)) + 2712756485383580165*(((z^(~x|(y&z)))&~t)|((x^y)&t)) + 3255307775735610165*((((x&z)^~(x^(y&z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 5968064257383253645*((~(x&(y^z))&~t)|(((x|~y)&(x^(y^z)))&t)) + 15191436297973941451*(((y^~(x&(~y&z)))&~t)|((~(x|y)|(x^(y^z)))&t)) + 17904192783357521616*((((x&y)|~(y|~z))&~t)|((z^~(x&(y|z)))&t)) + 9223372040590737180*((((x&y)^(y|~z))&~t)|(x&t)) + 17361641474325808191*(((z^~(x&(y&z)))&~t)|(~(~x&(y&z))&t)) + 2712756481647594106*((((x&y)|~(x^(y^z)))&~t)|((~(x&~y)&~(y^z))&t)) + 3797859069823576850*(((y^~(x&z))&~t)|((y^~(~x|(y&z)))&t)) + 1627653889735724051*((((y&z)^~(x&(y^z)))&~t)|((x|y)&t)), 49374 + 3735936685*(x^y)
18446743995255029353*(((z^(x|y))&~t)|((z^(x|(~y|z)))&t)) + 18446744002726853349*((((x&z)|(y&~z))&~t)|(~(x|y)&t)) + 18446744006462839408*(((x^y)&~t)|((~x&(y^z))&t)) + 183060453199*(((~x&(y&z))&~t)|((x&(~y&z))&t)) + 52303014842*(((~(x^y)|~(x^z))&~t)|(((x|~y)&(y^z))&t)) + 18446744040086220199*((~(x|~y)&~t)|((y^(~x|(~y|z)))&t)) + 11207760681*((~(x|y)&~t)|((z^(x|(~y&z)))&t)) + 212947946679*(((z^~(x&~y))&~t)|(~(x&(y|z))&t)) + 18446743976575395302*((~(x|y)&~t)|((y^(x|(~y&z)))&t)) + 67246712208*(((~z&(x^y))&~t)|((x&(y&z))&t)) + 18446744025142473459*(((y^~(x|z))&~t)|(((x|y)&(x^(y^z)))&t)) + 112077853680*((((x|~y)&(x^(y^z)))&~t)|(((x&y)|(x^(y^z)))&t)) + 18446744066237678246*(((~(x&y)&~(y^z))&~t)|((~z|~(x^y))&t)) + 18446744051293980880*(((~z|(x^y))&~t)|(~(y^z)&t)) + 18446744028878410144*((~(x^(y|z))&~t)|((z|(x^y))&t)) + 18446744017670600089*(((z^(~x|(y&z)))&~t)|((y|z)&t)), 49374 + 3735936685*(x^y)
29887789724*(((~y|(x^z))&~t)|((y^(~x|(y&z)))&t)) + 16397105838731185003*(((z^(~x|(y&z)))&~t)|(~(y|~z)&t)) + 12297829342622697486*(((y|~(x|z))&~t)|((~(x&y)&~(y^z))&t)) + 4099276488636614147*((~(x|(~y|z))&~t)|(((x&y)^(y|~z))&t)) + 8198552951121325881*((((x&y)|~(x^(y^z)))&~t)|(((x&y)^(y|~z))&t)) + 14347467588808874154*((((x^y)|~(x^z))&~t)|(~(x&z)&t)) + 16397105872354911412*(((y^~(~x&(y^z)))&~t)|(((x|~y)&(x^(y^z)))&t)) + 6148914663839500060*(((~y&~(x^z))&~t)|((y^~(x|~z))&t)) + 8198552913761613413*((((x^y)&(x^z))&~t)|(~(x^z)&t)) + 10248191152476015459*(((z^~(~x|(y&z)))&~t)|((x&(y|z))&t)) + 14347467592544860213*(((y^z)&~t)|((x|(~y&z))&t)) + 2049638246186226042*(((~(x&~y)&~(x^(y^z)))&~t)|(((x&y)|(y^z))&t)) + 12297829372510388462*~(y^t) + 8198552906289690669*(((x&~z)&~t)|((z^~(x|y))&t)) + 10248191186099692494*(((y&~(x^z))&~t)|(((y&z)|(x&(y|z)))&t)) + 4099276462484810482*(((y^~(~x&(y^z)))&~t)|((x|z)&t)), 49374 + 3735936685*(x^y)
13281655745772988819*(((~x&(~y|z))&~t)|((~(x&y)&(x^(y^z)))&t)) + 9838263508469028944*(((~(x|y)|~(x^(y^z)))&~t)|((y^~(x&(y^z)))&t)) + 16233134775898210702*(((~(x&y)&~(y^z))&~t)|((z^~(~x&(~y&z)))&t)) + 6886784448456511077*((((x^y)&(x^z))&~t)|(((x|y)&(y^z))&t)) + 10576133259462494590*(((z^~(~x|(y&z)))&~t)|((z^(x&(~y|z)))&t)) + 11068046451697535216*(((y^~(~x&(~y|z)))&~t)|((~x&(y|z))&t)) + 5657001523907540108*((((x^y)&(x^z))&~t)|((x^z)&t)) + 9838263508469028944*((~(x&y)&~t)|((y^(x&(~y|z)))&t)) + 11805916198955113551*(((y^~(x&~z))&~t)|(~(x&y)&t)) + 10576133259462494590*(((~x&(~y&z))&~t)|((y&(x|~z))&t)) + 5165088335408386793*((((x&y)^(x^(~y|z)))&~t)|(((x|~y)&(x^(y^z)))&t)) + 12789742557273835504*(((z^~(x|(~y&z)))&~t)|(~(x^y)&t)) + 9838263515940852940*(((x^(~y&z))&~t)|((x|~z)&t)) + 10576133270670205897*(((y^(~x&(~y|z)))&~t)|((y^(~x|(~y&z)))&t)) + 2705522467630909552*((~(x^y)&~t)|((z^~(x|(y&z)))&t)) + 3689348814741920198*(((~(x|~y)|(x^(y^z)))&~t)|(z&t)), 49374 + 3735936685*(x^y)
7378697642186074499*((((x|y)&(y^z))&~t)|((~z&~(x^y))&t)) + 11595096275650329835*((((x|y)&~(x^(y^z)))&~t)|(((y&z)^~(x&(y^z)))&t)) + 7378697627242229011*((~(x&~x)&~t)|((~(x&y)&(y^z))&t)) + 3689348808017184791*(((y^~(~x&(y^z)))&~t)|(((x^y)&(x^z))&t)) + 11068046442731336546*((~(x&~z)&~t)|((x^z)&t)) + 4216398652144037509*(((x&(~y|z))&~t)|(((x|y)&~(x^(y^z)))&t)) + 8432797274400433416*((((x|y)&(y^z))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 3162299001249896419*(((z^(~x|(y&z)))&~t)|((y^(x|(y^z)))&t)) + 12122146101097400380*((~(y^z)&~t)|((y^(~x|(~y&z)))&t)) + 10540996617284266001*(((~y|(x^z))&~t)|((~(x|~y)|~(y^z))&t)) + 2108199324204050412*(((z^~(x&(y|z)))&~t)|((y&(x|z))&t)) + 5270498310510101343*(((y&~z)&~t)|((y|~z)&t)) + 5270498299302241914*((((x&z)^~(x^(y&z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 15284445094875374055*(((x^(y|z))&~t)|((y^~(~x|(y&z)))&t)) + 17392644407871565038*((((x|y)&(y^z))&~t)|((x|z)&t)) + 5797548139693157947*((((x&z)^(y|z))&~t)|((x|z)&t)), 49374 + 3735936685*(x^y)
14421999902459426645*(((~(x^y)|(x^z))&~t)|(~(~x|(y|z))&t)) + 8049488327556404454*((~(y|~z)&~t)|(((x|y)&(y^z))&t)) + 13751209229044192830*(((x|z)&~t)|(~(x|~z)&t)) + 15092790598290478066*(((z^(x|(y|z)))&~t)|((x^(~y|z))&t)) + 18446744058765656754*(((z^(x|(y&z)))&~t)|((x^z)&t)) + 8384883688547683875*(((y^(x&(y^z)))&~t)|((z^(x&y))&t)) + 12745023194637482098*(((z^(x|~y))&~t)|((z^~(x&y))&t)) + 11738837141551137315*((~x&~t)|(((x|~y)&(x^(y^z)))&t)) + 670790677151219874*((~(~x|(y^z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 12074232483862683937*(((y^(~x|(~y|z)))&~t)|((z^(~x&(~y|z)))&t)) + 7378697594365788687*(((z|~(x|~y))&~t)|((~(x&~y)&~(y^z))&t)) + 8049488349972172686*(((z^(x&~y))&~t)|(((x&y)|~(y^z))&t)) + 5366325581591911238*((((x&y)|(y^z))&~t)|((z&~(x&~y))&t)) + 7378697620517542978*(((y|~(x^z))&~t)|((y^(~x&(y^z)))&t)) + 15428185951809884117*((~(y^z)&~t)|((x|y)&t)) + 11403441773087885776*(((z|(x&y))&~t)|((x|z)&t)), 49374 + 3735936685*(x^y)
11641149183356753047*((~(~x|(y|z))&~t)|(~(x|(~y|z))&t)) + 4477365065636376228*((((x|y)&(y^z))&~t)|((~z&~(x^y))&t)) + 7521973311464623652*(((y^~(x|(~y&z)))&~t)|((y^~(x&(y^z)))&t)) + 1970040627236189449*(((~(x^y)&(x^z))&~t)|(((x|y)&(y^z))&t)) + 17193081852641489884*((~(y&z)&~t)|((x^(y|z))&t)) + 1253662221068061732*((((y&~z)|~(~x|(~y&z)))&~t)|((z&(x^y))&t)) + 14327568216761119587*~((x&y)|~z) + 8059257115156747612*(((z^~(x|(~y&z)))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 12894811396952990783*((((y&z)^~(~x&(y^z)))&~t)|((~(x|~y)|(y^z))&t)) + 16834892651425369681*(((z^~(x|y))&~t)|(~(~x|(y^z))&t)) + 13073906003164931225*(((y|~(x|~z))&~t)|(((x&y)|~(y^z))&t)) + 8596540918848871572*((~(x&(y^z))&~t)|((z^(x&~y))&t)) + 11641149164677118996*(((~(x^y)&(x^z))&~t)|((x|y)&t)) + 2507324434664250094*(((~x&(y&z))&~t)|(z&t)) + 17372176470061240381*((~(x|(y&z))&~t)|((z|(x&~y))&t)) + 3760986651996375141*((~z&~t)|((z|~(x^y))&t)), 49374 + 3735936685*(x^y)
18446744003474485052*((((x&y)|~(y|~z))&~t)|((z^(~x|(~y|z)))&t)) + 56785793246*(((y^(x|(y&z)))&~t)|((~(x&y)&(x^(y^z)))&t)) + 18446744055777203650*((((x&y)^(y|z))&~t)|((z^(x|(y&z)))&t)) + 84431477845*((~(x^y)&~t)|((x&(y^z))&t)) + 87420227193*((~x&~t)|(((x&y)^(y|~z))&t)) + 18446744049052566991*(((z&~(x^y))&~t)|(((x&z)^~(y&~z))&t)) + 2988749348*(((y|~(x|z))&~t)|((z^~(~x&(~y|z)))&t)) + 18446743977323125753*(((~z|~(x^y))&~t)|((y^~(~x&(y|z)))&t)) + 11207711307*(((x|(y|z))&~t)|((y^~(~x&(y&z)))&t)) + 18446744059513090961*(((z^~(~x|(~y&z)))&~t)|((x&y)&t)) + 41842145254*((~(~x|(~y&z))&~t)|((y^~(x&z))&t)) + 18446744005715997689*((~(x|(~y&z))&~t)|((y^(~x&(y|z)))&t)) + 12702085981*(((y^(~x&(y^z)))&~t)|((y^~(x&(y|z)))&t)) + 4483124022*~((x&z)^t) + 38106257943*((((x&y)|(y^z))&~t)|(((x&z)^~(x^(~y&z)))&t)) + 18446744058765903624*((~(x&(~y|z))&~t)|(((y&z)|(~x&(y|z)))&t)), 49374 + 3735936685*(x^y)
13176245772272502846*(((~(x&~y)&~(y^z))&~t)|((z^(~x|(y|z)))&t)) + 7905747455891559214*(((~z|(x^y))&~t)|((~(x&y)&(x^(y^z)))&t)) + 15811494904311245058*(((y^(x&~z))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 15811494941670760030*(((y|z)&~t)|(((y&z)^~(~x&(y^z)))&t)) + 5270498323852817002*(((z&(x|y))&~t)|(~(y&z)&t)) + 10540996643969598571*(((y^(x&~z))&~t)|(~(x|~y)&t)) + 10540996610346069658*(((z|~(x|~y))&~t)|(~(x|~z)&t)) + 10540996621553929087*(((x^(y|z))&~t)|(~(x&z)&t)) + 15811494919255041172*(((x&(y^z))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 18446744040085973329*(((z|(x^y))&~t)|((~x|(y^z))&t)) + 13176245764800580102*(((y|(x&~z))&~t)|(~(~x|(y^z))&t)) + 15811494919254991798*(((z|~(x^y))&~t)|((z^~(x&(y&z)))&t)) + 5270498293965224774*(((y|z)&~t)|((y^(x&~z))&t)) + 15811494941670760030*(((y^(x|z))&~t)|(z&t)) + 5270498301437048770*(((y&~(x&~z))&~t)|((z|(x^y))&t)), 49374 + 3735936685*(x^y)
